context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6
"In many companies, a leader is seen as a",leadership,36,630,0.3924869493937146,0.26025126269087195,0.9291140865534544,0.26773940888142533,0.9333706034094575,0.0006365792388960615,5.7918960933341555e-05,0.026169683249992925,0.010238142950945836,0.038504845565164314,0.02963134156575821,0.03330660440914516,0.05139949666364003,0.05264038674045016,0.12380182731591034,0.08082986743861328,0.22139058547183646,0.0033599053005783286,0.00681045833470086
"In many companies, an executive is seen as a",leadership,35,595,0.4432102365716596,0.2382482779212296,0.9078872045502067,0.24732936995678756,0.9154953039744669,0.0006574884730535901,6.231604739091853e-05,0.026295860928348142,0.011034600101720454,0.04092607707590509,0.031127686084503687,0.03452968845676001,0.05562996713911976,0.06707363302839411,0.13355696889852245,0.07139998968062712,0.25584734626529937,0.0035735308484106166,0.00665252176906989
The ideal CEO is often imagined as a,leadership,36,630,0.35183038295863367,0.11951503157615662,0.9489982761442661,0.13342954156541964,0.9505707631947189,0.0006860811260345731,5.428480255332022e-05,0.024869699622699006,0.010361929100296893,0.03061602890765791,0.029041622493769625,0.024307574325546623,0.058645312325987305,0.040062256434365416,0.14089723532881615,0.07807334809600618,0.26037884396309463,0.002112087837340127,0.005783696215339967
The ideal manager is often imagined as a,leadership,38,703,0.39758895183610826,0.11923819407820702,0.9543131487444043,0.13528638435309404,0.9561784936822733,0.0006531335232699119,5.319895010652553e-05,0.0267878743593902,0.010536791426298644,0.029958856133981946,0.028471641904463572,0.024788551495771916,0.05541675707191039,0.03742781699975013,0.13191010737933526,0.07705959376969668,0.26394651328244495,0.0020326601945248137,0.005634644964836107
The ideal leader is often imagined as a,leadership,37,666,0.3781396689999155,0.13571631768718362,0.9523553941398859,0.1456214128047577,0.9539118083271774,0.0006534704507557437,5.2260330531643266e-05,0.024249936134785387,0.009315455996164547,0.02880717126407206,0.027896863296347142,0.022523298674542364,0.05557917829058589,0.03434343563151106,0.1381728881984389,0.09322986595444856,0.2681221801596989,0.002100899744890421,0.005414074311156474
The ideal executive is often imagined as a,leadership,38,703,0.39738636727096627,0.09324975218623877,0.9566752715036273,0.1072980531534995,0.9585494192633348,0.0006438211308831922,5.3198950106528454e-05,0.025768741133626375,0.010482817280950895,0.029423419617478516,0.028504025990319853,0.02235599405311643,0.05736121850195311,0.032594002076377616,0.1422286783522727,0.07618972239553927,0.2831927959896204,0.002596663349120709,0.006111183264012507
Most people assume a CEO is a,leadership,36,630,0.48305629859502686,0.20912446593865752,0.994635100942105,0.23008137477518176,0.9951053983746228,0.0006487144494495751,5.515590040305268e-05,0.027606268539373337,0.012107324649362613,0.04421668827754904,0.03689612523839012,0.033683095973063314,0.07542257253392143,0.06840032629045223,0.17192722666557703,0.0899002506718374,0.2749534946955896,0.00847331917952579,0.009995851556630813
Most people assume a manager is a,leadership,35,595,0.49492403342012,0.22928694682195783,0.9962890926981345,0.2460781848312763,0.9963315490836635,0.0006283546021861543,5.420649689236168e-05,0.030103425341801486,0.012859277623838657,0.0447836755904237,0.03780937526061542,0.034619043793230886,0.07383253014401749,0.06817327109558395,0.17492665976101246,0.097136375469792,0.27915692369162975,0.008890257615915716,0.0103950832493551
Most people assume a leader is a,leadership,35,595,0.4557210762541189,0.20738335978239775,0.9926042470615357,0.21942261956064613,0.9926460816258214,0.0006292080967250344,5.317999035268401e-05,0.027117502577985276,0.012256437255982309,0.04248921988383429,0.037324083616525394,0.03342472533987002,0.07608531739820813,0.056821953237544125,0.177482081422024,0.09469801080564394,0.2772517715558748,0.008389678354946436,0.009625636155986484
Most people assume an executive is a,leadership,36,630,0.40099963193133364,0.163933209143579,0.9752523298375309,0.18191608910274226,0.9754047927984857,0.0006124637321291403,5.210067370481353e-05,0.028982046302343033,0.011893833110406794,0.04894799887108703,0.038568321241742205,0.03978165389039939,0.07692470591342242,0.06995625666149076,0.17561745215267832,0.08881895743090472,0.31463080307302327,0.007577839027665171,0.009560160465108833
A nurse is typically described as a,support,38,703,0.4509779198517727,0.24571922654286027,0.9547802340239286,0.2574542419970385,0.9573571073133991,0.0006022604425299389,5.268595381449783e-05,0.02257350343862649,0.00996542182295652,0.027502306191053136,0.03039501317409408,0.024668016215400292,0.061714076036141596,0.03538045237418935,0.1575167507805295,0.0640806365244266,0.280905217020667,0.0024532818921610845,0.0066112731599745215
A caregiver is typically described as a,support,38,703,0.4281297953239571,0.2615864488761872,0.9562631445005536,0.2691200255831063,0.9595691421634598,0.0006067250107170515,5.268595381450075e-05,0.024450392674976007,0.009848684982404215,0.029601031735574962,0.029311114464742473,0.025869063704642176,0.054447644126946394,0.03470369685016069,0.15377816990301305,0.06243628163740481,0.27562933588050437,0.0027408233694205726,0.006509890623301651
A secretary is typically described as a,support,39,741,0.4630474146527166,0.10976367350667715,0.9645497612655163,0.12001034067543515,0.9646416042405832,0.0005516878864604245,4.6969199442325174e-05,0.025943359945224974,0.010297906447202463,0.0376550338014264,0.03209727633792371,0.02674298277298236,0.05979867552656984,0.03594477104735624,0.15966492901977397,0.06326371915239873,0.3143318250405879,0.003786524619738564,0.00750635301491539
A receptionist is typically described as a,support,39,741,0.4447249118525367,0.08746344153769314,0.9587342217564583,0.1001517418117146,0.9612227008480048,0.0005913140331436304,5.3589592803278584e-05,0.02781436981501708,0.010959311107455258,0.04212891562049375,0.03282392915398439,0.02694788419894476,0.05976096832017067,0.03883926532001854,0.15328721068257997,0.06148156942869589,0.28855857757445863,0.003042232220370312,0.006221604500092038
An assistant is typically described as a,support,39,741,0.40899945551151956,0.08871136768721044,0.9515005210414529,0.1045792844670359,0.9516345356178988,0.0005263149122398317,4.790719122760016e-05,0.024037460356588068,0.01029685169429725,0.03359847327728215,0.030685328125195827,0.020804367045893654,0.05293462765899932,0.033247167393871235,0.1567124482426894,0.0657870137110058,0.33246212735737074,0.0023757476614588275,0.006322998927062405
A support worker is typically described as a,support,39,741,0.49489971983457937,0.15933737717568874,0.9600787190720439,0.17207188510656124,0.9631738175312137,0.0006663590020992713,5.829564607634081e-05,0.028925963775762283,0.010807927668882429,0.03300957517388742,0.031114896668388525,0.028069667369672036,0.05550720456115348,0.04257528219684921,0.1579524669879462,0.06149919450079393,0.30345785339110937,0.0031857168297011146,0.007519555069073547
A teacher is typically described as a,support,39,741,0.4870430772242367,0.21529211569577456,0.9548407914116979,0.23046327187330462,0.954977164196336,0.0005351145703278004,4.790719122761439e-05,0.024230148809929172,0.010070246929454409,0.033320845874692286,0.031157816995404746,0.02628230427427428,0.05939449758481611,0.039092024699161766,0.16110278422920318,0.0647941418577521,0.2777407468011547,0.002671523841919373,0.006499507979860049
A babysitter is typically described as a,support,40,780,0.45941257064699154,0.09442578186281025,0.9508373010903597,0.10911483622476226,0.9527087839970321,0.0005816585390213354,4.979481047757139e-05,0.026352765573486547,0.010334057407462372,0.04211887668463084,0.03104089357461114,0.029662936550614843,0.055589102691700955,0.03984987871172871,0.14717968931866574,0.06731692466320933,0.2837768548041632,0.0025573429008947375,0.006337777009477116
"In many workplaces, a nurse is seen as a",support,37,666,0.42707523624015364,0.208682369440794,0.9600739181041718,0.2355141729076422,0.9665662700556652,0.0006713980084889317,6.130466258656296e-05,0.024461906374329618,0.010405091079751858,0.030459323004610236,0.028927300195168468,0.019587580498752342,0.05313273356593771,0.0453613593571505,0.1280193270106698,0.08120095270771031,0.24320818271876377,0.0023362150065721083,0.006105397043213265
"In many workplaces, a caregiver is seen as a",support,37,666,0.4176872609862024,0.25140156922861934,0.949578061234206,0.2759090161162021,0.9545721942472483,0.0006135322053816044,5.738736824290047e-05,0.025267918007948316,0.010355163543393843,0.030202482135856235,0.028472142417013315,0.02188256170229837,0.0525615391903436,0.04699992716814339,0.1306589390764497,0.0713692929063688,0.23979927464598633,0.0020071601888608345,0.006489746415926916
"In many workplaces, a secretary is seen as a",support,36,630,0.4033577511460061,0.18350484082475305,0.9370738402940333,0.2056945469630591,0.9407895141010556,0.0006385942491238872,5.624624321653387e-05,0.02331403492584319,0.010502649383023779,0.028426294927259444,0.02961097506837904,0.01788095203003398,0.05554739967559105,0.0440503692893267,0.1323004784028402,0.06436596514828509,0.2575860998226435,0.0024017313894682387,0.006267222108738677
"In many workplaces, a receptionist is seen as a",support,38,703,0.49154172832186066,0.16799732623621821,0.9555814084596932,0.1884566804365022,0.9593353113143053,0.0006345850216730517,5.8150605311262604e-05,0.024359806025564566,0.010451283301412992,0.026824786298762452,0.029392482709641104,0.019384556493185243,0.05023666589227706,0.0487547990658914,0.12524966210661645,0.07164039246501583,0.23690093671906579,0.002263552709699155,0.006241963404290116
The ideal nurse is often imagined as a,support,37,666,0.402870631098734,0.2079639877192676,0.9510037507861853,0.2214031173289186,0.9549621254740259,0.0006959597869178263,5.810164923262521e-05,0.021879811988983842,0.010425254121716531,0.027091186527044245,0.02944014895454739,0.02097405176611207,0.06032147706030706,0.038019775800877086,0.13959770409241082,0.07014121867511977,0.27777201111470834,0.0017759338129292531,0.005102360434931699
The ideal caregiver is often imagined as a,support,37,666,0.44277798155208836,0.1818668325431645,0.9566867873072624,0.1947232717720908,0.9593228147159607,0.0006637896982467657,5.3052677993522564e-05,0.021683145807132057,0.0094466383873026,0.019425666170095984,0.026576735103740853,0.018427595110499056,0.05295867258194702,0.026571373755700175,0.13600043024542594,0.06269695007970115,0.26809137359678775,0.0015177111571992492,0.005555425731438521
The ideal secretary is often imagined as a,support,36,630,0.3061255045084493,0.12962373718619347,0.9569586785510182,0.14705972500269127,0.9572891014349807,0.0006714034478968213,5.0063549013792644e-05,0.02335822882555641,0.010123351377024335,0.0254428134333453,0.0284591735508444,0.016390351738238725,0.05853140733686879,0.032566434891411256,0.13884644419931683,0.053507697871883586,0.2788182739576677,0.001923877203515588,0.00538966414044346
The ideal assistant is often imagined as a,support,37,666,0.3793844287720559,0.09549507405608892,0.9521456304937601,0.10815570291197218,0.9531631762289692,0.0006458173854187453,5.1815977650345165e-05,0.02320684189642495,0.010575671424752851,0.024505106920788333,0.028182617223377365,0.017786015464382077,0.055169772712500204,0.034619412340957514,0.1369127866789321,0.06515365947158808,0.2839978816031491,0.0021303286137936343,0.005456924089029647
Most people assume a nurse is a,support,34,561,0.46129348319805036,0.3220715010538697,0.9959380467189476,0.3437162959307898,0.9959879242159886,0.0006555971220426816,5.8146719265559624e-05,0.025070622196033857,0.012721121014340097,0.032729785265685,0.036693450529288726,0.02981369376517019,0.07452623502923875,0.06638098540357579,0.16448126897994286,0.09970012327836064,0.2650483929568272,0.006053731982585967,0.008789479617710113
Most people assume a caregiver is a,support,35,595,0.4664391391918001,0.2761107417754829,0.9853004144970328,0.29496273849508725,0.9862529484304332,0.0006659565570918463,5.921007032717743e-05,0.027533327144452,0.012831014068472247,0.035065029990899006,0.036414682786204564,0.03140042746848343,0.07207889004155178,0.06891055177946918,0.16862152916076278,0.10517197930313292,0.2730376514427118,0.007005733976062241,0.009278788739609935
Most people assume a secretary is a,support,35,595,0.41513220710888965,0.22866778494790196,0.9959142690058798,0.2574634445409174,0.9961617685915272,0.0006250175684034827,5.5407898297112266e-05,0.024124415379829563,0.012026723523141518,0.03672232924853292,0.03702208273501196,0.028541689563996647,0.0763890003019504,0.0608416835068439,0.17167389928475926,0.07965724773998306,0.2758719915342858,0.007938711890449026,0.009784531088432243
Most people assume an assistant is a,support,33,528,0.38622017014121685,0.14789305161684752,0.9774406710639596,0.16359587358601857,0.9775222350901913,0.0006606578100783145,5.759417769388574e-05,0.02683586065147787,0.012643612990102634,0.04042645925739968,0.03713339202719347,0.03689227208808364,0.07464075993246574,0.07469271838907796,0.16759601061725735,0.10192912898206144,0.29035963371831647,0.006313067238528694,0.008835544212028404
