context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,35,595,0.48261551753731996,0.23021447751671076,0.9871974247507751,0.0,1.9032394707859827e-17,0.0,3.172065784643304e-17,0.0,5.075305255429287e-17,0.0,2.5376526277146434e-17,0.0,3.489272363107635e-17,0.0,3.489272363107635e-17,0.0,4.4408920985006264e-17,0.0,3.489272363107635e-17,0.0,1.586032892321652e-17,0.0,3.489272363107635e-17,0.0,2.2204460492503132e-17,0.0,2.5376526277146434e-17,0.011462697761856802,0.005800110295383685
"In many companies, an executive is seen as a",leadership,35,595,0.5481517572436638,0.24917033780366182,0.9750541476532817,0.0,1.9032394707859827e-17,0.0,5.3925118338936174e-17,0.0,4.4408920985006264e-17,0.0,3.8064789415719653e-17,0.0,2.2204460492503132e-17,0.0,3.8064789415719653e-17,0.0,4.7580986769649563e-17,0.0,6.026924990822278e-17,0.0,9.516197353929913e-18,0.0,2.8548592061789737e-17,0.0,2.5376526277146434e-17,0.0,1.9032394707859827e-17,0.012279310726895568,0.006163595930287981
The ideal CEO is often imagined as a,leadership,38,703,0.44946493298508006,0.1293972791172564,0.9761716348584741,0.0,5.843279076974508e-18,0.0,4.0902953538821554e-17,0.0,4.0902953538821554e-17,0.0,3.2138034923359796e-17,0.0,4.382459307730881e-17,0.0,3.2138034923359796e-17,0.0,6.427606984671959e-17,0.0,3.7981314000334304e-17,0.0,5.258951169277057e-17,0.0,2.921639538487254e-17,0.0,3.5059674461847047e-17,0.0,3.2138034923359796e-17,0.011797614331357337,0.0061750787880080656
The ideal manager is often imagined as a,leadership,37,666,0.45993654657021144,0.13955669570714235,0.9733457323163748,0.0,1.200241107702872e-17,0.0,2.100421938480026e-17,0.0,3.300663046182898e-17,0.0,5.101024707737206e-17,0.0,3.900783600034334e-17,0.0,3.600723323108616e-17,0.0,4.50090415388577e-17,0.0,2.400482215405744e-17,0.0,4.50090415388577e-17,0.0,3.300663046182898e-17,0.0,2.100421938480026e-17,0.0,1.800361661554308e-17,0.011692756874207715,0.006234767549898898
The ideal leader is often imagined as a,leadership,37,666,0.43631786175533366,0.14255080604925752,0.9590177643112838,0.0,1.200241107702872e-17,0.0,5.701145261588641e-17,0.0,3.300663046182898e-17,0.0,3.300663046182898e-17,0.0,3.300663046182898e-17,0.0,2.100421938480026e-17,0.0,5.701145261588641e-17,0.0,3.00060276925718e-17,0.0,3.600723323108616e-17,0.0,1.800361661554308e-17,0.0,1.50030138462859e-17,0.0,3.300663046182898e-17,0.010522775152691734,0.005949912790194687
The ideal executive is often imagined as a,leadership,39,741,0.5561759957541782,0.132358928443864,0.952488168142736,0.0,1.708035422500241e-17,0.0,3.416070845000482e-17,0.0,3.700743415417188e-17,0.0,1.9927079929169476e-17,0.0,1.423362852083534e-17,0.0,5.124106267500723e-17,0.0,4.554761126667309e-17,0.0,4.839433697084016e-17,0.0,2.5620531337503614e-17,0.0,4.839433697084016e-17,0.0,2.2773805633336544e-17,0.0,4.554761126667309e-17,0.011259841596147695,0.006006681501613573
Most people assume a CEO is a,leadership,33,528,0.39194492726239916,0.22828457644209266,0.9935356240021065,0.0,2.6914497566670462e-17,0.0,3.700743415417188e-17,0.0,3.700743415417188e-17,0.0,4.0371746350005693e-17,0.0,3.364312195833808e-17,0.0,5.0464682937507114e-17,0.0,3.700743415417188e-17,0.0,3.364312195833808e-17,0.0,4.37360585458395e-17,0.0,6.7286243916676156e-18,0.0,3.700743415417188e-17,0.0,2.6914497566670462e-17,0.014187690766597988,0.006908507943003902
Most people assume a manager is a,leadership,33,528,0.3747203858631383,0.3263794982340187,0.9869007032830268,0.0,2.0185873175002847e-17,0.0,3.027880976250427e-17,0.0,2.0185873175002847e-17,0.0,2.3550185370836655e-17,0.0,3.700743415417188e-17,0.0,1.0092936587501423e-17,0.0,2.3550185370836655e-17,0.0,3.027880976250427e-17,0.0,4.37360585458395e-17,0.0,3.364312195833808e-17,0.0,4.37360585458395e-17,0.0,3.364312195833808e-17,0.015350410729398918,0.007191784094931183
Most people assume a leader is a,leadership,35,595,0.26426586878992986,0.3699663639999926,0.9854491059668362,0.0,1.9032394707859827e-17,0.0,4.7580986769649563e-17,0.0,3.489272363107635e-17,0.0,1.586032892321652e-17,0.0,1.2688263138573217e-17,0.0,5.3925118338936174e-17,0.0,4.4408920985006264e-17,0.0,5.075305255429287e-17,0.0,4.123685520036296e-17,0.0,3.489272363107635e-17,0.0,2.5376526277146434e-17,0.0,3.8064789415719653e-17,0.013010779921780942,0.007108704276106948
Most people assume an executive is a,leadership,33,528,0.4146928346672911,0.25228050304576755,0.9859301503747702,0.0,2.6914497566670462e-17,0.0,3.364312195833808e-17,0.0,3.027880976250427e-17,0.0,3.364312195833808e-17,0.0,3.027880976250427e-17,0.0,2.3550185370836655e-17,0.0,7.065055611250996e-17,0.0,2.6914497566670462e-17,0.0,3.700743415417188e-17,0.0,3.700743415417188e-17,0.0,2.3550185370836655e-17,0.0,3.027880976250427e-17,0.014422107525144418,0.007112930957610439
A nurse is typically described as a,support,35,595,0.3205865160792644,0.2967962301336229,0.9881757537368685,0.0,2.5376526277146434e-17,0.0,2.8548592061789737e-17,0.0,2.2204460492503132e-17,0.0,3.8064789415719653e-17,0.0,2.5376526277146434e-17,0.0,8.247371040072592e-17,0.0,4.4408920985006264e-17,0.0,3.8064789415719653e-17,0.0,3.172065784643304e-17,0.0,3.8064789415719653e-17,0.0,3.172065784643304e-17,0.0,3.172065784643304e-17,0.009329695546124497,0.005920307778085242
A caregiver is typically described as a,support,36,630,0.4078091228788413,0.33912110701203346,0.9960294098127633,0.0,2.4671622769447922e-17,0.0,5.2427198385076835e-17,0.0,1.850371707708594e-17,0.0,2.7755575615628914e-17,0.0,1.5419764230904953e-17,0.0,4.9343245538895844e-17,0.0,5.2427198385076835e-17,0.0,4.0091387000352874e-17,0.0,2.4671622769447922e-17,0.0,3.0839528461809905e-17,0.0,2.7755575615628914e-17,0.0,2.7755575615628914e-17,0.010060441019420566,0.006735352315562209
A secretary is typically described as a,support,36,630,0.3018135203907685,0.1772252731025219,0.9904734482988715,0.0,1.2335811384723961e-17,0.0,4.0091387000352874e-17,0.0,3.0839528461809905e-17,0.0,4.9343245538895844e-17,0.0,2.1587669923266933e-17,0.0,7.709882115452476e-17,0.0,2.4671622769447922e-17,0.0,4.3175339846533866e-17,0.0,3.0839528461809905e-17,0.0,2.7755575615628914e-17,0.0,2.1587669923266933e-17,0.0,3.39234813079909e-17,0.008946887499216447,0.0054484069324036
A receptionist is typically described as a,support,36,630,0.5201583564231103,0.24544209218584,0.9943419881165028,0.0,3.0839528461809905e-17,0.0,5.2427198385076835e-17,0.0,2.4671622769447922e-17,0.0,4.3175339846533866e-17,0.0,2.7755575615628914e-17,0.0,6.47630097698008e-17,0.0,3.700743415417188e-17,0.0,3.700743415417188e-17,0.0,3.0839528461809905e-17,0.0,5.551115123125783e-17,0.0,1.850371707708594e-17,0.0,3.700743415417188e-17,0.010793536882686028,0.006687081545199132
An assistant is typically described as a,support,39,741,0.6366254737323316,0.12839723518118262,0.9718199807684869,0.0,3.985415985833895e-17,0.0,2.2773805633336544e-17,0.0,6.26279654916755e-17,0.0,1.423362852083534e-17,0.0,3.416070845000482e-17,0.0,3.131398274583775e-17,0.0,4.2700885562506023e-17,0.0,4.554761126667309e-17,0.0,1.708035422500241e-17,0.0,2.2773805633336544e-17,0.0,1.9927079929169476e-17,0.0,2.5620531337503614e-17,0.009618133244951815,0.006154746751499911
A support worker is typically described as a,support,37,666,0.6013289522546731,0.18940039281733334,0.9831697805784643,0.0,4.200843876960052e-17,0.0,3.600723323108616e-17,0.0,2.100421938480026e-17,0.0,2.400482215405744e-17,0.0,1.800361661554308e-17,0.0,3.600723323108616e-17,0.0,7.201446646217232e-17,0.0,5.401084984662924e-17,0.0,2.700542492331462e-17,0.0,2.400482215405744e-17,0.0,3.600723323108616e-17,0.0,3.300663046182898e-17,0.010301300917955603,0.006567215343252378
A teacher is typically described as a,support,36,630,0.30330019333158914,0.23544492642395198,0.9906531374435872,0.0,1.850371707708594e-17,0.0,3.0839528461809905e-17,0.0,3.0839528461809905e-17,0.0,4.0091387000352874e-17,0.0,4.3175339846533866e-17,0.0,4.625929269271486e-17,0.0,4.9343245538895844e-17,0.0,4.3175339846533866e-17,0.0,2.4671622769447922e-17,0.0,3.39234813079909e-17,0.0,2.4671622769447922e-17,0.0,4.3175339846533866e-17,0.00965113583795795,0.005988652370144152
A babysitter is typically described as a,support,36,630,0.47297820329317863,0.2952840682119131,0.97605693154037,0.0,2.4671622769447922e-17,0.0,1.850371707708594e-17,0.0,4.3175339846533866e-17,0.0,3.700743415417188e-17,0.0,3.0839528461809905e-17,0.0,7.401486830834377e-17,0.0,4.3175339846533866e-17,0.0,3.700743415417188e-17,0.0,4.3175339846533866e-17,0.0,6.167905692361981e-17,0.0,2.7755575615628914e-17,0.0,4.0091387000352874e-17,0.009034161052680597,0.005780983430610521
"In many workplaces, a nurse is seen as a",support,36,630,0.5449642930993318,0.1626520943827927,0.97020353237167,0.0,2.4671622769447922e-17,0.0,5.551115123125783e-17,0.0,3.700743415417188e-17,0.0,4.3175339846533866e-17,0.0,1.2335811384723961e-17,0.0,3.700743415417188e-17,0.0,4.625929269271486e-17,0.0,2.4671622769447922e-17,0.0,1.850371707708594e-17,0.0,3.39234813079909e-17,0.0,2.1587669923266933e-17,0.0,4.9343245538895844e-17,0.013984033434287817,0.006776923892073304
"In many workplaces, a caregiver is seen as a",support,38,703,0.644906895906976,0.2066929037682712,0.9593358747661114,0.0,1.7529837230923523e-17,0.0,4.382459307730881e-17,0.0,3.5059674461847047e-17,0.0,3.7981314000334304e-17,0.0,2.0451476769410777e-17,0.0,5.258951169277057e-17,0.0,6.427606984671959e-17,0.0,3.2138034923359796e-17,0.0,2.6294755846385285e-17,0.0,2.337311630789803e-17,0.0,2.6294755846385285e-17,0.0,2.921639538487254e-17,0.014490121603054979,0.006876883064027903
"In many workplaces, a secretary is seen as a",support,37,666,0.6371134060548377,0.1789326025173068,0.9834649981930852,0.0,1.200241107702872e-17,0.0,3.900783600034334e-17,0.0,3.00060276925718e-17,0.0,3.00060276925718e-17,0.0,4.50090415388577e-17,0.0,2.400482215405744e-17,0.0,6.00120553851436e-17,0.0,3.600723323108616e-17,0.0,2.700542492331462e-17,0.0,2.100421938480026e-17,0.0,1.50030138462859e-17,0.0,3.00060276925718e-17,0.0138447619096359,0.006390030953759406
"In many workplaces, a receptionist is seen as a",support,37,666,0.5890394937341858,0.15028774132952094,0.9737577398773283,0.0,2.400482215405744e-17,0.0,3.600723323108616e-17,0.0,2.700542492331462e-17,0.0,2.400482215405744e-17,0.0,1.800361661554308e-17,0.0,5.101024707737206e-17,0.0,5.401084984662924e-17,0.0,3.600723323108616e-17,0.0,4.200843876960052e-17,0.0,1.800361661554308e-17,0.0,2.700542492331462e-17,0.0,1.800361661554308e-17,0.014328454933366132,0.006825148936497358
The ideal nurse is often imagined as a,support,36,630,0.43322104025939895,0.1633198936469853,0.9669988874811679,0.0,1.850371707708594e-17,0.0,3.0839528461809905e-17,0.0,1.5419764230904953e-17,0.0,3.39234813079909e-17,0.0,2.7755575615628914e-17,0.0,4.3175339846533866e-17,0.0,1.850371707708594e-17,0.0,3.39234813079909e-17,0.0,2.7755575615628914e-17,0.0,7.709882115452476e-17,0.0,2.7755575615628914e-17,0.0,2.4671622769447922e-17,0.011573714954058914,0.006472429516438203
The ideal caregiver is often imagined as a,support,37,666,0.6184381636394574,0.2002173876389861,0.9688047696836293,0.0,1.800361661554308e-17,0.0,3.300663046182898e-17,0.0,2.400482215405744e-17,0.0,5.401084984662924e-17,0.0,3.300663046182898e-17,0.0,4.800964430811488e-17,0.0,3.600723323108616e-17,0.0,4.200843876960052e-17,0.0,3.00060276925718e-17,0.0,2.100421938480026e-17,0.0,2.400482215405744e-17,0.0,4.50090415388577e-17,0.011397196783259676,0.006765996707541405
The ideal secretary is often imagined as a,support,35,595,0.39217777099142087,0.1469444336835295,0.9873718812596053,0.0,1.9032394707859827e-17,0.0,4.7580986769649563e-17,0.0,3.172065784643304e-17,0.0,3.8064789415719653e-17,0.0,2.8548592061789737e-17,0.0,2.8548592061789737e-17,0.0,4.123685520036296e-17,0.0,3.172065784643304e-17,0.0,2.8548592061789737e-17,0.0,2.2204460492503132e-17,0.0,2.2204460492503132e-17,0.0,4.4408920985006264e-17,0.011742828209112655,0.00580543807534893
The ideal assistant is often imagined as a,support,38,703,0.533937377826097,0.12065677484497428,0.9596948721446097,0.0,1.7529837230923523e-17,0.0,2.6294755846385285e-17,0.0,3.5059674461847047e-17,0.0,2.337311630789803e-17,0.0,1.460819769243627e-17,0.0,3.5059674461847047e-17,0.0,6.135443030823234e-17,0.0,3.7981314000334304e-17,0.0,1.460819769243627e-17,0.0,2.921639538487254e-17,0.0,2.6294755846385285e-17,0.0,2.337311630789803e-17,0.010481891607456334,0.006007862731067632
Most people assume a nurse is a,support,33,528,0.3044545994535997,0.3223071633838117,0.9938941315049306,0.0,2.0185873175002847e-17,0.0,2.3550185370836655e-17,0.0,3.364312195833808e-17,0.0,3.700743415417188e-17,0.0,3.027880976250427e-17,0.0,5.0464682937507114e-17,0.0,5.3828995133340925e-17,0.0,2.3550185370836655e-17,0.0,1.682156097916904e-17,0.0,5.719330732917473e-17,0.0,2.6914497566670462e-17,0.0,3.700743415417188e-17,0.01729693455042757,0.008129490022879129
Most people assume a caregiver is a,support,34,561,0.4746902636968387,0.30994864786043763,0.9919752364512533,0.0,3.2653618371328135e-17,0.0,3.918434204559376e-17,0.0,1.959217102279688e-17,0.0,3.2653618371328135e-17,0.0,3.918434204559376e-17,0.0,2.6122894697062506e-17,0.0,5.224578939412501e-17,0.0,2.938825653419532e-17,0.0,1.6326809185664067e-17,0.0,3.918434204559376e-17,0.0,1.3061447348531253e-17,0.0,4.5715065719859385e-17,0.016922752043970517,0.008064867605155075
Most people assume a secretary is a,support,32,496,0.22250845333352928,0.2750046979635954,0.9982665769639425,0.0,2.0816681711721685e-17,0.0,3.122502256758253e-17,0.0,1.0408340855860843e-17,0.0,2.7755575615628914e-17,0.0,3.122502256758253e-17,0.0,5.551115123125783e-17,0.0,6.591949208711867e-17,0.0,4.85722573273506e-17,0.0,4.85722573273506e-17,0.0,4.5102810375396984e-17,0.0,1.734723475976807e-17,0.0,2.42861286636753e-17,0.016062697684881593,0.0074471400708458965
Most people assume an assistant is a,support,35,595,0.3930632986508384,0.352342517580837,0.9850176023319364,0.0,2.5376526277146434e-17,0.0,4.4408920985006264e-17,0.0,5.709718412357947e-17,0.0,1.9032394707859827e-17,0.0,3.8064789415719653e-17,0.0,4.7580986769649563e-17,0.0,6.661338147750939e-17,0.0,3.489272363107635e-17,0.0,1.2688263138573217e-17,0.0,2.2204460492503132e-17,0.0,2.2204460492503132e-17,0.0,2.2204460492503132e-17,0.0155728968561558,0.007013557603958105
