context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
"In many companies, a leader is seen as a",leadership,38,703,0.6572552390031717,0.45434173522517085,0.9533032416366041,0.0028712015189017036,0.000782666854611001,0.011166264980083634,0.010077312749731632,0.01943976921266131,0.031822807311707675,0.024286795025630706,0.051429567930585486,0.031680372917858926,0.06520127523147455,0.040074106844354564,0.07857750341194918,0.048273110936658196,0.08506233642065837,0.04921068828057719,0.09360816275527628,0.047936916555730354,0.10156147322290698,0.0517856643899245,0.11109698228760162,0.058367476045689565,0.12732401090693637,0.05964082020149676,0.1407330510178015,0.06723599887209145,0.1521411533537643,0.07584445629128073,0.16422022198344674,0.07513606009406731,0.18038252245777725,0.08895852644471998,0.19542884008496317,0.0907371350810344,0.21014190355545717,0.09316224845091543,0.21803136636526005,0.09152926165184817,0.22972620768065385,0.09655269856232536,0.227478310368047,0.09731376913540378,0.22115866587982919,0.0879258442064349,0.1771412490155912,0.020237303056762544,0.041207552789353966,0.014454447787986753,0.02652672405953418,0.002378020489989205,0.008556489638554555
"In many companies, an executive is seen as a",leadership,38,703,0.625174375862974,0.40274031553417444,0.9554320960305631,0.00302002351904772,0.0008566876180813953,0.011475561554220666,0.010201993062206777,0.019595616681666702,0.0315346871408441,0.02662737985294381,0.05186554143021864,0.03228675436231072,0.0650156371947979,0.039110548328075104,0.07799253317606782,0.046070487356080526,0.08519646447347339,0.046158842688021375,0.09442528253850492,0.04484955737553855,0.10343063314655866,0.04827321374419589,0.11316056111871398,0.04977879087336318,0.1274663335635486,0.05309513844317218,0.13982983731237097,0.05857598973955371,0.14904477808363295,0.06994743045031376,0.161452481478501,0.06443989019290537,0.1874441967054245,0.07016896860452293,0.20255692874496645,0.07205139739399714,0.21688136100180083,0.07284987191366005,0.22537048228678883,0.07625269328039906,0.23808931148732657,0.08518856782825175,0.23425812570383933,0.08708604112586894,0.22656271140559325,0.08062480140085351,0.1799680628228751,0.017491791919973666,0.041019882040044135,0.01554351915158801,0.02691226190318951,0.0026062037886789963,0.007831953995769242
The ideal CEO is often imagined as a,leadership,36,630,0.4410863985616626,0.3818182614631951,0.9785180181497708,0.003071101243335057,0.0007550651596721111,0.011927870054108317,0.010571696537221299,0.018087654983792233,0.03472325888050545,0.027207099753184617,0.05919146858809879,0.031044396265615493,0.07568292982019828,0.04299073392718392,0.08881630953677372,0.05418378731080712,0.09562874679170065,0.059634527226204714,0.10197301046139368,0.05870326208443708,0.10786268429923258,0.06266156886251986,0.11590042427393146,0.06599009044025847,0.12984332107679805,0.07120692102995867,0.1416221148864332,0.07358369457376339,0.15080769866761645,0.0800522275598368,0.15906492841452022,0.08052877836951917,0.17251305976008996,0.09087570338817913,0.1863895102368121,0.10591927529878394,0.20146398749239172,0.11746788222925349,0.21460094483673434,0.1199419641488928,0.21627868887969973,0.1233738184313413,0.2161499636251624,0.12698114130659938,0.21231613412714376,0.11299287857634706,0.173802153687351,0.024175170068186883,0.042671254365473824,0.01874239069682988,0.02631783878855024,0.0047997086711448365,0.0076928896277991664
The ideal manager is often imagined as a,leadership,36,630,0.42851356299275617,0.35772782284766436,0.9698813832364976,0.003263415812655687,0.0007263066379626648,0.0133560745056315,0.011049146438820668,0.02032458182964141,0.035886211314744045,0.025732336281095624,0.0601898296660704,0.033823272299358054,0.07664956254090907,0.04965046764721223,0.09001223807911361,0.05923315633892451,0.09712354992325457,0.06332100288924923,0.10373252633357653,0.062289100277293945,0.1087640360597309,0.06616969413201816,0.11618382295759422,0.06860855223537203,0.12986558606983042,0.07442024826611443,0.1419093094018821,0.0757622081954078,0.15137469278750637,0.08236904798021231,0.15931356635571142,0.08548139337340277,0.1702892056776304,0.09410833638681126,0.17950282514626412,0.10414067667775029,0.19160377967901185,0.11028758828755279,0.20431564424846765,0.11107098151733323,0.20687092799681445,0.11401394242610262,0.20852023126966143,0.11781169612699076,0.20615409834182333,0.10787507254741968,0.171781616351589,0.02234567614172355,0.04215914215581413,0.017956821520417512,0.025042490476683596,0.004695825904288737,0.007581063398001763
The ideal leader is often imagined as a,leadership,37,666,0.40365354141939924,0.4081257632933557,0.9786513180006295,0.00334922890189694,0.0007746423071580718,0.013241242152504325,0.011082913745644428,0.020280776203062133,0.03588947572008251,0.02403358484131278,0.05898542619564131,0.03408780969372096,0.07557032825696157,0.049011811432970405,0.08822285512028624,0.05811599355861647,0.094260954703189,0.061103006525618724,0.1001732184754516,0.0613662443780715,0.10479600202263253,0.06584145576506417,0.11193712132172065,0.06949720398253868,0.12623855226491318,0.0730165248675385,0.13783637158817363,0.07563750209895792,0.14766553647180627,0.08477326378817157,0.15565167464361745,0.09019456992912285,0.1666449332769892,0.09990738394363273,0.17819116411133223,0.11076175067377528,0.19326240053565327,0.11760248307886292,0.20533918291523295,0.12010876116370198,0.20846615720492678,0.12426719275416277,0.2082025006187404,0.12697474297556263,0.2063421211509545,0.11573161609230143,0.17080580846091337,0.02413299755000708,0.041845152279848745,0.017681664730404004,0.025254425357922047,0.004688847274494868,0.007672860593151505
The ideal executive is often imagined as a,leadership,36,630,0.4092843730107395,0.43315070355311036,0.9665960159618407,0.0030924817930568444,0.0007854803089609113,0.011363663873031617,0.010437194927228305,0.01794744158705564,0.03464844007404831,0.02335832179761843,0.05965117183802011,0.031148159036398837,0.07607419681597845,0.04478237224521697,0.08804486609113593,0.05438315789562341,0.09355025683325498,0.057269546097529496,0.0994431818715958,0.05485430410489596,0.10438473329672922,0.0606229589480259,0.11251694531774113,0.06239978502270441,0.12826087678700765,0.06779590236920674,0.1397119153032148,0.07301365792929347,0.14980290188266318,0.0832510353989372,0.15847220356052785,0.08677283549522172,0.17190148431454733,0.09516116288742664,0.18252162713108067,0.10953247563103474,0.19662831547071188,0.11859209258299885,0.21066047320532458,0.12463583427163948,0.2134023117535039,0.12901888475503023,0.21559782015272458,0.13373825015935034,0.21200066121077066,0.11907047549002724,0.1738751490764318,0.02470606667106594,0.04220679757084868,0.017187055185744836,0.025909238549383068,0.004454445334474077,0.007789539671723356
Most people assume a CEO is a,leadership,34,561,0.4143595060714077,0.276931534986943,0.997456995115499,0.002916983639951875,0.0007426411699002391,0.014351496949376897,0.011066752355459827,0.025518083936003987,0.03824672447724788,0.02701398064788288,0.06489931801471786,0.02843896399438073,0.08004106658900852,0.0367052042797787,0.09448273455841077,0.0451929630405102,0.09985261069252355,0.04469507352656368,0.10776723880244117,0.04333496285148992,0.11864809663144002,0.04698021452312438,0.1275321336988727,0.04861482170981696,0.14482063544314605,0.0567145837713152,0.16259784747533756,0.06439861954241842,0.1738157878171137,0.07072422433439453,0.18104820311715605,0.07421865371382463,0.19869828996236913,0.08295206730582856,0.21647181872394244,0.09340533594272882,0.2249865681460336,0.10054295484361901,0.23091772090496873,0.09863540535133328,0.2391439941424741,0.10833523436207702,0.23829665193552554,0.11416950371641643,0.22682786929188897,0.10318858600205766,0.17688338513394622,0.023436735474412777,0.041334996521265537,0.014662746561136383,0.026136589312692998,0.0030729016373409056,0.009298614643797479
Most people assume a manager is a,leadership,35,595,0.43787045791963297,0.25135349994525313,0.9948436865524855,0.0031500672749337775,0.0007470232259415851,0.014573423712309396,0.010359619520658812,0.02429991330763226,0.03601970979501344,0.0208317266986205,0.060898749462617884,0.02837595351318964,0.07831539471621787,0.03811805380067841,0.09281123031004829,0.04489050309099729,0.09637375792207148,0.04495738584340365,0.1035267884391411,0.043362007279658325,0.11378661859609362,0.04848686998467887,0.12283473170160734,0.05046837672004626,0.14057928361178584,0.0578428472890519,0.15765245761058294,0.06323964075630346,0.16804685683166568,0.06863559541817327,0.17595581274733574,0.0778235291747513,0.18957244125236616,0.08895399342743533,0.20078286297918324,0.10006366427059539,0.20756336805149242,0.10613596367599584,0.2155061690720962,0.10362992053157936,0.22296190750501516,0.11283857068077587,0.2213632894773448,0.11986903801291159,0.21097818208350722,0.10791092861023013,0.16476316410608746,0.022077487355512564,0.03865739016663415,0.014910170160086708,0.023836903665724968,0.003138583384357842,0.00845263586152917
Most people assume a leader is a,leadership,34,561,0.334165339193484,0.3370032049715519,0.9972402004641481,0.002948480549385066,0.0007486728810824186,0.014685701798498669,0.010733378673414284,0.028021239596149577,0.03862799713079735,0.025188246586058564,0.06291836026575313,0.03246462533864393,0.08007349068462606,0.04034003974792716,0.0935993855559048,0.04880225426586162,0.0967263453553216,0.0480463023677863,0.10307916536629902,0.04860000000578808,0.112268730887782,0.05280042466899753,0.12113068477235789,0.05546945239682245,0.13858640018912127,0.06243802821224857,0.15672812019603882,0.06790511522261014,0.16886679185718845,0.0730808477901379,0.1762092606672243,0.07814601053701596,0.19103711805312612,0.08811185105647666,0.20448803320659573,0.09704787610491218,0.2180329062958428,0.09968331849649907,0.22502288912897858,0.09907939379651902,0.23273710311097903,0.1092981460351792,0.23294051702365864,0.11855277657877507,0.22683803065112684,0.1054070548705228,0.17997834644692146,0.02148935066116123,0.041252262127962014,0.013623673645294626,0.025389758783707993,0.0025563074195774707,0.008777145744891331
Most people assume an executive is a,leadership,34,561,0.4629645581060469,0.2802580944262445,0.9929984692134894,0.0028546453957358107,0.0007224515727007624,0.014367552292972647,0.010644552744369843,0.023657053009947082,0.03668354596376974,0.024447583773314192,0.0641246438574408,0.033973092606955635,0.07984738650707046,0.03819694286035459,0.09320769514335693,0.045004342030053365,0.0965388937882239,0.04288710562972083,0.10250322011373869,0.04136863280368627,0.11173402119362348,0.04593300989537074,0.12106023522031953,0.04861973748922049,0.14177827625415057,0.05920668794549735,0.1613907257777444,0.06790400446722365,0.17498449625930648,0.07550371374742043,0.18530027126381726,0.07894690829597299,0.20347906375617264,0.08621786607933139,0.21642517027615002,0.09470096808124981,0.22510117240302188,0.10073442009949278,0.23237384925716992,0.10498159808185158,0.23592230522128457,0.11627466259250588,0.23492779416139567,0.12302203681206442,0.2246214088820231,0.11364667268350569,0.17508278365105687,0.02427575551135716,0.040485338911138154,0.013630995943826937,0.024477652721422855,0.0031043837588563797,0.007441465385339156
A nurse is typically described as a,support,36,630,0.581158086475322,0.39079051138833165,0.9955556411005091,0.003454889673479357,0.0007755625951651438,0.015506449399592335,0.011940494841487462,0.02070593487098873,0.03643954860232885,0.04626793433896627,0.06997961094311608,0.029166917757782296,0.0872137695948661,0.02695810849459072,0.10651042979251704,0.032231685939275015,0.11005023070797651,0.03587098346617484,0.11580573849572295,0.03823933910314036,0.12514318377189548,0.04747425721050446,0.13234417991698968,0.05516336420805762,0.13900925876951686,0.06097511819383537,0.14355700703309088,0.0661636642701211,0.14910252325943915,0.07325063192403342,0.1576095474568968,0.0697817434961062,0.1716221556250186,0.07715920342875461,0.1773307950822121,0.08868090352176101,0.1845391562999717,0.09434492487837115,0.19526956108625337,0.09343048139215754,0.20226111646194075,0.10421182437864657,0.20664776568767534,0.10978400461603093,0.20759287801570517,0.10953138137958114,0.17960239029158526,0.020286882380229677,0.04396386681923207,0.015192567314093432,0.027365775435926595,0.0031188905560088796,0.006613425993894744
A caregiver is typically described as a,support,36,630,0.6074069605519182,0.5697442404925823,0.9968877308710944,0.003702961679802398,0.0007411929263724125,0.014861285496258791,0.012525084747448104,0.015673821790792443,0.03781360148253379,0.046806234085997635,0.07297799616479356,0.028813678521204623,0.09055653126471903,0.030898600656318494,0.10750259566836196,0.03553697883851083,0.10952257864112952,0.03795996975395113,0.11346697432152746,0.0389566265968146,0.12047690210950363,0.04710779219340057,0.12853716372448518,0.05592208778928678,0.1368465826957675,0.060421414822026794,0.14272274913878963,0.06522195191604188,0.1518048228500141,0.06973711691304162,0.1590938040682629,0.07229879962273883,0.16971465020339827,0.0812056594312878,0.17811097007227628,0.09339331011457869,0.19136547216938785,0.09747346184418623,0.20127873009369207,0.09224278104314836,0.20719008461543686,0.09944543627079458,0.20969275654836456,0.10426758794691074,0.21014584650626802,0.10145647516256089,0.1795390195828952,0.018944600799710845,0.04372080486364365,0.014697651970717734,0.02561657240427921,0.0027153884970869775,0.005691011653901793
A secretary is typically described as a,support,36,630,0.48883132286423625,0.46505480352789164,0.9905770538607612,0.0035360383352270133,0.000800063196903397,0.014703112333355488,0.011739794514191089,0.017266335590232537,0.03900073172535444,0.02791712727258828,0.06673758676447639,0.030916609018872825,0.08583787452509148,0.03157765311800057,0.10213834199695355,0.038024786978014244,0.10689529819368955,0.04099709019441622,0.11403032890426294,0.04297891652308152,0.12171581961305616,0.04984469880936074,0.13118746191587605,0.05727677987267342,0.14450807409150415,0.06267932228635784,0.15417090090302044,0.06806738263967237,0.16272972392541168,0.07688090630996304,0.17285713822831417,0.0755870172737858,0.1859822676903551,0.0857484197654299,0.19367547800823387,0.09238839003146074,0.20173275743874688,0.09413912410532214,0.21334163059605485,0.09497551489361893,0.22372074968837477,0.10611675643661939,0.2237677813263214,0.11662682692458806,0.22272562821921169,0.11795993586606034,0.18810391490527767,0.02528951055550881,0.04576876610363081,0.012623585162863356,0.027402218926971686,0.002529249400773566,0.007835987773554792
A receptionist is typically described as a,support,37,666,0.6267682465161112,0.6241824489552528,0.9889478394761682,0.003729206789471063,0.0007914455694680915,0.015369280139452478,0.011339013711505475,0.01798925570299672,0.03365123753553421,0.020346217867729943,0.05790713861276886,0.024496118272593556,0.0747158721316826,0.028823127442299173,0.08886851804160342,0.03338779611293593,0.09345172479051839,0.035727035756109575,0.10094644738853789,0.037253123786276585,0.107397599594889,0.046799985367444,0.1156771062894052,0.060301425574327286,0.12844696999286861,0.06855651741543836,0.13785907095685038,0.07734439460191225,0.14952204763311655,0.08585816375367411,0.16025994588413403,0.08661562636819307,0.17085163682873744,0.096844260180079,0.17860832909310118,0.11069433024193479,0.18916759838770736,0.11148525054923648,0.20134545639767068,0.10682060106207582,0.20635126930073053,0.11317831077835136,0.2085266537934356,0.12050586468538503,0.2087143612475296,0.11175092248688881,0.17754747604966897,0.020708019674574918,0.04204535735487368,0.011579413025413888,0.02521903768697086,0.00256015526162236,0.00629696416929508
An assistant is typically described as a,support,36,630,0.6085427390975101,0.5342476624064147,0.9465486225672066,0.0035371784423556393,0.0007782893264227715,0.016789256392990854,0.01113425888520964,0.020441734453209827,0.03526280413457642,0.021735960404696997,0.06068951548851961,0.02860501014450547,0.07928475302255106,0.03246555688647638,0.09374254895275295,0.039191975409099154,0.09750948157151577,0.04088405415798914,0.10529837096159711,0.04332035426200849,0.11307112833466865,0.051802007039808314,0.12333376210735597,0.06388317318231539,0.1373319012894719,0.0698204993496263,0.14903345610311997,0.07728877385208367,0.15967035822381587,0.08616759002018426,0.16949585030465875,0.08706941900269337,0.18016746432015743,0.09854033544641047,0.1901784918216978,0.11094603734948574,0.19879714565534992,0.11571097017441218,0.20881679668076175,0.11925936183455027,0.21284501823108296,0.13090057196712018,0.21265536571468335,0.14139716403947244,0.21126172915447036,0.12606766338265102,0.17698967937235544,0.023956664232598304,0.04383210639147012,0.012082771731832,0.02459572372246233,0.00247504008287619,0.0062369993928999895
A support worker is typically described as a,support,36,630,0.6001406677049999,0.6955144081730396,0.9786142348311841,0.0036110173152867978,0.0007570494948318179,0.015430410661861934,0.010879644301761178,0.01963818816508589,0.03505114084826591,0.022715144888736345,0.05980294061942838,0.027717675278956005,0.07944913053135372,0.03359703938492335,0.0964616905646249,0.03939137519601986,0.09913469636955467,0.04061397804248088,0.10570104212253967,0.04188101661380168,0.11225696382924671,0.05016506833046413,0.11951811246128953,0.06021461593480288,0.1309218636093444,0.06579103614231532,0.13916642826142614,0.07525886414619093,0.14983833325380347,0.08270208117538864,0.16075530655997616,0.0881516577508122,0.17311393251196103,0.09935611527493234,0.18410176942200385,0.11052442006108748,0.1957386922144713,0.11330240550288806,0.2069273066483483,0.10879978388552025,0.21018183379140448,0.11633879142521564,0.21052924953946275,0.12406244234246377,0.2084817640833512,0.11474334121282909,0.1780146854600041,0.021456517909569445,0.044005124297078396,0.011233087875576973,0.025393608393496563,0.0023806990774001106,0.0067068444945296325
