context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6
"In many companies, a leader is seen as a",leadership,36,630,0.4354229570382711,0.2602492324076593,0.9184420192614198,0.0007088964379310229,5.2544168422088054e-05,0.01981577134793083,0.011771470678306972,0.04326809262312386,0.03681354295745906,0.050716167416998505,0.058562802911188844,0.046445301778011,0.13720893217885854,0.11101574153871165,0.26787920890615474,0.003931575172699517,0.006901167554050815
"In many companies, an executive is seen as a",leadership,34,561,0.5030056874506221,0.23825646517798305,0.903692270629108,0.0007031338209527779,5.5746253233108e-05,0.02063994005884513,0.012040599099500275,0.04443855150402668,0.03693189317304336,0.04948451153371924,0.06166496151096011,0.05102936195613983,0.14135277992272363,0.10380646396831066,0.2909155489102511,0.0041813652055073735,0.00696713560184557
The ideal CEO is often imagined as a,leadership,36,630,0.5529485594819257,0.11951400153338909,0.9502582978457212,0.0007181306509307728,5.4106918781021696e-05,0.018897210375523745,0.012723250629002971,0.03848990910696061,0.03392366415588287,0.032630861881168205,0.06900233610606966,0.028780345725150303,0.1703366449307125,0.11778159282001739,0.2889637443691973,0.0033284708580812155,0.006820651121842349
The ideal manager is often imagined as a,leadership,38,703,0.627717587994607,0.11922787805087864,0.9557639784179628,0.0006802654883733718,5.330193476887609e-05,0.023614582031002293,0.012749482450013479,0.04066158674537512,0.033338799502145945,0.037225166877833706,0.0646038490745483,0.031039817054326027,0.16133752606715412,0.12909699990338927,0.27811217820822987,0.0033636309053344427,0.006313627438129711
The ideal leader is often imagined as a,leadership,37,666,0.5663866609974267,0.13571125036105514,0.9547101533971727,0.00067599677977051,5.158049649534636e-05,0.02412942467618367,0.011960036484224312,0.04059238435650085,0.03399369282854699,0.036006478160592645,0.06779130329489982,0.03274323096608395,0.17768111801094325,0.1392666259884125,0.28471023028422354,0.0033290291980128946,0.006133882512670729
The ideal executive is often imagined as a,leadership,38,703,0.6391071872002788,0.09324947604909539,0.9605829250067472,0.0006722091699476782,5.107894973596796e-05,0.023042065330677677,0.011944417820256155,0.04028569916593759,0.03183616611395719,0.03380767095553677,0.06609195313853164,0.029321152794748315,0.18817060823406392,0.12192479744811897,0.30677690281411535,0.003932156786766758,0.007073461669847768
Most people assume a CEO is a,leadership,36,630,0.5052014821391423,0.20911407889798284,0.997180206788471,0.0006359648302050343,5.176068821212255e-05,0.01787937918173083,0.01385422681533839,0.040341928203381026,0.045142601184323734,0.0264423496703627,0.0751834289510512,0.042151751550502194,0.18140795184683112,0.1364449251752679,0.2715095447259166,0.011924601864206975,0.011854932235791827
Most people assume a manager is a,leadership,35,595,0.5232388886103032,0.22927229292690754,0.9965450243907981,0.0006147467442610138,5.056456258535188e-05,0.023386795719992384,0.013479431076575848,0.04410465913190871,0.04395725060318013,0.032773128361929624,0.07315846850396085,0.04821546578722372,0.18691403862395617,0.14704704208125413,0.27040965355803986,0.011994375736227969,0.011511509913236802
Most people assume a leader is a,leadership,35,595,0.47439928326211905,0.2073906804434955,0.9920557145960629,0.0006444512399448866,5.019617170152836e-05,0.021024126616714614,0.01427717834099841,0.0440293582011791,0.04656958164882221,0.03303745723642744,0.07679988601826326,0.041233383512895586,0.19023054244236234,0.15482978218305915,0.270099205720793,0.011207448733804807,0.011047196535906682
Most people assume an executive is a,leadership,36,630,0.46536994506756013,0.16394429001957178,0.9877915217075497,0.0006092633597539729,4.645534939729893e-05,0.02383521138580254,0.012713564199001595,0.04995395706600388,0.04299075604849751,0.03432554157839451,0.07837430041638618,0.04479186280853464,0.19319634342040062,0.13752260990457177,0.3144352465721046,0.011604550524769575,0.01162217565198553
A nurse is typically described as a,support,38,703,0.5027096590422055,0.24572032783180475,0.9663561354391277,0.0006050073499048359,4.846900417765657e-05,0.028467417891433294,0.012037011985244928,0.038756311050627844,0.03472477302553432,0.04388735520569264,0.0716831090498586,0.04720506511775675,0.1661806744033809,0.09978290323732915,0.3361170351079272,0.0036918902673730796,0.0075911837343373995
A caregiver is typically described as a,support,38,703,0.5001284029504004,0.26159814232960343,0.9685713092330843,0.000639432977983627,5.0785682152253374e-05,0.025858984593354256,0.011612240583398086,0.0365559469502797,0.033371400578370757,0.041534871614265466,0.06506181279225559,0.036965542856458755,0.15994543666847816,0.09638352865934596,0.3143197835344152,0.004048679788124687,0.007500467416690182
A secretary is typically described as a,support,39,741,0.6228269777953251,0.10976850125007331,0.9696419043466449,0.0005917807691688237,4.544488005045833e-05,0.025004427016339738,0.011900784816174651,0.04383808513373801,0.03564838974115084,0.03806180388252803,0.0734692781387029,0.03188519513614691,0.17136399592714502,0.09714670078685254,0.3621681397629055,0.004662838875093044,0.008396544291177315
A receptionist is typically described as a,support,39,741,0.6521468178790348,0.08747331984341145,0.968716757837683,0.0006281960608420325,5.1473855561183037e-05,0.029726420577823775,0.012865377882562926,0.04894002700535878,0.036988139131330436,0.04073726810861499,0.07151887479673955,0.03891512569646527,0.1718818717604961,0.10271494903231564,0.3223603085774836,0.003988492446549674,0.006958868430663922
An assistant is typically described as a,support,39,741,0.6704178644391183,0.08871445804834366,0.9646561155095696,0.0005730878887744586,4.5444880050455484e-05,0.023210487485449453,0.01195453096797567,0.03950848170760009,0.034753034204122034,0.03416317894080594,0.06405860169634273,0.035211571338977996,0.17317647892253993,0.11368036811561753,0.3638974710060073,0.0029936860978566765,0.006812028583277842
A support worker is typically described as a,support,39,741,0.6653722583899869,0.1593477907590568,0.9688652260228992,0.0007214692952852504,5.409556167261057e-05,0.02987117537848073,0.012556769550409642,0.03855260298897575,0.03445526350439179,0.04470391204857592,0.06332386350129643,0.03966770936667364,0.16849247958038155,0.10125031387989587,0.35251729739098303,0.004533182011060631,0.008268502523064459
A teacher is typically described as a,support,39,741,0.596281324058718,0.21527333650738,0.9668674813583493,0.0005669555741380265,4.4386634684007876e-05,0.024090797474231915,0.011712865545052584,0.038610618448587875,0.03449507520815905,0.04183883246586809,0.06716405298422261,0.04144311801948692,0.1654243072285059,0.10530151585128568,0.3133161543384028,0.0040158223130285515,0.007240259828134161
A babysitter is typically described as a,support,40,780,0.6931471805599452,0.09442533855326474,0.955520739313215,0.00059673145281605,4.806333656581507e-05,0.029369961948117515,0.012249693330741187,0.050146219330971666,0.036509775311893214,0.045696215227051556,0.06881060970267107,0.0457283213070191,0.16329993680789326,0.1110185529988029,0.31461615837198076,0.004088062901180909,0.0071746808048191975
"In many workplaces, a nurse is seen as a",support,37,666,0.5624119946257906,0.2086775409989059,0.9469007607549429,0.0006903682566189054,5.8320103727497156e-05,0.023456635712019187,0.010975965828036045,0.034624529268063295,0.03268158598718888,0.03583898187929957,0.05519845347092247,0.03840754526637451,0.13472721457306147,0.10705326455182103,0.24225027322943726,0.003050683257488984,0.006303034556831446
"In many workplaces, a caregiver is seen as a",support,37,666,0.544323976147313,0.25139678502455354,0.942741118837148,0.0006776728096945536,5.48079228456233e-05,0.02361018816455412,0.011259505786381291,0.034705048278281296,0.032463122137707474,0.03700555356355271,0.05619617629535875,0.03800235417451918,0.13529678925281874,0.09837380376597639,0.2477500496374295,0.003372958252144396,0.006941892111470035
"In many workplaces, a secretary is seen as a",support,36,630,0.5594638559004949,0.18349317042157054,0.9406770309433341,0.0006626031572276778,5.231094429193771e-05,0.020396228758271715,0.01209433194992098,0.03558856094095594,0.03418713398312512,0.03678811013753794,0.061387340254645525,0.038240764813858276,0.13416683780906383,0.09188728872566394,0.27076113621209935,0.004289698234577173,0.007060228154858729
"In many workplaces, a receptionist is seen as a",support,38,703,0.659389962580676,0.16799497557803988,0.9581651398912072,0.0006668999777816408,5.4122469280513586e-05,0.02288180857059547,0.011240422142215349,0.0312585140733031,0.03350710253785283,0.03412998231316782,0.0548318471598361,0.04280484368907968,0.1359100643978318,0.0947760458300533,0.2302712572222418,0.0034751826158419042,0.006548935823375784
The ideal nurse is often imagined as a,support,37,666,0.5275863583018143,0.2079529850743711,0.949586265720427,0.0007186243206842604,5.584467534996223e-05,0.024968480939102047,0.012745447628107335,0.039578200530280626,0.03397685834043294,0.037118351714918604,0.07078421117978298,0.03332515216599899,0.16463457217215885,0.11402549437120617,0.2835398264452694,0.002706643348573112,0.00561442291227942
The ideal caregiver is often imagined as a,support,37,666,0.5956562578508884,0.18186245718970895,0.95976547524333,0.0006903752556972453,5.311244039185292e-05,0.023504115801123607,0.011839345675244155,0.032661444552074315,0.03154177923078791,0.032972102308332356,0.06285204785278024,0.030216828340984332,0.1575353779121404,0.11385956853102748,0.27904395532514403,0.003094574483327939,0.006256558288269425
The ideal secretary is often imagined as a,support,36,630,0.521174971317971,0.12959853606298566,0.9595862911082804,0.0006651129734244163,5.038753672710462e-05,0.023682631961329987,0.012510837394647527,0.03907340441554721,0.03298208111573574,0.027329333319777518,0.06836843695739359,0.026485371996329856,0.16413661514241737,0.09325091992230836,0.2815961417001709,0.0036428952972115377,0.006455279260405196
The ideal assistant is often imagined as a,support,37,666,0.6018315824252197,0.09549244772642851,0.9545833235606551,0.0006587027556801914,5.1670547140926314e-05,0.024243880224120013,0.012983838297221611,0.03974943692237567,0.03313071674037469,0.030553252522748663,0.06311257726754776,0.029603172381179148,0.17874712273926371,0.11701818248838514,0.29277012392721835,0.003490427215909744,0.006116624221660602
Most people assume a nurse is a,support,35,595,0.4587625153181211,0.32210726058110595,0.9959949759067968,0.0006585797977032539,5.70880803615876e-05,0.026288172716333862,0.01350858510948891,0.036062606919013696,0.042924268886513774,0.03696003330007562,0.07352824501065754,0.0511715833380049,0.1773374457166992,0.1361348258925246,0.26035835981476296,0.01004700225799475,0.01022995034401649
Most people assume a caregiver is a,support,35,595,0.5644435690812944,0.2761144991964102,0.9912830849643797,0.0006502644259161256,5.6051480174195465e-05,0.02475671201920768,0.013373870129975339,0.03871372488838478,0.04204413937468981,0.034638126799594764,0.07463843020460136,0.0492003144898178,0.1755255448063111,0.1418684092488566,0.25643906025111896,0.010877393295885357,0.010683736852616102
Most people assume a secretary is a,support,34,561,0.44615056907057743,0.22867517126724124,0.9908120143227279,0.0006171662764571389,5.3243093900067665e-05,0.0228709894380197,0.01320910550439676,0.04294782482689161,0.04406093691242746,0.0323369486434439,0.0794028767010888,0.04652304129466616,0.18324944056767067,0.11884870095444228,0.25995536853723894,0.01262082252188751,0.011570207443141092
Most people assume an assistant is a,support,33,528,0.4201031352055904,0.14790085330605507,0.9884698423556983,0.0006503346956329122,5.369202366383096e-05,0.024842289202302158,0.013317129833443596,0.04492447475601575,0.04048746191892427,0.03787361197459808,0.07319569782228683,0.0555900275483651,0.1811041115516951,0.1585768354380872,0.2960674221379818,0.011031322547887343,0.01103514432672368
