context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
"In many companies, a leader is seen as a",leadership,32,496,0.3702749676714085,0.38019456807523966,0.67070022970438,0.0009381168260876412,4.312893951175997e-05,0.0033776078005262797,0.0002702193020866356,0.0031028338075781052,0.0003345637445009292,0.003547302849781743,0.0005704210592770639,0.0037796052804365695,0.001229937595781324,0.004449084046668128,0.0016021111156898395,0.004798409767812987,0.00217466144398977,0.0047006101474547325,0.0026968420955512593,0.005326101788949931,0.003303687719566968,0.005741426408637958,0.003754820038623971,0.006348283400385902,0.00429505660975105,0.0064239803090868994,0.0046519153043907795,0.007186594732763763,0.005285324973003221,0.00920491490945863,0.00652037041960719,0.015532350806916348,0.00807803069805823,0.009712770388752437,0.009358479341828208,0.01112472334595341,0.011284561229646287,0.009403700146056057,0.01332019771745446,0.010115662294100535,0.015418952768791131,0.015159236290578817,0.01919169035087918,0.01765805236620949,0.02508339878893322,0.015302630586547725,0.027895854587084896,0.012821581033133234,0.03041031546340182,0.021403571826372342,0.0359881447368557,0.025810881415158405,0.037236972579335226,0.026037853045081535,0.03152719439224438,0.029546198430835283,0.030743587308452953,0.032025020514670245,0.035795862674678255,0.03709924742101193,0.04037927352013445,0.03333781130141662,0.04018102795264075,0.14580529635528913,0.09682976992948165
"In many companies, an executive is seen as a",leadership,31,465,0.39503353268597546,0.3203622419387102,0.6606204695999622,0.0011198585966217811,5.601242530561107e-05,0.004418221158326868,0.00026509486894710937,0.003946709892948025,0.00032111934591708586,0.004097873110563264,0.0005423611024910767,0.00334045455807462,0.0011268483629586642,0.003802853492481634,0.0015171334979877768,0.005025085976437602,0.0021111881605985526,0.005125031783336161,0.002658573400799898,0.0053183773175534965,0.0032558361556836715,0.005821896837323513,0.0036798810550568244,0.006619879909280349,0.004100499653074194,0.006328836253073518,0.0043655356854709485,0.007138537063703256,0.004974036940065167,0.009315403681052709,0.006093898115857549,0.016162518323695023,0.007472331754255445,0.009503459449271692,0.008332263610599796,0.012163194417342968,0.009969374801959384,0.00775609787785973,0.011823305228395354,0.007928117303026368,0.01377484994079535,0.012271285216511357,0.016736067401472664,0.014641624159427926,0.02236683445359142,0.013032269416647327,0.024128486092775396,0.011128307865482709,0.027235699054288073,0.019208498927880978,0.031657226275515836,0.024151519858151616,0.03213657421158626,0.022013601618236546,0.02678405476848837,0.02351622437819769,0.02578844919784481,0.02569664793058629,0.0301556232147097,0.03201074888282858,0.03357906198401152,0.029259590046714735,0.03373823877267353,0.12952585080343668,0.09026891751779732
The ideal CEO is often imagined as a,leadership,28,378,0.26197266326092195,0.32288753101602197,0.6061297934502363,0.001018457771385075,6.18322594036729e-05,0.006620993310154965,0.0003378023235188448,0.006393018822987504,0.0003843846200788925,0.005239255778307219,0.0005954217693961269,0.002959306314639178,0.0012253401269529832,0.003252083173381899,0.0015587213770285563,0.005591934990396769,0.0022244515593667436,0.005556532398196948,0.002704056473656446,0.004554355079673021,0.0034256003023843606,0.004914236114467617,0.003942304347345632,0.00581548908791517,0.0040972085692232985,0.006257750061216157,0.004491920983713311,0.007440725558532316,0.005095720701290912,0.007343913776947675,0.0059913028886285635,0.010423682938537935,0.007249303013836504,0.009447219248672166,0.008172035304745017,0.009000970957146899,0.009218322557683508,0.009487421664411013,0.011005699860011752,0.009120820312059671,0.012884212408822855,0.0126110664812795,0.014088279857467254,0.012395679372184304,0.01870427020080209,0.011896108736506851,0.020445104413307776,0.013309250725210182,0.024246131843949945,0.020582646760849147,0.03161052491009723,0.025323576456667895,0.032212455383636415,0.01958599897633791,0.02449763723892529,0.020663997382025054,0.023493203969326224,0.021699413735553667,0.027175420628395487,0.03173763516081513,0.03158194791413222,0.030210911519875604,0.03278975121165797,0.13715962661166234,0.1145925261831946
The ideal manager is often imagined as a,leadership,30,435,0.30211581516134106,0.31739670457318425,0.5423658490180969,0.001021537219637995,5.834116602832691e-05,0.006510522483952657,0.0003138792484361959,0.006094768809128099,0.0003714397914200621,0.004912519826381781,0.000595950720182703,0.002967384457858393,0.0011816022277041963,0.0032789661397491375,0.0015971973538260705,0.004881738092516708,0.0021933884582722605,0.005274877095158767,0.0027472955347613366,0.004621106113678612,0.0034520437280899227,0.00523616098146426,0.0039991812227370025,0.005963798995261263,0.004186028477888618,0.006909187437446723,0.0046297739907252425,0.007636733179640146,0.005251514582811101,0.008452408491215833,0.006263930255464271,0.012617674026601898,0.007706556230420903,0.00987237512033625,0.008697996742376257,0.010268091153902472,0.009786221672800103,0.009897279903743651,0.011698129541888268,0.00993011467320242,0.01354859811490516,0.013516543076151473,0.014932541291818303,0.012798800821925131,0.018439700648585276,0.01240539496063376,0.020216862028640516,0.013284569191027681,0.024024761809886493,0.019863003155044773,0.03076063356630823,0.023461013620989048,0.030865960714404936,0.01931362623916945,0.02476340959777452,0.01989292749906943,0.02369817399005478,0.02205968243188199,0.027206461497295976,0.03053386217675359,0.03148088008015035,0.030486706205149254,0.032594123278011734,0.14249428409774373,0.10703432112948527
The ideal leader is often imagined as a,leadership,32,496,0.28343644714282484,0.3871432594023645,0.6152894156984985,0.0010390918505276945,5.451943639908988e-05,0.0054798975552414865,0.0003026765077868074,0.005838469838301385,0.00036869387068327875,0.005467804518434284,0.0006067367447445821,0.0033731935145258287,0.0012127154496254303,0.003737397420917021,0.0018064817574598227,0.0045133603210913385,0.002614360199203726,0.005206040022887493,0.0031635456896697,0.0051983890505811585,0.004148497037916712,0.005899401233051204,0.004664853805658738,0.006721814856096654,0.004822985919317652,0.007746317248341778,0.005404027135810115,0.008715385200491402,0.006030047072166825,0.009932361935537192,0.007099459099101289,0.013084463969991824,0.00832179484565982,0.009934232131666243,0.00932095829055709,0.010001485364973813,0.010218492074986096,0.01073083959733602,0.011821997443010147,0.009888563067231994,0.013634033633859288,0.013775778932829202,0.015441574570386932,0.013104950760663672,0.0195487200936521,0.012665724354248393,0.021553043451766583,0.013315678762543233,0.02527289833118167,0.02395652461811046,0.032079429060479094,0.026039486479212694,0.032197016098940746,0.019966406765238833,0.025861375920236462,0.02119606380790611,0.024664292894784456,0.023863182152795738,0.028441587117166173,0.03259035000696272,0.033189971781787245,0.031702936924779365,0.03404801820128987,0.14634770228027935,0.10828076061275203
The ideal executive is often imagined as a,leadership,30,435,0.28223373938463836,0.31252698693424463,0.5667860358953476,0.001022548311535165,6.123066379282172e-05,0.006915286457019862,0.0003116779465972034,0.006243811403161978,0.00035810193040357227,0.005354208128741157,0.0005687568993028543,0.00300672896456944,0.0011128336798284547,0.003216657620488963,0.0014987914301655358,0.005359891386642233,0.002152863152106525,0.005585271841806673,0.0026945702989050043,0.005157804461596502,0.0034393101903170873,0.00524516831338028,0.004039759542841222,0.005734635046012986,0.004164772573722182,0.006352793761780769,0.0046838121102973475,0.007024822335479807,0.005365509040342357,0.00770524965661384,0.006361152481480133,0.012045198171239726,0.008314535765274123,0.0099978005214654,0.009346659363148099,0.010016618248378071,0.010436559662759588,0.009397216990382536,0.012410716825686067,0.009298812594238067,0.014481035921814437,0.013033452880494942,0.016025121537700124,0.013451391348200578,0.019925429872603033,0.012394968051254058,0.021817926722014668,0.014180291656418558,0.026133133446336845,0.024307411622641367,0.03404532297887011,0.029420949978815406,0.03467034011024211,0.0241336835826198,0.027127601718047796,0.025344788894951557,0.026047086217463076,0.02829287088158091,0.030092052404631798,0.0378744352327316,0.03481719177905438,0.03794632441353613,0.03603081149733826,0.14983334928705416,0.11223835535216198
Most people assume a CEO is a,leadership,33,528,0.3783305669770777,0.35122233303263783,0.8999426846858114,0.0010124157147768829,6.195279412353273e-05,0.003462759506587134,0.0003583102074132412,0.00408211310319075,0.00045962302769721143,0.0029430747240393514,0.0008148031608927842,0.003860684474766417,0.0016466480983908288,0.005615325358051442,0.0022115546076221407,0.0056303037047649,0.0033231391852168958,0.005385956317678874,0.004149886344999596,0.005448659922174144,0.0048595355366935,0.005879641654887797,0.005478169371370023,0.0068636725747671405,0.005816754633973471,0.00705703018211728,0.006638724421384205,0.007836417222084361,0.007381327452474191,0.00978737090131096,0.00894891099343587,0.014247362861460845,0.010335953957819903,0.010600298293718113,0.011214485606740513,0.012931336271374664,0.01361757852678834,0.007691013391860837,0.016078591010989778,0.007777639136927961,0.018491742627732066,0.011566832182480119,0.021149909383240784,0.011820182588505838,0.03000580509239692,0.00960957038958925,0.030553662277306617,0.013679955188861446,0.03695475150144189,0.01690739996833945,0.046389926661513405,0.021229493469083788,0.04686718691602089,0.019739946766305028,0.03785219103761751,0.019445066799063115,0.035639987179816784,0.021492277900011084,0.042016651052367536,0.028449308132070795,0.045665449176027086,0.024951889776130862,0.046223368206956286,0.1638076146036892,0.1860909623485306
Most people assume a manager is a,leadership,31,465,0.331996760066372,0.4608114631846547,0.88475212152116,0.0010145621245420712,5.809275137893819e-05,0.0034167692491943397,0.00034235116494909796,0.004270547235251086,0.0004811545141765434,0.0037860066782430136,0.0009015349512268083,0.004306961200537546,0.0017197938056448053,0.004905192481103072,0.0022801764086105352,0.005588905374755994,0.003099222481986793,0.005640160650903666,0.0038792638051986014,0.006274716416368707,0.004542643995128969,0.006686610642613724,0.00501673191387099,0.0075166634033930115,0.005453391118592898,0.008086366838350475,0.0062694297954549085,0.008467832196976706,0.00708837266079749,0.010710005388783994,0.008645710711762488,0.01578757925232309,0.00996551819163594,0.010757727867449473,0.01091698548622926,0.015236053751115025,0.013812099412862938,0.010409846685487074,0.016677776996145224,0.010778734276280382,0.019341321541462737,0.014507099987025244,0.0223612499148987,0.014270133796613302,0.03133608188957069,0.012565130108975643,0.032042957409761784,0.016416986779056734,0.03779716123510977,0.01941311348545201,0.04456801987176225,0.023813059235751034,0.04531527388241623,0.02200494718400007,0.03803770355962519,0.02249423201554408,0.03588624079592618,0.025273221043390835,0.04221094728934152,0.033795227554894766,0.044607145132310635,0.030818509916788105,0.04428541057532139,0.17709435642706026,0.17886646734777595
Most people assume a leader is a,leadership,33,528,0.31186546272299964,0.510202488861978,0.9106480611953884,0.000928701894926938,4.5046675146342636e-05,0.002669255835038723,0.00030923532619082716,0.0038467559131243638,0.0004374353556849944,0.0033777750202482956,0.0008126298455499018,0.004376458195284174,0.0016984699060397404,0.005082816066386296,0.0023476975655704092,0.005258666637045209,0.0035262665713446033,0.005196600139223807,0.00437318009965991,0.005529068952652216,0.005173258442791498,0.006453510476661052,0.005669012254541585,0.007489796048505465,0.005989116425663378,0.008602350363119998,0.006747694110062186,0.008592102066742081,0.00757807709231717,0.011284604373364152,0.009294332534229255,0.013509360170207237,0.010575270108581381,0.010410170774075182,0.011708281461617977,0.013125489035739459,0.014525797875753315,0.012501720772557767,0.017183499772474124,0.012037812092209116,0.02019524465273382,0.018146947025071317,0.023593237430157284,0.015971589162693395,0.03172158127879188,0.012843376435778443,0.03282417727090415,0.013872216944810133,0.03877092215216893,0.02705575347525122,0.04818936038939214,0.03331140188149202,0.048623649758945224,0.0264346343711499,0.04005459907976794,0.030003875040898357,0.037770456607204385,0.03302064307626858,0.04410399729437516,0.04319198832626268,0.04929091473872006,0.03776283119584574,0.049258290979705195,0.18963578979500637,0.1829527874951677
Most people assume an executive is a,leadership,33,528,0.35033794335689394,0.3860848783515394,0.8524390170350671,0.0009614085068782428,5.605537249851113e-05,0.0033656556692113503,0.00034361663552410923,0.004582845557946519,0.0004431139522459976,0.0034494623174809737,0.0007780425783742666,0.0034731666235853927,0.0015242297340221393,0.004395617375162199,0.002072663421997795,0.00539688832110357,0.003244742867907146,0.005098371562094073,0.004132854663178714,0.005572594045721266,0.005046747606951525,0.0060800603291325285,0.005819252186895987,0.006559268140841088,0.006309479658411157,0.006808455517455239,0.007207578291050669,0.0077324309089753605,0.008165065200937115,0.010747323374470293,0.010097264565739915,0.014892092440421936,0.011610847432720924,0.008753101295874378,0.01267640117608982,0.014494884166049386,0.015580992856835226,0.008476510983009389,0.018303377866659185,0.00861334683230682,0.020939482135886308,0.012241069768046672,0.024717853553067028,0.012838379878195003,0.032771481085557164,0.010754942358701659,0.03358778908469108,0.012348382111033597,0.03915868884873281,0.01711985783231567,0.04679397717066599,0.022622197269839987,0.047433185108276286,0.017985271610221287,0.038559135843304206,0.019402803948375364,0.03627638943348052,0.021221242177273135,0.04272380718719255,0.03088536875267374,0.0463424776569216,0.027470345255086546,0.04562106004639537,0.16980474752255853,0.15588842456039242
