context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,36,630,0.5533946463166789,0.0006476497667689627,5.85880544450548e-05,0.01677922373489728,0.013272202677196927,0.03050578615022084,0.03058909045325385,0.037397333861343446,0.05179559191068014,0.03257545516604469,0.10224758750862545,0.031205809873247902,0.10353316201104058,0.043847220994177316,0.15548415813181135,0.0578419228867879,0.17659224404229057,0.06119576853419107,0.17204286323653328,0.03658501557887547,0.22551638219091627,0.06494778631225465,0.3144737299945619,0.11665011568674966,0.39006295882993275,0.0026711925627693296,0.009259031878577339
"In many companies, an executive is seen as a",leadership,35,595,0.4953519288099779,0.0006314580961709702,5.99844115121024e-05,0.014123580686184538,0.012851612908499581,0.028495425912512452,0.03084318126950945,0.038475433492860873,0.05150117192949567,0.0337485642493272,0.10624086686543056,0.029942257113817358,0.1057029128074646,0.054653038572864375,0.15322256258555822,0.06921215898850384,0.19758965969085693,0.061258442862695,0.18857172557285853,0.04417285939224628,0.24693660054888045,0.0694587926403815,0.31997479370662146,0.11689523313225818,0.3925528075013842,0.0032513021421031792,0.010314631462097167
The ideal CEO is often imagined as a,leadership,37,666,0.5883342921089733,0.0006201030912117923,5.264701070012273e-05,0.016657833625246456,0.012719681134095063,0.023093560257473507,0.02986714163342038,0.031217966844011714,0.051863837886501,0.03630391707470467,0.10722694525847563,0.03324129345180752,0.1074513857429092,0.04812473143722202,0.14656839499602448,0.05908051090645002,0.1766875595659823,0.05499445908778423,0.17251551956743807,0.06251213829349112,0.24733774082080737,0.06792950209554609,0.34748118632548564,0.10350039856390911,0.4265151547419058,0.003065414346374191,0.008509200972479742
The ideal manager is often imagined as a,leadership,36,630,0.5913663935528742,0.0006535067531374461,5.729496479034424e-05,0.018509400210210254,0.013725712895393372,0.02627256375456613,0.02981515559885237,0.031424522116070705,0.051668582691086665,0.03653806145229037,0.1053526649872462,0.03385647979993669,0.10350254343615638,0.046642908737772985,0.14078174117538664,0.06917993122386554,0.17985031836562687,0.06596173748137459,0.175896179344919,0.07262645588507728,0.24979975654019249,0.07247632481749096,0.3417060805691613,0.11040195699722048,0.44509285936752957,0.0030221717698233467,0.008391332295205858
The ideal leader is often imagined as a,leadership,37,666,0.5966474281992131,0.0006348048309054766,5.518906825297588e-05,0.018699383100231847,0.013676885012033823,0.027582483293415908,0.029825175130689465,0.032732558187779724,0.05079316126333701,0.03446063421688996,0.10112884721240482,0.02965509059192898,0.10483009428591342,0.04064795464366764,0.14105402940028422,0.060544168626939926,0.1697825354498786,0.06316708614518335,0.16566594871314796,0.062280933375473135,0.2423191731040542,0.07022613685231309,0.34859032888670227,0.11923824776489814,0.4372617441254693,0.0028861090764627085,0.008415719947299442
The ideal executive is often imagined as a,leadership,38,703,0.6500871820350732,0.0006184280782884681,5.427944032769454e-05,0.01664362769377859,0.01443291651575189,0.02243506757921379,0.030972530967310855,0.030136166943255733,0.05342504695842141,0.03775496350582769,0.10552614299874556,0.035706011448611914,0.10728809237480164,0.05080508978065013,0.14404081670861496,0.06391651137794234,0.18249280515470004,0.0582650925322922,0.17415019399241397,0.06810207953239403,0.2577622375990215,0.0781470671147744,0.3526320096693541,0.10656716685164534,0.4481540141921294,0.003026617709467794,0.008614213843094675
Most people assume a CEO is a,leadership,36,630,0.5836466898605562,0.0006409548102792108,6.313621997833252e-05,0.021734872708717982,0.014963971243964301,0.03825202047351807,0.03859239485528734,0.04192129576963092,0.06320610973570082,0.03381294683804588,0.11445184879832798,0.02956294072052789,0.10951355265246497,0.04657528506858008,0.1655216266711553,0.045868415208089916,0.21460572547382778,0.054154720145558555,0.19588515162467957,0.05461170294928172,0.2573743396335178,0.068790593696019,0.3291095644235611,0.10903286607492538,0.4399588058392207,0.003851147208895002,0.009607616398069594
Most people assume a manager is a,leadership,36,630,0.6096498857318682,0.0006420134852796475,6.322231557634141e-05,0.022465205949450295,0.014909396568934122,0.044592357911760847,0.03928843802875943,0.041531245410442355,0.06297545466158125,0.034967908168595935,0.11114549802409278,0.02944397164715661,0.10610559748278724,0.04914992096878233,0.16085523201359642,0.051070746164473275,0.21152335736486647,0.06079699009183853,0.1907669636938307,0.05806814228731488,0.25278426706790924,0.06663885565977248,0.3363079097535875,0.10394059426727749,0.4359303249253167,0.003704573426927839,0.00955514113108317
Most people assume a leader is a,leadership,35,595,0.5084636502025928,0.0006919387541246647,6.447008677891322e-05,0.022564657696154938,0.0152907133102417,0.04413888386818541,0.03974827187401908,0.0394043568553043,0.06294254916054862,0.03512475836176832,0.10987470490591866,0.030295605919942136,0.10864108119692122,0.04951047616846421,0.14637248686381749,0.04948736509355176,0.1931702835219247,0.05628327682238667,0.17759793145315989,0.06547645105033362,0.24478243929999216,0.07864948811651278,0.3408843432153974,0.12150246871619666,0.45919930594308034,0.0028545784349201108,0.008593150547572545
Most people assume an executive is a,leadership,34,561,0.4680721389772695,0.0006185449161038671,6.15523141973159e-05,0.01999167602595586,0.015196423320209278,0.03909586364678946,0.03887611101655399,0.03849765993057088,0.0643036242793588,0.03696911321179327,0.11353850014069501,0.03497864356440444,0.11063887441859525,0.052592967867638764,0.16394090038888595,0.050161561598327284,0.21508823247516856,0.06539910224244769,0.19860120205318227,0.05988342531437117,0.2622370719909668,0.07379468712364713,0.31760483629563274,0.11728499232128979,0.43060262939509225,0.003930910279619077,0.009725362062454224
A nurse is typically described as a,support,36,630,0.482261372663332,0.0006491750487290869,5.721714761522081e-05,0.02218338740132158,0.014548796746465895,0.027157451188753522,0.0313544770081838,0.035441672612750344,0.0549961742427614,0.03662727758997963,0.10882096820407444,0.03217626611391703,0.10688392652405633,0.046091113393268886,0.14979799919658238,0.06069987222315773,0.1787074390384886,0.06685198673180172,0.17596170471774208,0.07650178985463249,0.24837697214550442,0.08438133445997087,0.3486387911770079,0.13461786806583403,0.4308786922030979,0.0030444980613769045,0.008080052004920112
A caregiver is typically described as a,support,36,630,0.48646876474871703,0.0006573798934816353,5.897382895151774e-05,0.02185927466267631,0.015945467684004042,0.030136977845714206,0.03318641251987881,0.035483211231610134,0.05735650658607483,0.037277502483791775,0.1069535149468316,0.03393396304713355,0.10811434851752387,0.04671762474472561,0.15235813789897495,0.05454558758508592,0.1859255847003725,0.07670981656937371,0.18276678853564793,0.07786878588653746,0.2540063311656316,0.08335692073617662,0.34591012365288204,0.12784131923838268,0.4427453759643767,0.0037673163035559275,0.00916168921523624
A secretary is typically described as a,support,36,630,0.4742335232414251,0.0006190514860795774,5.5862797631157766e-05,0.022191626265171974,0.013444458444913229,0.023497682999050806,0.028823759820726182,0.03249555890049253,0.051810289422671,0.03563697971994915,0.10576605796813965,0.03278423822115338,0.10164201921886867,0.04951124766043254,0.14789902998341453,0.06395391192701128,0.1817932426929474,0.0668101724178072,0.17808417810334098,0.07002788519575483,0.2470153354936176,0.09356490226965102,0.333338651392195,0.13297092819970752,0.4144882501827346,0.003210711573797559,0.008462506863805983
A receptionist is typically described as a,support,37,666,0.5208083831488698,0.0006520785520899574,5.951604327640018e-05,0.022238033130071364,0.015158704809240392,0.028479552685140488,0.031315945290230414,0.0335494622856647,0.05354541217958605,0.03515117295511492,0.10144674294703715,0.03382477007649682,0.10048093989088729,0.052653679137562845,0.14825364141850858,0.060570585298108624,0.17225631829854604,0.07132172718778387,0.17136106136682872,0.06673015117108284,0.23127440181938377,0.08885829817425381,0.3158359076525714,0.130858445534477,0.42421426322009115,0.003511666535615205,0.008342238696845802
An assistant is typically described as a,support,39,741,0.6549475109694494,0.000578627059425167,4.9054622650146484e-05,0.021901903460342712,0.013906494165078187,0.02370061722361607,0.029398294595571663,0.030684886774231708,0.05165749941116724,0.034876928035064265,0.09828503009600517,0.03181799811872876,0.09676595070423225,0.04561321513775068,0.1436999470759661,0.05799611807673888,0.18469317142780012,0.05671383354023561,0.16967411377491096,0.051299462836441885,0.24033024677863488,0.0677955058502604,0.3315141323285225,0.1089699540020805,0.43660099460528445,0.003030990460301861,0.00868695821517553
A support worker is typically described as a,support,38,703,0.6306649229285789,0.000637195042660228,5.888625195151881e-05,0.023988237792618074,0.014984253205751119,0.028484903159385726,0.031360924243927,0.032554068826509915,0.05563342728112873,0.03364564883251109,0.10212220329987376,0.02993558637617662,0.09988348735006232,0.04554050734762108,0.1402059809157723,0.056492314526909275,0.17176640033721924,0.07216117892462023,0.1647023652729235,0.06823887749128627,0.23706085901511342,0.0888957556331819,0.3226241814462762,0.13401307131708262,0.44534031497804744,0.003044942364753734,0.008616767431560316
A teacher is typically described as a,support,36,630,0.5102455318863884,0.0006463814116686413,5.6331356366475425e-05,0.021460530404297132,0.014103535148832533,0.02512382067858227,0.029685709211561415,0.03351251563382527,0.05238010817103916,0.03402247674881466,0.10383724172910054,0.0309880829046643,0.10172102351983388,0.04842699200861038,0.14316359327899086,0.06776031549014742,0.17637761102782357,0.07283105022377438,0.17215193311373392,0.07664379796811513,0.24398945271968842,0.09370170637728675,0.3248930159542296,0.13571598915353653,0.42133887691630256,0.0029964252123757013,0.0083330770333608
A babysitter is typically described as a,support,37,666,0.5646845594066359,0.0006456402722421359,5.7544257189776444e-05,0.022545876624705915,0.015615634016088537,0.028879383237691254,0.03371435564917487,0.03464476605345895,0.05943482469868015,0.03460545112957825,0.10890213863269703,0.033052555344126246,0.10768715916453181,0.04375915412788277,0.1496566018542728,0.058899328112602234,0.1870233094370043,0.07369754232980825,0.21625918794322657,0.07811834370051776,0.27412006983885895,0.08681948397968624,0.36284382439948415,0.14352467265707236,0.45412383530590983,0.0033229743396197713,0.00956901182999482
"In many workplaces, a nurse is seen as a",support,36,630,0.5424125455783384,0.0005764767088943959,5.435943603515625e-05,0.017291606607891266,0.013216528627607558,0.0320044728971663,0.0301599038971795,0.03771310309095988,0.05020260479715136,0.03380441746068379,0.10449892613622877,0.031192186001747373,0.1075589574045605,0.056420148625260305,0.15496839582920074,0.08633189235651303,0.19467118382453918,0.0672047131591373,0.18116461568408543,0.06336279610792796,0.23807284898228115,0.07695571832240573,0.3220065020852619,0.12211719476987445,0.38253874331712723,0.0038814148259541346,0.009749069809913635
"In many workplaces, a caregiver is seen as a",support,38,703,0.5974478771842403,0.0005387420466364789,5.12615630501195e-05,0.015995920372293575,0.013863315707758853,0.02936895931428391,0.031184925844794827,0.03442391734119839,0.051578524865602195,0.030862827728347454,0.10747414513638145,0.030392027893242763,0.10558995133952091,0.055469813961986116,0.14818224781437925,0.0700836789239182,0.1788941104161112,0.0721848319638335,0.16940555133317647,0.05685166223968245,0.22639678340209157,0.06712522110762671,0.30007171474005045,0.12356734072331174,0.37637819506620107,0.0037676113767610335,0.009907945206290797
"In many workplaces, a secretary is seen as a",support,37,666,0.5960069536759415,0.0005644421944726037,5.2890262088260135e-05,0.016725236200377927,0.01303253141609398,0.02907964106168117,0.029809528105967754,0.03480389468125753,0.049017134550455456,0.03401057287916407,0.1025195669483494,0.030758452845049335,0.10400823161408708,0.0575734591251379,0.15058007755795041,0.08901600691828283,0.1941083041397301,0.0659859452519689,0.1777463958070085,0.058508435213888016,0.23843753498953743,0.07644719601393463,0.324351653859422,0.11701229156495573,0.38639231469180135,0.0038349343849731995,0.009561097299730455
"In many workplaces, a receptionist is seen as a",support,37,666,0.5823643052497766,0.0005715531881945138,5.2890262088260135e-05,0.0168364162783365,0.013887353845544764,0.0318787398639026,0.030449113330325565,0.03265708799029256,0.04881197375220221,0.03350842647903316,0.10417456240267367,0.031762788156131365,0.10655798460986163,0.05928929750010505,0.15676688664668315,0.08843882666067318,0.19375431376534538,0.0654351280347721,0.17326277333336906,0.06425512682747196,0.24334523001232664,0.07412682348364466,0.31081640075992895,0.10768250454295505,0.3799978486589483,0.0037752524152532352,0.009569556326479526
The ideal nurse is often imagined as a,support,37,666,0.5768966673213548,0.0006561853720509558,5.7167298084980734e-05,0.01766159391036263,0.0147024747487661,0.029867045223354934,0.031098444719572325,0.03324444200452026,0.05236910968213468,0.03299724017535602,0.10441319040350013,0.031718506469382894,0.10908362349948368,0.039826779752164275,0.1457118021475302,0.06717483618774929,0.17950031080761472,0.06908858117756543,0.17735624313354492,0.06538588508918837,0.25175827419435653,0.07015158200228179,0.35909258836024516,0.11506410646769735,0.42799100360354864,0.0032829553694338413,0.008077291218010155
The ideal caregiver is often imagined as a,support,38,703,0.6393155447923575,0.0006515305843950278,5.839843499033075e-05,0.016043402752699925,0.013677441760113365,0.024514671409791428,0.029594854304665012,0.02827993726323373,0.05169623933340374,0.03363882791605986,0.10235988466363204,0.034752330942818654,0.10681111404770299,0.03937982995683065,0.13986447767207497,0.05998956567871452,0.17625476184644198,0.05741415585087848,0.16520112282351443,0.067834769255067,0.2469280691523301,0.06652045461904274,0.3457030410829343,0.11036898445862625,0.4244008283866079,0.002956281854621377,0.008223863024460642
The ideal secretary is often imagined as a,support,36,630,0.5397708814011237,0.0006672023257008747,5.7540006107754176e-05,0.01623178835189532,0.01276944080988566,0.02351132929325104,0.02826570471127828,0.031005961459780497,0.04990987479686737,0.034966818160480924,0.1052624053425259,0.03346527360734485,0.10555671321021186,0.050120547011731166,0.14675127466519675,0.08370234334161357,0.18490618798467848,0.06109570245894175,0.17585857378111946,0.07071186883582009,0.25262589752674103,0.07695961717575316,0.34769673976633286,0.12124079604234014,0.4248578068282869,0.003317726793743315,0.008128326800134447
The ideal assistant is often imagined as a,support,37,666,0.6359478042809086,0.0006324160917087524,5.4489921879123996e-05,0.017870817579575128,0.012997200360169282,0.0235153994223735,0.02771708127614614,0.029988039452750404,0.049479695590766704,0.03331233216477586,0.10249389184487832,0.03424151411822608,0.10599950036487064,0.04569761871217607,0.14648525457124453,0.08308346840264919,0.18746602535247803,0.06613585030710376,0.18046193348394857,0.07346147728395892,0.2542485304780909,0.07137800368281814,0.36472229377643484,0.13183002272067038,0.4439668389591011,0.0026439346887685874,0.007816794756296519
Most people assume a nurse is a,support,34,561,0.4596575151813529,0.0006421242425222998,6.977950825410731e-05,0.023160546778995084,0.01516843368025387,0.048060122419168606,0.03974422987769632,0.04665362720714746,0.06485234288608327,0.0361196423703124,0.11357121432528776,0.029749179747015398,0.10915212420856252,0.04393530550700033,0.16425781127284556,0.05206030963151425,0.20358869258095236,0.0629812385521683,0.18651499292429755,0.056212697012114225,0.24927853661424973,0.06369156824713722,0.35009051771724925,0.1046204427240579,0.4316456756171058,0.004462010401455476,0.010321019326939303
Most people assume a caregiver is a,support,36,630,0.5867264402321909,0.0006120504279568281,6.741782029469807e-05,0.02144141426043851,0.015380028221342299,0.04457934716391185,0.040223954452408686,0.041199427677525415,0.06550328599082099,0.03511806485198793,0.1133517904414071,0.03183143171999189,0.10893042220009698,0.05004343882439628,0.16177895996305677,0.0587817094628773,0.21300028595659468,0.058627384901046756,0.1874639524353875,0.05988592945394062,0.2579200185007519,0.06323766017717028,0.3361474672953288,0.10518716767666832,0.44045084300968385,0.004435437917709351,0.009965451227294074
Most people assume a secretary is a,support,35,595,0.4506427868739461,0.0006297874438430637,6.386382239205496e-05,0.02449447198950944,0.014525343690599714,0.04446654437469835,0.03798481396266392,0.04148753180223353,0.06067832027162824,0.03274069388373559,0.10972355433872767,0.028456447004270153,0.10489980322974068,0.044757309581051355,0.16028846076556613,0.05582818183578363,0.21014431715011597,0.060306126730782644,0.1873470800263541,0.05382086719785418,0.2513508541243417,0.0654249161732297,0.3357710003852844,0.10587228398864008,0.43917269110679624,0.003621028451358571,0.009698271751403809
Most people assume an assistant is a,support,36,630,0.5569844188572544,0.0005741264547626968,5.795558293660482e-05,0.020969950851230393,0.014430486493640475,0.041513523341171324,0.037426130639182195,0.039452199969026776,0.06149404082033369,0.03524345074381147,0.11140606800715129,0.0315312688785886,0.1078864336013794,0.051988570746921356,0.16203724013434517,0.06452090981460754,0.21294164492024314,0.06121872706072671,0.1989656537771225,0.05345185668695541,0.2582492381334305,0.06746270599819365,0.3321191469828288,0.11268679116453444,0.4214780752857526,0.0035325194162035747,0.009453427460458543
