context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,31,465,0.3382520171148294,4.5576659581994496e-05,8.263895588536417e-06,0.0015610061666016938,0.00025633458168275897,0.0008675896993247411,0.00024333115546934067,0.00047103845944968605,0.0005318253271041378,0.0007529511246629941,0.0005014327264601184,0.0008870058162238009,0.0006126876800291,0.0009173406067714896,0.001139183198252032,0.0007404906775361748,0.000862773387662826,0.0007468674772529192,0.0020137871465375347,0.0009720434424697712,0.0018845642766644878,0.0029366448361386535,0.0054670418462445655,0.005521712892798967,0.012380728798527871,0.0398622328235257,0.16197221509871945
"In many companies, an executive is seen as a",leadership,33,528,0.32516992593769684,5.371620257695516e-05,8.241696791215377e-06,0.0015052722936326807,0.00025298920544711024,0.0008692489654728861,0.00023976419911240086,0.00046536800536242396,0.0005381938182946408,0.000732877150629506,0.00048655090910015684,0.0008220741468848604,0.0006097410664413915,0.0008432824503291737,0.0011900753685922334,0.0007027660806973776,0.0008512554746685606,0.000747436262441404,0.0018137874025287051,0.0009895093513257575,0.001868585745493571,0.0032000224472898426,0.005206845023415305,0.0056427451923038024,0.011606420531417385,0.04905136183581569,0.15298720200856528
The ideal CEO is often imagined as a,leadership,34,561,0.29224754348053933,5.1989062372163444e-05,8.849536671357996e-06,0.0018304907276881146,0.00027613254154429715,0.0009795544194240197,0.00024216315325568705,0.0005732072440910679,0.0004681541639215806,0.0008860578936476546,0.0004918224671307732,0.0010242126417245032,0.0006005378330455107,0.0009959918079954205,0.0011389483423794016,0.0008426787806492226,0.0007864990655113669,0.0008791809413522323,0.0018936570952920353,0.0011173533458335727,0.0018771851764005773,0.0033686055856592513,0.005148542277953204,0.005842038654388591,0.011518736095989452,0.050981197021436775,0.146464640603346
The ideal manager is often imagined as a,leadership,33,528,0.2828585696783328,5.356086926026778e-05,7.64565034346147e-06,0.0017962739097349572,0.00027850541201504796,0.0009723455842697259,0.00028309135726003933,0.0005427829243920066,0.0004997397914077296,0.0009114509730628042,0.0005022413802869393,0.0010147783340829792,0.0006082599813287908,0.0009999364388711524,0.0011589816122344046,0.0008899340349616426,0.0008275490818601666,0.0009003838129115827,0.001999269832264293,0.001258086638920235,0.001993856646797874,0.0037774537323099194,0.005726481928969874,0.006717530389626821,0.013081075567187685,0.07071995656147148,0.19120842760259454
The ideal leader is often imagined as a,leadership,36,630,0.2918087468628262,5.7697390753125386e-05,8.16749201880561e-06,0.0018186204017154755,0.00027700596385531954,0.0009537570060245574,0.0002633283535639445,0.0005481316929771787,0.0004809283547931247,0.000874366457500155,0.0004773736000061035,0.0009507185882992214,0.0005813356902864245,0.0009359988901350234,0.0010714795854356554,0.0008491865226200649,0.0007703552643458048,0.0008711677695077563,0.002172975076569451,0.0012338830365075004,0.0018709301948547363,0.0036094357096959676,0.005324310726589627,0.005892303444090343,0.012070112758212619,0.06325352461565109,0.1724056518740124
The ideal executive is often imagined as a,leadership,34,561,0.26528961096436404,5.5368465110792405e-05,7.860800799201516e-06,0.001853821324367149,0.00029191199470968805,0.001026468268477768,0.00027458808001349955,0.0005981039235936129,0.00048110239646014045,0.000939921686781069,0.0004955793128294103,0.001023428750335639,0.0005989407791810878,0.0010045983574607155,0.0011434660238378188,0.00085984374962601,0.0008094976930057301,0.0009425628844004476,0.0020436030976912554,0.0013348880936117733,0.0022160323227153104,0.0037880463396164185,0.006218873402651618,0.005953676029110125,0.014207487597185023,0.07273429180636551,0.21844369348357706
Most people assume a CEO is a,leadership,33,528,0.31604754671670066,5.436711239092278e-05,8.467471960819129e-06,0.0016018051766988003,0.0002838987292665424,0.0009510725962393211,0.0002298626032742587,0.0005380608367197441,0.0005544333746938994,0.0008668043848240014,0.0005614739475828228,0.001159943188681747,0.0007115909547516794,0.0010903847940040357,0.0013673955743963068,0.0009498542005365545,0.0009154948321255771,0.0010741649929321175,0.0017783136078805635,0.00150193657838937,0.0021529865987373123,0.00408963712327408,0.005825510530760794,0.007219059110590906,0.012831696958252878,0.058759491044011986,0.20757153539946585
Most people assume a manager is a,leadership,30,435,0.3135200311891779,5.627829453040814e-05,9.34004783630371e-06,0.001681153801665909,0.00029141902923583983,0.0009839626564376656,0.00024990042050679524,0.0005594798888283215,0.0005772491296132406,0.0009289927866267062,0.0005562583605448405,0.0011929824434477707,0.0007208506266276042,0.0011149643481462852,0.0013412535190582275,0.001011492055037926,0.0009563048680623372,0.0011494269316223845,0.001976261536280314,0.0017467794747188174,0.0023403902848561603,0.004774246544673525,0.006496002276738484,0.007947714438383607,0.014108717441558838,0.06249444498412911,0.22839387655258178
Most people assume a leader is a,leadership,31,465,0.35767617749348984,6.053370814169607e-05,9.527129511679373e-06,0.0018275450634699995,0.00029687727651288434,0.0010337029733965475,0.00023699575854885962,0.0005700406207833239,0.000573185182386829,0.0008863763142657536,0.0005416793207968435,0.0011415063693959225,0.0006920022349203787,0.0011102941728407336,0.001256117897648965,0.0009646720783684843,0.0009083440226893271,0.0010300573482308337,0.002157263217433806,0.001625662080703243,0.0022953691021088633,0.0038788071242711877,0.006177779166929184,0.006400623244623984,0.013640471043125275,0.06432553747648834,0.21746748301290697
Most people assume an executive is a,leadership,34,561,0.32040510063019156,5.2343077838102124e-05,9.08970832824707e-06,0.001821815223829844,0.00030003049794365377,0.0010768047628555706,0.000241775723064647,0.0006115470553039442,0.0005752672167385326,0.0009257575619879466,0.0005494373686173383,0.0011336206327360156,0.0007198067272410673,0.0011061946338510769,0.0015287592130548814,0.0009401425745822954,0.0010209293926463409,0.0011665624518232974,0.00206836181528428,0.0015433084306019937,0.0025761600802926454,0.0038477721061298555,0.00705269504995907,0.006775314476400773,0.015953104285632864,0.07042258170411761,0.25226831436157227
A nurse is typically described as a,support,33,528,0.39483654527206985,4.312046097986626e-05,8.218216173576586e-06,0.0013178557609066818,0.0003020889831311775,0.0007652060100526521,0.0002875761552290483,0.00042113639188535285,0.00039663820555715847,0.0006565554349711447,0.000379748416669441,0.0006700014751968962,0.0004949641950202711,0.000711960435816736,0.0009021686785148852,0.000745382159948349,0.0007540457176439689,0.0006883730265227231,0.0022944338393933845,0.0012218647382476113,0.002287711157943263,0.003538928587328304,0.006458865873741381,0.0061901689253070135,0.014579167871764212,0.05130950705797383,0.18213916727990814
A caregiver is typically described as a,support,34,561,0.47903571780172205,5.207363509451854e-05,9.519212386187386e-06,0.001259050904748274,0.0002710836775162641,0.0007356175764359255,0.00027030355790082146,0.0003769616604701295,0.0003481016439550063,0.0005561945272639473,0.00033884539323694566,0.0006055811722223346,0.00045827381751116584,0.0006541449330919779,0.0008469153853023754,0.0007394762600169462,0.0007078840452082016,0.0007251320463238341,0.0019733993446125705,0.0011939602952164975,0.002102869398453656,0.0034650898872212294,0.005610764026641846,0.0065445773529283924,0.013376952970729154,0.05385101680874612,0.1783024177831762
A secretary is typically described as a,support,36,630,0.38031030041717206,5.5958732726081966e-05,9.347995122273764e-06,0.0014061344994439019,0.00027159021960364445,0.0008636597603086441,0.00026308331224653457,0.00045813568054683626,0.00042137172487046983,0.0007341999856252519,0.0003887729512320624,0.0007786817966945588,0.0005654941002527872,0.0007472122472430032,0.0011972503529654609,0.000747729293883793,0.0009559988975524902,0.000642453015796722,0.0026875105169084338,0.0011226171538943337,0.0025114168723424277,0.0027236528812892855,0.006914807690514458,0.005416026664158654,0.015368582473860847,0.07883828556726849,0.1881858060757319
A receptionist is typically described as a,support,37,666,0.3892433359509678,5.900358652567362e-05,8.66039379222973e-06,0.0014083078494659057,0.00027064374975256016,0.0008566899521572812,0.00027748378547462255,0.00044592516916292207,0.0003947857263925913,0.0006406479053669147,0.000335234242516595,0.000703937388039208,0.0004503871943499591,0.0007519359524185593,0.0009417694968146247,0.0008091076358302578,0.0007749731476242478,0.000857524327687673,0.002503480460192706,0.0012726844610036672,0.0023487709664009714,0.003371650571221704,0.006846450470589302,0.006886111096934871,0.014949701927803658,0.056920797572479594,0.18251693893123316
An assistant is typically described as a,support,34,561,0.4726958781014195,4.437029255477715e-05,8.143046322990867e-06,0.0012665063727135752,0.0002790181075825411,0.0007092288683655003,0.00024264700272504021,0.0003746568412916758,0.00040572355775272143,0.0005785447815947779,0.00036484178374795355,0.0005895751470338002,0.00048195263918708353,0.000639386143063904,0.0008710219579584458,0.0006717036539645543,0.0007384226602666519,0.0005947813630741548,0.0020911903942332547,0.0010980733150679372,0.0021514787393457748,0.0028337065973808844,0.006007730960845947,0.005472980824808811,0.013075079988030827,0.0490583042197474,0.1739099621772766
A support worker is typically described as a,support,36,630,0.5020065749106668,5.515501612708682e-05,8.996989991929797e-06,0.001412008868323432,0.00027823448181152344,0.0007759272106110103,0.00028577446937561035,0.00039096209737989637,0.00037381880813174776,0.0005925645903935508,0.00033844179577297636,0.0006226830066196502,0.0004423277245627509,0.0006649125190008254,0.0008488479587766859,0.0007168193658192953,0.0007002916600969103,0.0006522110530308314,0.0021702034605873954,0.0010574695609864735,0.0021965851386388144,0.0032413554570031545,0.005996836556328667,0.005943605161848523,0.012715859545601739,0.05959243807527754,0.1762278891272015
A teacher is typically described as a,support,36,630,0.46167918963248455,5.8694775142366924e-05,1.1255343755086264e-05,0.0013236013669816274,0.00025778346591525606,0.0007869125358642094,0.0002487483951780531,0.0004281310808090937,0.0003768040074242486,0.0006626118743230426,0.000326815578672621,0.0007383922735850016,0.0004657424158520169,0.0008063739254361108,0.0009095337655809191,0.0008089971920800588,0.000730559229850769,0.0007024330752236503,0.0023213674624760947,0.0012712233596377902,0.002269412080446879,0.003934712258596269,0.006466006239255269,0.0064800306918129085,0.014349362916416593,0.05958733073775731,0.1969648152589798
A babysitter is typically described as a,support,32,496,0.45424935088186713,4.8405941455594955e-05,8.516013622283936e-06,0.0014673112140547845,0.0002980940043926239,0.0007660885251337482,0.00027647800743579865,0.0004151098189815398,0.00035977549850940704,0.0006527683186915613,0.0003207065165042877,0.0007226803610401769,0.0004443638026714325,0.0007963696074101233,0.0008953381329774857,0.0008322832084471179,0.000660216435790062,0.0008853661917871045,0.0017895232886075974,0.0015040861983453074,0.002187129110097885,0.004029996332622344,0.0063488539308309555,0.006677931955745143,0.014252584427595139,0.05401860324725989,0.18781271949410439
"In many workplaces, a nurse is seen as a",support,32,496,0.3774564173789105,4.848765750085154e-05,7.139518857002258e-06,0.0017587955920926987,0.0002836901694536209,0.0010206706581577178,0.0002936534583568573,0.0005324788151248809,0.0005734376609325409,0.0008533490040609913,0.0005266685038805008,0.0009056889722424169,0.0006197728216648102,0.0009501304837965196,0.0010050199925899506,0.0008405468636943448,0.0007561482489109039,0.0009710335683438086,0.0014800447970628738,0.0012810297550693635,0.0017426665872335434,0.003846193633733257,0.0048798806965351105,0.006852823640069654,0.011235501617193222,0.05253332396668772,0.14303465746343136
"In many workplaces, a caregiver is seen as a",support,34,561,0.4386421895548977,5.579281618250882e-05,7.85203541026396e-06,0.0016892875367094913,0.00027015629936667047,0.0008683904819522524,0.0002690115395714255,0.0004632210561510926,0.0005141829743104823,0.0007808652578615674,0.0004815406659070183,0.0007909152809523856,0.0005836399162516874,0.0008389450437032391,0.0009195576695834889,0.0007314532198370459,0.0007123666651108686,0.0008787519154064158,0.001431056681801291,0.0010863220627932626,0.0017754873808692483,0.0037339321219772366,0.005040337057674632,0.006292337296055812,0.011477175880880916,0.047075176833997645,0.1661277430899003
"In many workplaces, a secretary is seen as a",support,34,561,0.4060565323109392,4.8858065443667926e-05,7.655690698062672e-06,0.001641988116789629,0.0002595045987297507,0.000977157377729229,0.0002685732701245476,0.0004947476633517287,0.0005709897069370045,0.0008527298662114271,0.0005087186308468089,0.0008976200260155554,0.000624691738801844,0.0009613535408455208,0.0010814561563379625,0.0007751437431988232,0.0007893671007717357,0.000876417240782005,0.0016051180222455192,0.0011236441326651343,0.0017607387374429142,0.0030967002458963376,0.004886611419565538,0.005325076201807794,0.011166490176144768,0.05881580258860732,0.15533849596977234
"In many workplaces, a receptionist is seen as a",support,35,595,0.490893057196136,5.130577488105838e-05,7.540839059012277e-06,0.0017353389443469649,0.0002733996936253139,0.0009356693059456449,0.0002926060131617955,0.00048506891026216394,0.0005708626338413784,0.0008460716039192776,0.00048433712550571985,0.0008972609744352453,0.0005782161440168108,0.0009152376351236295,0.0009429948670523508,0.0007858991622924805,0.0007244740213666643,0.000926064042484059,0.0014592954090663366,0.0011431437580525375,0.0017055324145725794,0.0034343785598498432,0.005047379221235003,0.005782312906088949,0.01130728040422712,0.06402873444457013,0.17171578066689627
The ideal nurse is often imagined as a,support,33,528,0.3093652070608903,4.9048075170227975e-05,8.001472010756984e-06,0.0017327954145995054,0.0002807758071205833,0.0010173852470788088,0.00027656193935509884,0.0005551556294614619,0.00048271092501553625,0.0008951686322689056,0.0004691409342216723,0.000993679418708339,0.0005767507986588912,0.0009832114658572457,0.001024049339872418,0.0008950026875192469,0.0007439580830660733,0.0008922098486712484,0.0018889199603687632,0.0012682422318241813,0.0018030639850732052,0.003966119366161751,0.0052505352280356665,0.006079762722506668,0.011874103184902307,0.05103090631239342,0.1580710302699696
The ideal caregiver is often imagined as a,support,34,561,0.3774194997882748,4.8014144421473754e-05,7.4891483082490805e-06,0.0016202112782660227,0.0002712379483615651,0.0008669046157184132,0.0002631229512831744,0.0004659587261723537,0.0004340375170988195,0.0007765917854513077,0.00042839435970082004,0.0009041511438747141,0.0005292489248163559,0.0009130803659000499,0.0009932465413037468,0.000865397606303985,0.0007216246689067167,0.0008633082563226873,0.0017731610466452205,0.001204043573661709,0.001839520300135893,0.0035087204871968153,0.00494158618590411,0.005245888296933098,0.011142899008358227,0.06057508345593743,0.16622287034988403
The ideal secretary is often imagined as a,support,33,528,0.3395888031592063,5.437557895978292e-05,8.127906105735086e-06,0.001828813191616174,0.00027839162132956767,0.0010135548584388964,0.0002590435923952045,0.0005643284230521231,0.0005011179230429909,0.0009040852839296514,0.0004786596153721665,0.001010500459056912,0.0006168918176130815,0.0010236747788660455,0.0011321721654949765,0.000881458886645057,0.0007999123948993105,0.000889410236568162,0.0019692525719151354,0.001282663056344697,0.0019386482961250074,0.003566916241790309,0.005648497379187382,0.005628095996199232,0.01282088684313225,0.05872570350766182,0.16647506121433142
The ideal assistant is often imagined as a,support,36,630,0.44778186515303803,5.473135009644524e-05,7.987022399902344e-06,0.0017822085864960201,0.00028471648693084717,0.000937373297555106,0.0002786417802174886,0.0005218801990387932,0.0004779431555006239,0.0008449881795852903,0.000462141301896837,0.0009426054500398181,0.0005494521723853217,0.0009405004599737743,0.0011034939024183485,0.0008034098716009231,0.000738186968697442,0.0008094632436358739,0.0018299354447258844,0.0011760643550327845,0.001950999101003011,0.003048191846363128,0.005733587675624424,0.004911490470644027,0.013321419556935629,0.06428274289956168,0.1987557527091768
Most people assume a nurse is a,support,33,528,0.4294529797621435,4.850429567423734e-05,8.053851850105055e-06,0.001547779662139488,0.0002878434730298591,0.0009474912376114817,0.00024828766331528175,0.0005250460270679358,0.0005820321314262621,0.0009176439859650352,0.0005707090551202947,0.0011025292403770216,0.000738754416957046,0.001096027705705527,0.0012515096953420928,0.0010156670980381243,0.00091213710380323,0.0011508262744455626,0.0018553264213330817,0.0017341383253083084,0.002251402898268266,0.004159668855594866,0.006139469869209059,0.007976044420943115,0.014211089322061249,0.061230444998452156,0.220426877339681
Most people assume a caregiver is a,support,35,595,0.4527303900997412,5.204948056645754e-05,9.569099971226284e-06,0.0016071871549141507,0.0002844640186854771,0.0008929159460949297,0.00023555925914219448,0.000486167539067629,0.0005201254572187151,0.0008515151608891847,0.0005252225058419364,0.0010062092492560378,0.0006608196667262486,0.000979575389573554,0.0011446782520839146,0.0009332460515639362,0.0008872645241873605,0.0009826789383126909,0.0019400136811392648,0.0014741087160190613,0.002275010517665318,0.0041372251109916625,0.005893215111323766,0.0072977694142766355,0.013787402425493513,0.06344115215690196,0.23661244426454817
Most people assume a secretary is a,support,31,465,0.3648305671166445,5.161493055282101e-05,8.469627749535345e-06,0.0016385537321849536,0.00027554265914424774,0.000979021672279604,0.00024538078615742346,0.0005285370734430129,0.0006263717528312437,0.0009170083589451287,0.0005725718313647855,0.0011599518919503816,0.000768915299446352,0.0010910652017080656,0.0014156468452945832,0.0009657257346696751,0.0009419725787255072,0.0010373870531717936,0.0018047498118492864,0.0015796251194451444,0.0021409200083824897,0.003917801764703566,0.005690847673723774,0.00702419832188596,0.013083694442625969,0.06414528360930823,0.2154963151101143
Most people assume an assistant is a,support,35,595,0.44879916114611085,5.919081824166434e-05,9.48054449898856e-06,0.001649837934670328,0.00026351043156215125,0.0010130985444333372,0.00023463112967354912,0.0005518079805774848,0.0005672812461853027,0.0009258237205633596,0.000543126038142613,0.0011156844491718196,0.0006958041872297014,0.0010428173201424734,0.0012302892548697335,0.0008508827505993242,0.0008751307215009417,0.0010033134652786895,0.0016770516123090471,0.0016326267178319081,0.0022638848849705286,0.004593768440374807,0.006559099469866071,0.007956971841699937,0.014662900992802212,0.049813885648711385,0.23410062619618008
