context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many companies, a leader is seen as a",leadership,32,496,0.41160250831638723,0.48621270060539246,0.8387070358730853,0.000510179065273832,4.7317594408128466e-05,0.005565210001446142,0.00017600117401524867,0.0032910825225218134,0.00025340903344686985,0.002586468048896148,0.0004734584183221681,0.0036363898364291463,0.0007129909994013119,0.002773635706062428,0.0009268301088719115,0.005475905485131721,0.0013286453636520007,0.006114730738735831,0.0021090964409639784,0.006892310565712657,0.00314280954007181,0.006984594501050549,0.005194503584728918,0.007308110094993993,0.005442363021998565,0.013144964135786327,0.0063220761008460635,0.011990885556460046,0.00681553632256349,0.009295316089073118,0.007127753361020034,0.008209593311030248,0.008153723237962804,0.009189524978806944,0.00973352653437632,0.00978041815810945,0.010476422381924966,0.016951692334305834,0.011283444220558148,0.020940353156375678,0.013943686933677753,0.02167161645336836,0.016171303455269206,0.013851865736966507,0.01724793159349622,0.01476520078446308,0.01898614269031331,0.02079083566122891,0.020810160787757017,0.018355610434062128,0.02330546961498639,0.021874265376521495,0.024834566087070915,0.020974517657358673,0.023997857338150918,0.025986293564846646,0.02702084172519123,0.024243877264087086,0.02702668323208868,0.029595655407411034,0.026610787905102802,0.02790690522976534,0.026886540500311692,0.03139074859177085,0.0252232865109847,0.031009045563782017,0.026078674050482732,0.10267826876876389,0.06849714147803201
"In many companies, an executive is seen as a",leadership,31,465,0.3752182486152813,0.42308634147047997,0.8500794796273112,0.0005214646648992131,5.177993706277416e-05,0.00666451564425222,0.00018127431630600118,0.003662181449588836,0.00024561628760039737,0.002343146065843532,0.00046510437857257583,0.0033422208407707333,0.0007231278164473836,0.003138719398167832,0.0009257266867396681,0.0060221237026806375,0.0013591260608191516,0.007171081865992034,0.002214836472958124,0.008722539925642833,0.003046941364802794,0.008375981625179493,0.006142735724195898,0.006581492642120351,0.005957497332669101,0.011570374954088703,0.007120905358939507,0.011971102723822942,0.007697318067367538,0.008412972704783984,0.007911341498512288,0.007770284378878034,0.008752366658555779,0.008544123337323895,0.010204916311214885,0.009075238502783533,0.011354667243835015,0.0139547705412265,0.012175306833148498,0.019307466099751546,0.015026998762855138,0.02249701429448468,0.01763658989578271,0.013999058985940099,0.01887372221563045,0.013458906963262246,0.02066266356507699,0.02260279287227212,0.023152110132384635,0.02063127465406871,0.026106560779722364,0.025297387156135217,0.028461662943228647,0.02307146201198202,0.027868219074736442,0.030846661784253448,0.03130086318819105,0.026043644200475627,0.032175890049261364,0.032408960957677625,0.03250627890451928,0.02990100239005437,0.0330492452132583,0.02986708703245685,0.03090610248170778,0.026972793228527372,0.031491855609356294,0.1100038954732237,0.0693421286538765
The ideal CEO is often imagined as a,leadership,30,435,0.3840088207149483,0.29782742727547884,0.7806996679864824,0.0004789169832530903,5.8536900607982406e-05,0.008821810595700579,0.0002038453098912707,0.006151391139938877,0.00036000202921073756,0.002877411175282097,0.0006117574468643583,0.002766488294514853,0.000986882060161276,0.004544591791809144,0.0011903296467434747,0.008487589120937396,0.0017346751701810732,0.008480488562018131,0.0027806586549302126,0.008607702880341956,0.003953687333511176,0.008605075987049033,0.005477635618099263,0.006596237237286939,0.006031321606721766,0.012111462165314049,0.0071519456186585435,0.01138256377250939,0.008016410516140575,0.010735607568429246,0.008448653431095876,0.011050155491311085,0.009468879873375746,0.01319309883925845,0.011122388866726295,0.01552291342421925,0.011799670368085808,0.0191113959948771,0.012186565744324859,0.021561655351889343,0.014213822369199854,0.019590855932672388,0.015067289160864103,0.012102790727910378,0.015059387935836728,0.014628098838476341,0.016592569414285826,0.022196240821211726,0.018189439208732148,0.01743413431663832,0.018579533566244373,0.020026240233308217,0.021031493316567652,0.019619293978643534,0.020891213149540868,0.024347551286966446,0.024345326782140082,0.02047677571032312,0.02337199062682636,0.025399707979677735,0.022766427313917266,0.022506706323369863,0.022479827013092632,0.019482116286790883,0.020087033003223585,0.01720502404400852,0.021087709524636514,0.04883122848469745,0.05348187526985992
The ideal manager is often imagined as a,leadership,34,561,0.518059694372172,0.3239922891370952,0.7014506701380014,0.0005190468667492671,5.347179280347747e-05,0.008643853074285286,0.00018809376320936527,0.005734129629597324,0.00033488475896969365,0.002718011163506663,0.0005815736532724577,0.002799078669205743,0.0009311572272568337,0.004318421984302782,0.001117199756961043,0.007895250882010943,0.0015780523716558987,0.008292349019736016,0.0025788387327226915,0.007862912974805195,0.003842409449900804,0.00863076706592985,0.005519374128654353,0.006903455886790428,0.006565583578807782,0.011636293140474839,0.00777898328555349,0.009971971917838393,0.008926107912584762,0.00998438330861283,0.009469091275498102,0.011086545139866866,0.01068815017051169,0.013014415444620491,0.012422093600655257,0.015800928782990283,0.013163512583890218,0.01991854396907866,0.013753942867600191,0.022234003097502664,0.015750754175135686,0.020049075464171822,0.016674748419956267,0.013545358687110437,0.016744050155575042,0.01588728427421087,0.018270889515304034,0.02284528664541759,0.01966767810228389,0.016623136124620293,0.01994392142074275,0.01860606149207442,0.022523300622487273,0.019263919100247513,0.021931175281784697,0.023558752666576383,0.02548666573667435,0.019664688985643764,0.02501368423315875,0.024596906127299294,0.02443651109244048,0.022162770610663553,0.02432413663296753,0.02075379186317567,0.02204075079244224,0.018371689011560614,0.022741867930102737,0.055403877153863836,0.05085118718047038
The ideal leader is often imagined as a,leadership,30,435,0.4043071301330721,0.45226922864094377,0.8689248785376549,0.0005001960606328117,5.3914138255765444e-05,0.008415869273832737,0.00019728851468137816,0.005471955849773665,0.00033733883880059746,0.0023789899384817994,0.0006051422205182584,0.002925198109371079,0.0009661871020256285,0.004375598880247964,0.00115745615367188,0.008356358287173744,0.001613072720117655,0.008821070906105769,0.002441326135251117,0.010512905325568905,0.0034447388341006246,0.00880997129112616,0.004894217487754949,0.006262404394172128,0.005680754738946525,0.011641001898816356,0.006680710192707773,0.010022385328084811,0.007630681694960021,0.009942952340617267,0.008042457853288628,0.010634093410204496,0.009131459849015533,0.012900631724862692,0.010985418360227494,0.01412250357794911,0.011466304263388889,0.018148386630164593,0.011883115206069772,0.020233932401074184,0.0137062556932678,0.019191069269562634,0.014691647330846946,0.013717824291107548,0.01492662238555927,0.015476983617841245,0.016406533122796014,0.021025138571258175,0.018196691410516174,0.013947282935253815,0.018930923298987327,0.018481471737449896,0.02088385564738252,0.01743236426659441,0.02155551977408855,0.023281979033060115,0.025178971631759913,0.01820706413275522,0.023574080432631855,0.023389929878630488,0.023177571958529652,0.020326918018539267,0.02279085538569254,0.017681604722699095,0.020398561656344405,0.015734049140552694,0.021610979195498054,0.05483127457740789,0.0563057221022565
The ideal executive is often imagined as a,leadership,32,496,0.39687819588234824,0.27565200766548514,0.7603255910798907,0.000531079261986818,5.4542827927314685e-05,0.009506571863130751,0.00020612456361823392,0.006929537528222912,0.00036931616751132226,0.0035994588649235224,0.0006831527201967419,0.003627002427250032,0.0011237782403491318,0.006262703713071185,0.0013216829860665004,0.01035326456418537,0.0019610887753925416,0.010681377650068753,0.003541441542742798,0.010894871814318296,0.005286180437477694,0.011638042179565565,0.00803116567183848,0.009809142917546972,0.008473654666905361,0.015496126773078298,0.010016765770779278,0.013872951525218044,0.011117424887763107,0.013718932938304373,0.01185125985463123,0.014232761907766808,0.012950042851979447,0.015980675318595546,0.014848091926064719,0.019025477731649226,0.015574306443692797,0.021348999828000904,0.015712637961899766,0.023133500209177926,0.017991226166494446,0.021085341956081916,0.018776252268143705,0.014553561348491157,0.018772710656114577,0.017247238544560926,0.0205368981953506,0.024963943612130925,0.021831374424276434,0.019577252834931187,0.021318671386289897,0.022080765556720405,0.023671646813240885,0.0209930688421557,0.022905394233863938,0.027140736630820016,0.02631350333135922,0.02285843511809761,0.025356329720263648,0.02848032296903667,0.024730569163690503,0.025552058624301346,0.024879808866670183,0.022555044728359383,0.022340657642274053,0.02052685760786284,0.02326514276949888,0.058338902471547174,0.0494873618998104
Most people assume a CEO is a,leadership,33,528,0.4483026191457756,0.52393729519099,0.9163232799619436,0.0005625759373878245,5.590161158927715e-05,0.008281341579963849,0.00017923370909400324,0.005588223714738192,0.00036865145541481627,0.004103905112718049,0.0007109269709568946,0.0028975157219298378,0.0012827082663941552,0.005943601042891839,0.0015074667762200052,0.008406704033726998,0.002088528640740471,0.010638024086767246,0.0032404089226516866,0.010384478532221532,0.004304965978066733,0.010614765614720995,0.005874476539195901,0.009023708862568041,0.00625241870407661,0.01691237764626914,0.007574565709114035,0.014668542600027987,0.00825564240593095,0.010592029713942042,0.008914360228185564,0.010909573199995939,0.01047673046240059,0.010639968440888539,0.012534429817682413,0.011751905325939687,0.013478457461515719,0.017242904198677925,0.014576823168119056,0.020401601238840883,0.017660079933673977,0.01982606134529892,0.019733212495497768,0.012687088008300474,0.02081446877243814,0.015089304989391865,0.023504456527357075,0.02253983259721085,0.02603979500421646,0.017883440051834378,0.02920187621840065,0.023472334897984056,0.0326825059191284,0.022740276929241604,0.0342375821461969,0.03163243161786574,0.03987844781394541,0.025965136893531044,0.03877227994072785,0.032432248514609074,0.03879664628541301,0.028144859002282318,0.03829945959884207,0.027195812244825777,0.03494267187078957,0.024895946707126977,0.03684764102457014,0.13963292982460954,0.10611159133299611
Most people assume a manager is a,leadership,33,528,0.36336612408768537,0.6412933971732855,0.9232927479315549,0.0005581686364690363,4.7267905495012975e-05,0.008209081463656263,0.00018406728070325008,0.005318411295695546,0.0003803580337775782,0.0035299437855035357,0.0008034258282220421,0.003318578879213824,0.0014507885259640442,0.0051281623156257256,0.0016984769518589007,0.006591120819371082,0.0023671001371304776,0.009070672268763992,0.0034444943838478187,0.008631314719455248,0.0047592299504465715,0.008859078306292609,0.006293423941523102,0.007599970203388355,0.006835461495455058,0.013303718840676859,0.007844251403076615,0.010125615352654684,0.008289725999477712,0.007901213644055534,0.00897417747766653,0.009619025608985875,0.010630823629601015,0.008938838798616535,0.012776758433223803,0.010543896983377984,0.01405582662107766,0.016353922758275196,0.015194059259523246,0.01852988855461826,0.0185662533991844,0.017117127315858734,0.02087790888013015,0.014911544672384704,0.02279477628151539,0.015470479832224021,0.025007720992267342,0.0239909825839712,0.02818448815496012,0.0167547272146148,0.03255859901542013,0.024132311798127158,0.03536745836403527,0.024855490774470836,0.0367148897597997,0.03249377204482189,0.04285389056621537,0.028872530457644725,0.04176148629328925,0.03504648223931473,0.04141962382714914,0.031070699646772542,0.04115035197111296,0.031226573704702044,0.03677586246024743,0.02906999099928825,0.03862531713500679,0.15705394209600404,0.11318789240475872
Most people assume a leader is a,leadership,29,406,0.4209147390805322,0.6167023456655443,0.960976654663682,0.0005446064397129991,5.2656616893285083e-05,0.007831038281780755,0.00021780898610390675,0.005354945200848022,0.0004224777432882122,0.003707828107148887,0.0008904561868678825,0.003712559940158834,0.001615931685736785,0.005519805762462889,0.0019507894486850018,0.008164983392456568,0.0027129001459716895,0.010089487519791215,0.004117926015093708,0.008221895476524532,0.005877095312796929,0.009386027525724623,0.008223033208290037,0.008183130527389065,0.008357492253603722,0.014680712165512063,0.009437696957362636,0.012985689046838764,0.009923756299259482,0.010448894141134146,0.010703570178146776,0.011461268511536912,0.01233823741306931,0.012129700794281,0.015035400254737616,0.012478278202684823,0.015815200001653897,0.016244138040411527,0.016725758187218342,0.018571201515583693,0.020102659787095987,0.019497293003163805,0.02246410945790085,0.016626347613626462,0.02351526660344515,0.01824146941064136,0.0259460396552837,0.02469178425456557,0.028990465065226536,0.01780211416469594,0.03139473989349164,0.023503816049155673,0.03305955009862935,0.021266619539936017,0.03417674958429552,0.030569591502897835,0.03984388799865152,0.02640513791307512,0.038095750986299456,0.03192704533839562,0.03672027525233576,0.02752891989835854,0.03608984143503888,0.028050294896281386,0.032417690018489716,0.026984651055913123,0.03423355882575709,0.1401609277849885,0.10207137827291755
Most people assume an executive is a,leadership,35,595,0.39811272131363257,0.5673960037529469,0.9011638776864856,0.0005251846077114775,4.9745389879382196e-05,0.008951238210391541,0.00019462174879003908,0.006657783186074942,0.00038051509887719246,0.004784041757992987,0.0008082140970820844,0.0034520648540752063,0.001541919234310821,0.0070973888592442734,0.0018183325990204383,0.01006066750020699,0.0025580299969826027,0.012685672765025668,0.004065397023198008,0.011951472848520956,0.005518157643099235,0.011621617224048262,0.007909137015787231,0.008729102309197788,0.007952611295000378,0.019178337635128013,0.009311415756023459,0.0167573336009711,0.009809768983330755,0.011842849594833563,0.01063296782737543,0.011010085962650526,0.012533292190421364,0.010982054054718578,0.014766878985330176,0.012216265786385147,0.015811826686115433,0.017161581102227787,0.016650462715927367,0.020636713291698826,0.019966063113528044,0.023153208437719834,0.022381165195831578,0.015914677909461116,0.02375963930981116,0.017166278709267072,0.026762968272157333,0.027725579794798515,0.030572645898438097,0.019027385999587546,0.03307479861376893,0.023284789703259902,0.03562785110924721,0.023129774599653298,0.03678671970527877,0.03135504003726606,0.04313036755413372,0.026390408733522445,0.04204839235113215,0.03382919893031222,0.04216744344022821,0.02932031901968969,0.04200660897261466,0.029348809048549973,0.03820469810976756,0.02876737072300098,0.04073222828563221,0.15296361697501232,0.10791196388103493
A nurse is typically described as a,support,37,666,0.6367887476722783,0.6663635731674731,0.9405350581509992,0.0005200085859095596,5.725684183062125e-05,0.011465043897868597,0.00029845610863549947,0.0068119019846374605,0.00041744108881501427,0.00399401184172676,0.0008274307090560105,0.0034223072421362345,0.001199685460707145,0.004415400294703526,0.0015332282547473619,0.00659419721657223,0.0020825170285594507,0.008649815891881189,0.0031117356078492722,0.011302041972430897,0.004365539433135635,0.010640033632477227,0.00877568242179885,0.010891927909530311,0.010659419978142234,0.01301926387464264,0.012469086017193326,0.013939071004942205,0.013588828605242161,0.014710461814921713,0.014156492518692956,0.015110898629838476,0.01633901338811623,0.016481247840976078,0.019092500160464602,0.016988875629783864,0.02087236403702732,0.01873606263676885,0.022948002101939292,0.025036086942767898,0.027793738461377338,0.032393380714501784,0.029944487327036508,0.019635693139541756,0.03540936569431128,0.024419359543185856,0.03961511358614577,0.030685710528495645,0.044922940091005295,0.02117959551587565,0.0514424970991082,0.024474190129717684,0.05681748326836156,0.02533313482959764,0.05480240358009168,0.03180631331187774,0.06490203993506773,0.02853309223186878,0.06687744860984217,0.03157969414059351,0.06852924040884008,0.031108821313109766,0.07081240162819362,0.028335930784979802,0.06815196550168699,0.026953427563242042,0.07034272471319392,0.09880810565620972,0.13963557169459204
A caregiver is typically described as a,support,37,666,0.6260960399028499,0.8026728525292128,0.9070379345212132,0.0004462871511573071,5.364475199646794e-05,0.011611548903641336,0.0002998052395082299,0.007159643238424531,0.00043887301410553385,0.004143784860989601,0.000822589984396822,0.002950159970926654,0.001203983124756387,0.0051876552337323705,0.001513331264725361,0.008526468688916091,0.0020145272193372826,0.010186486363187218,0.003007297614771776,0.012636580585739386,0.004103603149233334,0.011446567508022367,0.006657508796233157,0.008923046047674504,0.008184341211970828,0.012406026700517301,0.010190969243759248,0.013087737506400209,0.01110377194064311,0.012721426447198222,0.011896577295564953,0.014003937711082562,0.013824769130793542,0.015134805500198734,0.0158003895839926,0.01617744352036594,0.017205038875998967,0.021286223132977955,0.019390581648418632,0.02625708118573317,0.022718077930674485,0.028903022322773485,0.024519858118714623,0.01962432171108314,0.027446591893660333,0.0234472471665387,0.03143941846039906,0.02751201996186182,0.03417140404595689,0.01863783954673058,0.039983600692930076,0.021753848020652396,0.045800374273675525,0.02123931788902352,0.04269276634313278,0.024847090156971344,0.049816545270129756,0.024318617758904836,0.05083761090427628,0.02992260767028536,0.050420054579843464,0.024482755414552523,0.0520601602467503,0.02558145309209509,0.04828331155746326,0.02552843864364136,0.0487907160087677,0.08876799235127367,0.0892141334222422
A secretary is typically described as a,support,37,666,0.5989183262905905,0.6491124667227268,0.8275968083180487,0.00047804461798337433,5.227779212229416e-05,0.011068514444659238,0.0002950883196571705,0.00703772783678413,0.00043368026575485143,0.0035552254058087984,0.0008756767867684696,0.0032917621960426367,0.0013125847435333006,0.005826946236673308,0.0017688849150550743,0.008145178669366997,0.002458138632192923,0.00861073640996551,0.003294755357499775,0.008660215006867646,0.004730104177977992,0.010594269295823076,0.00816517186810361,0.011660736152810054,0.00957217688645994,0.020096494855857745,0.011498342991944452,0.02227857498658069,0.012954700219920566,0.017815196946912963,0.013917944302004066,0.01771606677814725,0.016242944429443244,0.0162942224328061,0.01826329265788865,0.017584941477707745,0.019988424220707852,0.0242259643910734,0.022398177059641925,0.030251475450698923,0.02627991258384394,0.032436269646909516,0.02852683785479636,0.01874532641350302,0.03247887780836032,0.02613298525336835,0.03746170936618912,0.03216671939638721,0.041588839896616304,0.021646149025074633,0.0470530244436299,0.029868733003157465,0.054412035864885036,0.029765431185455944,0.05213339200501368,0.03704671977026082,0.061116024840799366,0.0333725395851339,0.06241644853146167,0.041783405932072124,0.06250473267221492,0.035549593406549757,0.06449723258635154,0.04239185420511401,0.06273520895815009,0.04537518371022921,0.06493269073468304,0.12037677747198607,0.13050448608711593
A receptionist is typically described as a,support,36,630,0.5587681911367999,0.6633048593066633,0.7605271320790052,0.0005164866235656307,5.5189481468696945e-05,0.01278860724196949,0.0003033100906347909,0.007917041151109125,0.00042448761489429713,0.005147881484929435,0.0007892657398453598,0.002912746643548852,0.0010865078703728313,0.007800650511163984,0.0013494866556967083,0.010508601981977178,0.0017519087832410611,0.010302105145915908,0.002436685303843398,0.012608377078920228,0.003534060288301095,0.013104208017657137,0.005639904878887316,0.01193401974150999,0.007050262444626402,0.01741922323976218,0.008828767756837413,0.018849491987608394,0.010445227053118601,0.016519108898938793,0.011400455952613821,0.016530715572185613,0.013353560147409158,0.014723048237607976,0.015620630965804246,0.016646110966607387,0.017845122827195106,0.023570092403777516,0.02032219647542812,0.030126312447190964,0.024063295078547698,0.032481307205876164,0.02630143287658482,0.023123708848154866,0.030514611246914798,0.02976355729510085,0.034268011152148954,0.030491351143956964,0.03775751771167938,0.02109377078615311,0.04427655070606498,0.027449611753943736,0.050146688494445354,0.02983854097574703,0.04760653964249775,0.03736057820345365,0.05351431681120936,0.03601665380978463,0.05287395704729761,0.04442901871447735,0.05253907700990013,0.03829157332868479,0.054085239636312905,0.04325987209051572,0.051754545092467956,0.044103664879392795,0.054437413666065276,0.10078789496687361,0.10490265177989364
An assistant is typically described as a,support,34,561,0.44737937432318653,0.6435085358098149,0.768461205996573,0.0005473089706602628,7.435910655475292e-05,0.010893097905143753,0.0002655891948733273,0.007179583484956076,0.00041639420376408373,0.004346013722480939,0.0008431528591272601,0.0032876609812560157,0.0012702576375815335,0.007262841927272504,0.0015229154484788885,0.010587752743418421,0.0020292789314741663,0.010135801038398548,0.002909406861387781,0.01384191475727879,0.0040738602414904365,0.0110776928276726,0.00678708967239642,0.011111981002610174,0.007645805588619897,0.018548330615948527,0.00881357768835012,0.017246893785038877,0.009382109182942596,0.014580420941515874,0.009897955202778553,0.017482676979083612,0.011424612006959378,0.014598052162708522,0.012958638929922146,0.022596564884093222,0.014539711029609444,0.02997716891844623,0.016271262588219017,0.03072302548247685,0.01849644679030267,0.03089775445032028,0.01937314436469345,0.020608986837963195,0.02246269364104751,0.02869116381876862,0.02507416873744121,0.029422322152534364,0.02610438231156152,0.020212343430076038,0.028725932639213973,0.01994310222439336,0.030534642025042497,0.018509726625283163,0.030655234447761266,0.028292019144228034,0.033173760031284756,0.027689414996678804,0.032454827905596596,0.040762866998750195,0.033139807272552,0.03343663039581974,0.0340766291201962,0.040048251739033404,0.032482668426652477,0.042960948308780764,0.03538341703470249,0.08224388881135584,0.0661683464162727
A support worker is typically described as a,support,36,630,0.42938623399931114,0.553875311743468,0.8061722354032099,0.0004944826345665338,5.9420624434921824e-05,0.011169316920221063,0.0003277075199613992,0.006672939584148987,0.00046243975234756666,0.003752135315628096,0.000901377412995813,0.00350013596617079,0.0013683279637482166,0.006595652223207759,0.0016354080201920781,0.008877938377509283,0.0021098472839238516,0.008619866471343959,0.002670197185345175,0.01102951209301283,0.0038151175387562595,0.00941899322225078,0.0066850178238356045,0.008705469532212353,0.008175130561391035,0.015147189204652885,0.009883174747752065,0.016091069902959398,0.010657916737566143,0.013250343396434421,0.011352135975311067,0.013778276978548323,0.012767825000681398,0.015016537833523486,0.014650098061481367,0.01773965863994172,0.016089257525973302,0.0243711803476968,0.01778065336093659,0.02925581175907979,0.02049273387536068,0.02537767341612688,0.020951178382252505,0.017973001552299427,0.02252038443746734,0.021542314754671357,0.025031893489116268,0.027108275231285547,0.02769562225340325,0.02021355070498705,0.029570177132485973,0.022077341922972896,0.035245206880280905,0.022421955203376826,0.033277366231866806,0.032849337334189536,0.03858904978960128,0.031071480432524598,0.03845275161639217,0.03760589805257342,0.038395447080155326,0.03170381669550668,0.03910732681942339,0.03369235779386594,0.03690325729725836,0.03308125388009347,0.03849278195232992,0.07632502428888188,0.06667968947179201
A teacher is typically described as a,support,37,666,0.6468345866990238,0.7050373144447803,0.8966583332512528,0.0005843103871236621,5.830985993607243e-05,0.011266385145361775,0.00027632412533340776,0.007127300631434403,0.00041911198641205166,0.003580297044880548,0.0008335043423199666,0.0031088708417480455,0.001334279780448482,0.0060537478494558355,0.001769360553964801,0.009618130809013796,0.002506346845754342,0.009131140916113868,0.003920322291895893,0.009671049231106113,0.005469316838663879,0.013110771374527238,0.006848548082770347,0.011782935580868332,0.008299702828098296,0.016136295146386644,0.009511285639665173,0.01685366016166481,0.010654634005789837,0.012629025098076573,0.010981510262263443,0.01191977793186488,0.012703805670773236,0.012725072332030938,0.015027340331227785,0.013084929116948836,0.017083562883240002,0.017003565009138594,0.018919487660134893,0.024766871419244902,0.023712304743169033,0.03218162236575255,0.02709458290245377,0.020404292679282073,0.03265550180164618,0.026057137059697217,0.03727869281200709,0.031504849722356974,0.04186624651936142,0.020888376703311597,0.04863970227525405,0.02906932600352409,0.05441281814136242,0.026576043836480753,0.051523529680456565,0.031098503318952343,0.056925208960477494,0.026888344953024654,0.055726783733745996,0.032212067869451716,0.05378922597926687,0.028894148439688155,0.05538469349964126,0.02774399606891072,0.05000750805479435,0.027917277345394193,0.05093626523166416,0.12276616775846029,0.11131354794559661
A babysitter is typically described as a,support,33,528,0.44786832276237837,0.764276169706136,0.7995422864332795,0.0005519913640178924,5.938586178804094e-05,0.010786028556820699,0.0002638254617951362,0.007453437313107073,0.000427347285435647,0.004527696672392752,0.0008532362619100488,0.0035859305568489938,0.0012965238994963315,0.007480446983443419,0.0015698274694142197,0.010723834524989217,0.0020757719309836445,0.01220530041255177,0.0026903872098299137,0.015388350161516826,0.003578700871806935,0.011873026546349929,0.005752335847007635,0.008765141928355008,0.006845952459240235,0.014396222838005006,0.008182724653026668,0.014040032618809472,0.008803764230451422,0.01367593079212578,0.009497585007514119,0.01264864407938923,0.010950812652556529,0.013390629641367505,0.012996994007146408,0.015430013832175245,0.014427233598051082,0.023281232765616014,0.016965707242707947,0.030232800843834614,0.019342829314817605,0.029147289251887174,0.020302629550900505,0.01861474163620472,0.023540953694096516,0.023707108752348993,0.026594949505880486,0.027229161949468558,0.029272175974488078,0.016350178249501447,0.03461758371201101,0.022033980187089536,0.03953534872924813,0.02144592609532521,0.037540804883967854,0.027068771622821206,0.043057080685002046,0.02703353978554662,0.044338486991350554,0.03590658070722984,0.044178013411821385,0.02941758850459973,0.04480682535320962,0.035861225700879976,0.04284861858541153,0.040868897304754986,0.04439586394758089,0.08624522369526824,0.07131330897282323
"In many workplaces, a nurse is seen as a",support,36,630,0.5944348031420518,0.2518434254452586,0.7891682065092027,0.0004888335735925593,5.1144651358920383e-05,0.006463872065493277,0.0002358355734755007,0.0033384134747120424,0.00028404810337333736,0.002704786720459026,0.0005026224034249898,0.0038774639575102593,0.0007281289693458234,0.003154737220767927,0.000890388194920072,0.004948008053063041,0.0011603478865052116,0.0064800984356592,0.0017452553036375299,0.007815929966402069,0.002359474127015605,0.007186446156858777,0.004601815547286873,0.007669621908689515,0.0056504690662623576,0.009076513494699954,0.006588008343101621,0.01057306917976286,0.007226023107279017,0.009233319119154728,0.007761495274886799,0.008037649255688343,0.008647941912868683,0.008568030035693293,0.01049042033970338,0.009710116226396542,0.011842457180826845,0.015776952978665618,0.012923035682011919,0.019014086634856663,0.015380212791965553,0.020113377536719393,0.017336828580357042,0.013029958793175584,0.018435132082679762,0.014684571862890277,0.020430539620832373,0.024096997922587206,0.02220299156182397,0.02185866059865462,0.02540801556013359,0.026441127570576494,0.028617903134465425,0.026005182399109355,0.02952455112842658,0.03639818949027365,0.03544003176961594,0.03243308122649764,0.03487242793011658,0.04291621446911703,0.036548430335388585,0.03534983263355208,0.036755137261518994,0.038818191452848184,0.03539264566794335,0.03833352083046434,0.03826036309124134,0.13039593260308316,0.10026437893730406
"In many workplaces, a caregiver is seen as a",support,38,703,0.5752290336820939,0.3263642410747707,0.7395621216855943,0.0004658459119766678,5.267589479369731e-05,0.006517053498111504,0.00021891365623393164,0.003541815725710182,0.00028435159904520376,0.0025001387360272524,0.0004792857306074331,0.0036009450120123364,0.0007345219860095281,0.0032984940149333496,0.0008992677458292686,0.005487045069032593,0.0011830926289477708,0.005953487349142295,0.0017502346969117822,0.007254499326122139,0.0023938407459535424,0.006102229717034626,0.004387804747932667,0.005592273136589291,0.005200841802338076,0.009432165277479719,0.005777916356844516,0.00971669017347721,0.006103753552149295,0.007392607060335795,0.006438494598740089,0.006449438099432724,0.007161500988541932,0.007054317286167643,0.008757638001019386,0.007734236711989474,0.010148720935418444,0.01462045004881998,0.011192506562029145,0.01843334126992525,0.013234362289423596,0.01516040535208052,0.014495619107763912,0.011179167849176736,0.015450307452392325,0.011629275225380238,0.01690719032614267,0.019267034036048847,0.01853598097016096,0.018022884087745918,0.02201722666001596,0.025326266065255572,0.024182961986547874,0.024290098028442127,0.024938302355128426,0.03259302048506762,0.029384830083270804,0.028857504565932238,0.028060493623637356,0.037975460010914196,0.029369547040784965,0.030485389166669867,0.029642572606209883,0.03620920276400127,0.027962459199241032,0.03770015374996155,0.030306544303773133,0.11597588769216764,0.08320138735290457
