context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6
The ideal executive is often imagined as a,leadership,38,703,0.6296237416181225,0.09324947604909539,0.9514910262078047,0.0007242186753359736,5.453178980843889e-05,0.027371003484812396,0.010317431169940184,0.042364129681933566,0.02832076928174712,0.024365475078767483,0.052656563813868004,0.045428896011431054,0.22331087850353223,0.12872354625143703,0.3421585153092297,0.005373702683481238,0.007897789665700448
Most people assume a CEO is a,leadership,36,630,0.523374333148324,0.20911407889798284,0.9973289589106571,0.0007108294650653663,5.711444692494775e-05,0.03006071320808737,0.012865232224507037,0.04542980421495478,0.039058902504860105,0.026194353952449716,0.06485203076448,0.041375100510632624,0.18416956862106598,0.08896246861439705,0.27750999060296555,0.007026011261653979,0.009697000041326904
Most people assume a manager is a,leadership,36,630,0.541340245739296,0.22927229292690754,0.9967394427512772,0.0007085924096706356,5.7444306031273484e-05,0.035278468029997276,0.01325150076327328,0.04728581859705394,0.038499531098117185,0.027674306707661567,0.06596445153556506,0.04042540463771905,0.18903770717562884,0.08949185605058615,0.27477688863078137,0.0072241575818569196,0.009180403408654163
Most people assume a leader is a,leadership,35,595,0.5059011145191955,0.2073906804434955,0.9944034859654494,0.0006930543837218323,5.718220401062116e-05,0.03526274714740994,0.013569731155639133,0.050685665220259656,0.041459105149861654,0.028677036202298656,0.07015371564682416,0.04093016766154795,0.19901718787309738,0.09575372529226617,0.2854780546573434,0.007313775847764342,0.009285249276921124
Most people assume an executive is a,leadership,36,630,0.4877763577601305,0.16394429001957178,0.9897910105064511,0.000704393648804403,5.5747027255772766e-05,0.031741651780996825,0.011727270196736889,0.050317768483592484,0.03759375761369073,0.025636130725381612,0.06877121325966733,0.03985063641178263,0.1911164190322656,0.08858844919061432,0.31245730085769424,0.005969132377945633,0.008775261915139752
A nurse is typically described as a,support,38,703,0.547620738021044,0.24572032783180475,0.9627083344385028,0.0007230860059162088,4.816345354957966e-05,0.024850850521133977,0.009090406002699157,0.02877552120699364,0.027042564551473153,0.022094509625371923,0.05098334763407954,0.034809399961996654,0.1610801088096162,0.09427853306517928,0.30347560843143456,0.003588429304737767,0.008685032145185775
A caregiver is typically described as a,support,38,703,0.5571067529030244,0.26159814232960343,0.9603692274540663,0.0007201110659222004,4.914414671522865e-05,0.025831650753018288,0.009684338897073536,0.03127486701425627,0.0279840201495732,0.022353022215470617,0.047338091470389976,0.029233730251990723,0.13964613167806414,0.08912918280991619,0.27446323294954034,0.004433670294224906,0.008564790702709345
A secretary is typically described as a,support,39,741,0.6375218443475982,0.10976850125007331,0.9558800617232919,0.0006219829599156048,4.43091922696719e-05,0.026365563259050366,0.009288563307459472,0.038863499709259966,0.028888618969590236,0.024262311666906622,0.05431181545384291,0.039364781778379,0.15102023586776342,0.11250680159694494,0.3090117963372858,0.006009230489491727,0.009727768835822955
A receptionist is typically described as a,support,39,741,0.6070063469182898,0.08747331984341145,0.9599866685457528,0.0006715035744133737,4.953026294218503e-05,0.03397217987148588,0.010387319440961483,0.04451625566965281,0.029541193369444756,0.027849272042410014,0.05086378670314922,0.03759729784136033,0.13836818918241442,0.09812606199093658,0.26016039054001855,0.004922202039219501,0.007609451889041186
An assistant is typically described as a,support,39,741,0.667050987280351,0.08871445804834366,0.9570985320024192,0.0006111841834493012,4.4167760453356494e-05,0.026205014473796036,0.009808928477412104,0.03607991309987972,0.027929804187326743,0.02104982709101684,0.04784034489259412,0.036970727876384814,0.15338733835429239,0.1141698717130655,0.3021738399155472,0.004082127311091625,0.007869282200718905
A support worker is typically described as a,support,39,741,0.672239007852978,0.1593477907590568,0.955977595411241,0.000717321232100494,5.342608587419409e-05,0.02775779683052408,0.010330968216208549,0.03257049205440325,0.028524107709449683,0.029225787095634163,0.04709114575224704,0.03925522904327593,0.13993505774587012,0.11239169578970247,0.29355537161632034,0.005386509659522259,0.008949067146330286
A teacher is typically described as a,support,39,741,0.6106007296743278,0.21527333650738,0.9556977432221174,0.0006275578184385108,4.3306047129304096e-05,0.023995724412892293,0.009215523758704509,0.033646828976526766,0.027543649323977563,0.024998517996461,0.04791475643320837,0.03893386667313496,0.15292963381514013,0.10503799252881542,0.28798269898530227,0.003999231719694485,0.008372396734914047
A babysitter is typically described as a,support,40,780,0.6931471805599452,0.09442533855326474,0.9588675941340625,0.0006461418689062169,4.575528087210068e-05,0.03231693214267862,0.010175987801581429,0.04263530838088779,0.028635233286880397,0.028310088493534103,0.05148102740875654,0.041867962484691754,0.14744425884327284,0.11139282897853477,0.28939786004163814,0.00398244443585102,0.007548623515302324
"In many workplaces, a nurse is seen as a",support,38,703,0.5831002374096682,0.2086775409989059,0.9567475295625627,0.0007584259363865524,5.9828593342709835e-05,0.03193691796311888,0.010478199508414306,0.04313335660131261,0.027890794802391743,0.027285568854497965,0.04303755146158191,0.04123503922986886,0.14529236279304228,0.1052056447121929,0.2876386149541378,0.0035380265978516333,0.006851659946277891
"In many workplaces, a caregiver is seen as a",support,38,703,0.5727062746577588,0.25139678502455354,0.9606255078688264,0.0007650565547460085,5.584297361442777e-05,0.031808971661247055,0.010289349446318471,0.04035954008842838,0.026964864002050126,0.02607313326843694,0.04196483734858937,0.04011796909337489,0.1364819030125841,0.09813083005395293,0.28220154918790463,0.0035599516884510193,0.007333301599127256
"In many workplaces, a secretary is seen as a",support,37,666,0.568250161475515,0.18349317042157054,0.9485373524948955,0.0007440099582087725,5.44661258412601e-05,0.028419106101404943,0.010002610405702479,0.04174466952176613,0.027680207826892685,0.02608031639891173,0.046373895336589095,0.0426035683416148,0.144571498278926,0.09497853956086497,0.3022191613353563,0.0044952940180315116,0.007332697006545909
"In many workplaces, a receptionist is seen as a",support,38,703,0.6550090239743853,0.16799497557803988,0.9597229803912342,0.0007358716458562601,5.466800795291943e-05,0.0328619633460593,0.010755476424054491,0.03904937031208325,0.027677754465479633,0.029968309502001536,0.04713193618196986,0.04069573660656177,0.13494678942422608,0.09379164589630369,0.2500782412274237,0.004658104950112505,0.007240069210710111
The ideal nurse is often imagined as a,support,37,666,0.5348304613818933,0.2079529850743711,0.9533492354676127,0.0008185354826331493,5.760065332235717e-05,0.02541071506531327,0.009907450392707852,0.0392747745358331,0.028406040103127958,0.02315973214260474,0.053027257339282194,0.04589803104196877,0.2003019299398356,0.10737102408472686,0.3407204716549148,0.0029846172759074316,0.00594638433561687
The ideal caregiver is often imagined as a,support,37,666,0.5917280118557436,0.18186245718970895,0.9571659723296762,0.0008068636015731305,5.432787069734422e-05,0.02332291813350052,0.009842444228380135,0.030896085857919107,0.027161046763360897,0.01992357024341294,0.04911528273636813,0.03667399558058266,0.19163092277848595,0.10215933788653112,0.3333538964231713,0.00312754931055956,0.006449375289689888
The ideal secretary is often imagined as a,support,36,630,0.5131693703658942,0.12959853606298566,0.9502252545207739,0.000739757505119562,4.986217952105163e-05,0.024372387066827865,0.009693524666609573,0.037200305438721534,0.027818470520395752,0.02150460181715568,0.053488653722251076,0.04521632470458035,0.21304878749569642,0.1004673871013618,0.3424643096496699,0.0044261983196150516,0.007339012770221883
The ideal assistant is often imagined as a,support,37,666,0.5930830058117792,0.09549244772642851,0.9472198104485869,0.000733104892462584,5.273283934039876e-05,0.025754135709956088,0.009769808364561148,0.037811259319174235,0.027218729878530443,0.020847479926999597,0.04997820253919608,0.04355161186262265,0.21361607127602233,0.11190573909758708,0.33835164517988536,0.0044063335492371255,0.006730137178619924
Most people assume a nurse is a,support,34,561,0.49073157383105326,0.32210726058110595,0.9979379400610924,0.00072786664373413,5.871526984333072e-05,0.03122667276013911,0.012147629476909904,0.03609419131570454,0.03388582711260154,0.028638220899938463,0.06241933291748659,0.03599927699046624,0.17804765123504965,0.08962503226061938,0.26830014479566827,0.005738049274305924,0.008792393293986171
Most people assume a caregiver is a,support,34,561,0.5820328653082788,0.2761144991964102,0.9961194599745795,0.0007166049180438419,5.871526984333399e-05,0.030062143220850778,0.012643514342322037,0.036539698803332216,0.03479616400158615,0.02347894919560548,0.059966895729646565,0.03279812892954023,0.1748855848560811,0.08906051856101847,0.26882288814264366,0.006501841475359945,0.009576876009406187
Most people assume a secretary is a,support,36,630,0.45597848058895457,0.22867517126724124,0.9967487338872161,0.0007188195328441541,5.8239348350737195e-05,0.03000125397178973,0.01203321385855751,0.04258763620811775,0.03711517785028086,0.025627461350683233,0.06813428433935638,0.03816278669027904,0.18821272090012217,0.07765691003409744,0.28743608911003,0.0067067715468383735,0.009483945650364192
Most people assume an assistant is a,support,34,561,0.5021533309272328,0.14790085330605507,0.985686122206971,0.0007497956712612415,5.8242125857878877e-05,0.028465001091060625,0.011858736054942668,0.04130557628715594,0.03516469109887927,0.026662753494602863,0.06535750471954549,0.04375020765668551,0.18377938250493814,0.1018394759535843,0.3057485709780579,0.005753865312363484,0.008647752597357861
