context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,32,496,0.3880301744293368,0.27733034268021584,0.9500263836234808,0.00038103192249044324,2.4184604559808476e-05,0.01565427491712471,0.0041015875784589685,0.010973362613989849,0.010731326274347117,0.015323460373728804,0.017498095532205146,0.013166586623106305,0.021837538199207165,0.013446098836116253,0.027339688291418494,0.01648622577948415,0.037494295188376145,0.01751948064974652,0.04672457856254511,0.02252613784159796,0.057312499350559404,0.03916799202416492,0.07473345569705786,0.045501729423896374,0.0905234699296359,0.03784828344388015,0.08093727896668221,0.011461539829327837,0.010396419455239121
"In many companies, an executive is seen as a",leadership,30,435,0.3256562932658717,0.26862918958067894,0.969306854181923,0.00037159253539061895,2.2633255490097277e-05,0.015888177695216537,0.004073725691109312,0.011541162022861005,0.010675226065222603,0.014863281364868298,0.017542409991863645,0.013280027877285341,0.021706489085096432,0.013509786366690988,0.02670469760914048,0.016437643648339315,0.03637887412589587,0.019406470366014977,0.046315535952510124,0.021715969431146755,0.05768674778629286,0.03651578051568949,0.07477992686825778,0.04245927456535209,0.08875673210696843,0.03625248390643047,0.0796186074508355,0.012678628313544958,0.010661749182510857
The ideal CEO is often imagined as a,leadership,36,630,0.33111795583849607,0.25896778982132673,0.8915159720927477,0.0003681272880221288,2.7034182995408803e-05,0.01586995094106944,0.004450306167260542,0.00919235756766989,0.011009524695037354,0.015905827414436864,0.017572945174396084,0.011492494824077904,0.020981305420927656,0.013141091124897888,0.0246752281813646,0.014087973126616781,0.03400349084194806,0.014468596175800744,0.04148936531028123,0.015790191560548318,0.05293876560620556,0.020676165065993114,0.07193193131324872,0.025392523180643452,0.08811040848728496,0.02830161789588065,0.07721405700620847,0.015305773797543184,0.013459023121439028
The ideal manager is often imagined as a,leadership,36,630,0.3128766824766712,0.26682584127411246,0.8674163767136633,0.0003559022706947967,2.42385142184461e-05,0.017285454234857587,0.0044600709344486,0.01148930753226956,0.011143430609281687,0.013579599832538973,0.01748250688779918,0.012382323051546847,0.019945062198446394,0.012927554027590703,0.023573862947584387,0.014403011284624016,0.0328734496749582,0.014633629230283858,0.04046173380000659,0.016543636650381718,0.05325085895476342,0.020373171269197396,0.0732779744914104,0.027229010371180116,0.08769177508732716,0.027209385622541653,0.07459434438322154,0.0164856268103269,0.013300934982524429
The ideal leader is often imagined as a,leadership,37,666,0.3107135226566694,0.2755271152127534,0.8535218178294599,0.00034115250373971916,2.29734592186508e-05,0.015941122811212422,0.004545286386485196,0.010286062688599362,0.011098411718657405,0.014491107104905473,0.017127348192118818,0.011122195293683445,0.020307168983782688,0.011945649113776532,0.023718668815369555,0.014871909548931812,0.031967202631142985,0.015504867630863374,0.039870323378107364,0.018707934280317574,0.051531851783099464,0.02263711887351918,0.06984595556471147,0.03388661433857591,0.08756376102807281,0.03376069001775199,0.07876725583858617,0.017940021150848907,0.01843898084808058
The ideal executive is often imagined as a,leadership,36,630,0.36847863756182103,0.20623914524912834,0.870588967576623,0.000341937905843685,2.3237019896195827e-05,0.01797276704928405,0.00453772747402289,0.010586996644616696,0.011119994742309834,0.014744144766457015,0.017405306734476003,0.011977447821265572,0.02087106425671214,0.01277987919487675,0.02475612312383123,0.015188803260223632,0.0338882604366491,0.014376327665023138,0.04192653656993814,0.018388782975190514,0.05393996358706469,0.024038063232786545,0.07173257070068484,0.03320300083615659,0.08816429954222058,0.03204708485439365,0.0766762585561201,0.014915460371279558,0.013822501022911068
Most people assume a CEO is a,leadership,35,595,0.3617158729369308,0.16961970971897244,0.9727250408614054,0.0003413054365303749,2.576012568323373e-05,0.02089269976602732,0.004876402157336357,0.009433745282061224,0.011765248906290443,0.013265202208762756,0.017517571925789635,0.010789625578446899,0.02059934374392693,0.010741442487333667,0.025213213640467795,0.013016046793023059,0.032970024433935645,0.015290601285750592,0.041036507668672166,0.01642837886653219,0.055215677255958384,0.033026651983760126,0.07739800410788666,0.04660778742739131,0.09471869590023711,0.04347483971567141,0.08446260329988559,0.011791952149239986,0.015009448045704706
Most people assume a manager is a,leadership,33,528,0.2229266271688325,0.1948968223296106,0.9767690656590275,0.0003374604695575716,2.485782496584582e-05,0.0217763786624774,0.0049668341942813304,0.009315258972870732,0.011914292492166191,0.012182764451165513,0.017685647648885087,0.010432196871573988,0.019900189870151214,0.011208797329153199,0.02448695395473265,0.014054272027703088,0.03331974634921196,0.015917774910732953,0.04194245948360904,0.019003340374393277,0.057822829827988136,0.039868932811985815,0.08427110013090111,0.050544512182354576,0.09786037138098003,0.043081587241640684,0.08256550253972343,0.011459167938156762,0.01702702425077744
Most people assume a leader is a,leadership,32,496,0.25886740658865126,0.2123612044379115,0.9667111551389098,0.00032515387764570417,2.4891788778149543e-05,0.020399779224748466,0.005082145884368165,0.008399830050402294,0.01195064527610528,0.013312227087369153,0.017843082838656432,0.010091814708804988,0.02050314292247391,0.01158393512781927,0.025170121131926196,0.01742208889877233,0.032624271201917895,0.016027909904178204,0.040448141916708875,0.02067235756949008,0.055625357189840643,0.03876182149973154,0.07787674841961043,0.05373557271815998,0.09738782231897897,0.04632121281768405,0.08645191400230415,0.01452003987011513,0.021012169415012293
Most people assume an executive is a,leadership,34,561,0.306869563068758,0.15578521601855755,0.9777880395995453,0.0003549012285640158,2.451724243137404e-05,0.02118619566421793,0.004855999280341844,0.00983193060597939,0.011928179931447794,0.014118468237458147,0.01833602425097426,0.012211344067342264,0.021404560574398022,0.011042074873977148,0.02610108263294262,0.015444226109148987,0.03475392461472969,0.016041429014479455,0.04284111364671392,0.019226315348959265,0.05680127929833372,0.0356843823686114,0.08038533766437723,0.052946640239761374,0.09928427200491262,0.049485047623134056,0.08895533443718528,0.01275293162644556,0.019381164132417028
A nurse is typically described as a,support,36,630,0.5474037384053171,0.3434634217992425,0.8846567561849952,0.0003286827068902057,2.319434195217444e-05,0.016549810486555492,0.0052729402679634945,0.009460219784039069,0.01265070774377777,0.015356022386173104,0.020449419625242944,0.01199479351083819,0.022414722294206615,0.011844640256064898,0.026194698356468864,0.016145140801659512,0.036891079018241485,0.016972324120102775,0.047003783870331446,0.018386766621502022,0.06270932836662794,0.02661554392778484,0.08552377102972779,0.03454190568164204,0.10084039415803982,0.027143240944503176,0.08986102625213827,0.014990956067664239,0.016878460140074013
A caregiver is typically described as a,support,36,630,0.5697973218829128,0.43634174996986985,0.8839767989702523,0.0003369859853838023,3.0050965705818384e-05,0.01611013118139307,0.004880287637967761,0.01173946628746875,0.012034538027300042,0.012783037249835537,0.0196611359293193,0.012146794209583705,0.021678740152174428,0.010744593229255252,0.025207452866538322,0.013122414606177182,0.03526346861011199,0.014330109991566092,0.04672038980710073,0.018781793291581896,0.06352771828987705,0.03258737510721781,0.0869257792431133,0.0404381062235331,0.1044985840638579,0.029474150348575038,0.08892140364943261,0.014766819231567183,0.019252226330205284
A secretary is typically described as a,support,33,528,0.5774821683416681,0.1650902098044753,0.8619328942149878,0.000342655987318645,2.808301245368316e-05,0.01851865294545279,0.005000466977843601,0.012341897613801119,0.012499396231209698,0.01767190673181088,0.02157310918496311,0.012347640521527094,0.02462701561650192,0.01660171097719055,0.02913725504759187,0.016919140684859862,0.04168136986561462,0.01740550013354584,0.04988490171356741,0.0197017948766263,0.06392197956550041,0.028403960838043113,0.08589926018751906,0.03629795873797183,0.10002229528185026,0.03168279207814088,0.08950697946600507,0.015860753673488763,0.020628991450161626
A receptionist is typically described as a,support,35,595,0.45514103762617225,0.21079653198830783,0.8606697418726981,0.0003187937021432935,2.699216165098812e-05,0.019622019069206527,0.005047404700790792,0.011976386160946116,0.011741323141796364,0.013803880081384015,0.01804501981154452,0.011429392311975031,0.020695975820239226,0.010194347884075193,0.024507886047553582,0.013067045028934,0.034251504961272286,0.014623845505398643,0.044334862059898006,0.016676613603368022,0.058669324955813194,0.030559426267565314,0.08250536840737104,0.033736895858852305,0.09524488391962689,0.027734499276171883,0.08127687128464989,0.015452327697928522,0.017736474937424248
An assistant is typically described as a,support,37,666,0.6243995860176976,0.21990424348041415,0.8476416971534491,0.00033232936254425327,2.577406407827815e-05,0.017299813275848133,0.004820103833521683,0.01100589647902364,0.011071116405789398,0.014829795051722055,0.017756664772098724,0.010844648216977726,0.020783927849724458,0.01271511743060191,0.02483612470996231,0.015279718240529285,0.03484030836351479,0.015761687048079526,0.044845924606697146,0.01983445602838617,0.06151486040462621,0.03646967761742206,0.08239309994939771,0.04650015932426204,0.10030199176405513,0.038948051245559306,0.08802773362049059,0.018178538936966762,0.020130584460113236
A support worker is typically described as a,support,36,630,0.586658495887714,0.29403476510196924,0.8311091810464859,0.00031929276417359717,3.004617494200495e-05,0.014560877744022321,0.00480418680937219,0.010327307361611424,0.011782386613848185,0.01448962256254038,0.020107944823270725,0.011496607624675604,0.023508397391266277,0.012183956941962141,0.027419957730530898,0.01405205526983366,0.036861328486687106,0.014990364357036455,0.047387292979755684,0.0193851680326944,0.06218489186413751,0.03247886972652879,0.08039161320965556,0.03828353215437256,0.09883555340978717,0.03263777594750901,0.08435923402328818,0.013493202439056348,0.013664444525523813
A teacher is typically described as a,support,34,561,0.5714592441725063,0.30021216347813606,0.8773839040659368,0.0003051189003864323,2.9830362292691243e-05,0.01665779860448163,0.004983992416696755,0.010095875290869923,0.01233372284277295,0.014391835455971683,0.01947396549156391,0.011344970970665523,0.021681853048376047,0.011117176293000776,0.0253771764386031,0.013676128242685036,0.035707151661971345,0.015643980715218324,0.04567778744788524,0.01863887471954453,0.061100727750512035,0.034430764161312334,0.08427111178124944,0.04249597678791625,0.09599259293294138,0.037289300183989474,0.08346892226273726,0.016192823493451896,0.015876616386229097
A babysitter is typically described as a,support,31,465,0.485904201888684,0.26905555790290236,0.8966659146826714,0.00032823391884865855,2.878759154524971e-05,0.0176866173237678,0.004933813777586354,0.011585663857694986,0.011383837990831284,0.01067740676903706,0.017941769023479184,0.012451961830594955,0.019499593679567377,0.009147830933106494,0.022919333707626825,0.012371299991140906,0.03301579222153253,0.013576872446671316,0.04240937167194336,0.018471641543563268,0.05652420485277122,0.03166093936362054,0.07591310234094163,0.03384278722505967,0.08935253477548458,0.023373555784904233,0.07805258509159615,0.013039161855166546,0.014628219334955646
"In many workplaces, a nurse is seen as a",support,33,528,0.43242078157703795,0.22479504300281405,0.9279291566926986,0.0004023686974310638,2.6586919666212033e-05,0.014346985639628546,0.004547875003257753,0.01062204818521027,0.011269325674812617,0.015351716513664326,0.01979912051712276,0.012273789939140788,0.02233890847839271,0.011309660234712051,0.025567264774628812,0.01501019068705683,0.03402452401778974,0.017318830434704023,0.04281564725026737,0.017871575310783334,0.05397741868932375,0.028478151389574827,0.06932490905962015,0.03131343638199929,0.08149769866632514,0.025322649219010913,0.07234995388636413,0.011535092319066482,0.012255237698756999
"In many workplaces, a caregiver is seen as a",support,34,561,0.4858303638746638,0.2774111176840961,0.9296462282072753,0.0003945976475403514,2.5646681856447204e-05,0.01635674140454383,0.0043609255068932425,0.013504425316321992,0.0108441069762468,0.012873488377007814,0.0189088974231956,0.012868620142707655,0.021303808848155793,0.011303853314150953,0.023955882708517295,0.014744218623461602,0.031339101120552396,0.01557969007658187,0.04039043990613808,0.018018352286863173,0.05258306150176589,0.03317438392184166,0.0695178708752754,0.03851863132034933,0.08222252943578241,0.02757728491634983,0.07185126339341108,0.012865419370186048,0.01353270645140212
"In many workplaces, a secretary is seen as a",support,33,528,0.46148759076709195,0.24411386903375387,0.9586459314450622,0.00037750272026361106,2.8519940593510064e-05,0.01649458893525144,0.004400374803819637,0.01191531047153902,0.011231592963311382,0.01567193113014427,0.019963167435138627,0.01244451223235161,0.023568088300472467,0.01288486047771873,0.027714098092498883,0.01551652524548211,0.03645574946184202,0.01964128456022762,0.04466651344230801,0.020044330863030816,0.05559356945314336,0.028137729966559707,0.07200628789395709,0.031689549406206906,0.08483021039908306,0.02581246389473959,0.07404872256947576,0.014251353332791709,0.01734310156779635
"In many workplaces, a receptionist is seen as a",support,36,630,0.5298231439929317,0.22341192793101072,0.914686809759587,0.00038623161769419035,2.6896091134730955e-05,0.01676260752741049,0.004284085342369851,0.01196474371393059,0.010647210499511041,0.013557473461929684,0.017727979424983182,0.013271435336507724,0.0212758315755867,0.01143792573489448,0.02492052681051753,0.014555687549560435,0.03299620600511092,0.017159445109468673,0.04193274278931875,0.018557912222045087,0.05373929917057693,0.034002038205599855,0.07152108579356797,0.03205836290933073,0.08442298421315203,0.03014123633915836,0.07594299571596391,0.014810221545817117,0.013271566689969918
The ideal nurse is often imagined as a,support,32,496,0.33456311114596216,0.24185518408194184,0.7360489843413234,0.0003168909663308404,2.377088594428256e-05,0.013889203529271815,0.00491255597938782,0.009339625464957412,0.01156924331729112,0.013828419172393908,0.018180228738216443,0.012867244379380936,0.020469406506549017,0.013897522717335834,0.023376596617151583,0.015474299064100184,0.032444786495846936,0.013989091846512522,0.03978671352590164,0.016388000944570234,0.05141928270398357,0.019137852912510005,0.0703682020644178,0.025944489460745384,0.08789878982807456,0.02522071095218017,0.07800887721643815,0.018585151711317867,0.016161756771035683
The ideal caregiver is often imagined as a,support,34,561,0.5043049334291231,0.2962617492303252,0.820313822478056,0.0003078481822018752,2.261485950689626e-05,0.014463447865936317,0.004699067339443008,0.011824945210149358,0.01099563041299498,0.011417983844805883,0.017333030289783485,0.01338169548844218,0.019477429314030088,0.014589650711647022,0.022614768938650245,0.016363080251288676,0.030955105576709167,0.014796268014566731,0.03898646309856936,0.01824464589445458,0.05142280933196212,0.022509121836409744,0.06967440673534263,0.03280791125532679,0.0870122786447726,0.025995475258602057,0.07492549580684355,0.018068667868152304,0.015736610527468803
The ideal secretary is often imagined as a,support,33,528,0.3936659272481312,0.23091389006003737,0.7807373381219804,0.0003511116522303574,2.2207205361740758e-05,0.01718903318616362,0.004693842960274705,0.01282826094505844,0.01160063797526375,0.01391136536448794,0.018742371061534212,0.01105597387426631,0.021983005996967085,0.011062094972771028,0.025315917106607567,0.014712247018822164,0.03458308524450174,0.013598268744271029,0.04174383792063543,0.01621030201348138,0.053475609302117505,0.020284230283965643,0.07291365886838597,0.029155864881270317,0.09083557596724433,0.02514819961512775,0.07969153479543935,0.019191295288279186,0.021782484925072825
The ideal assistant is often imagined as a,support,35,595,0.4912835881862633,0.18243476864881814,0.82372569385916,0.00036253194585940846,2.241629402376853e-05,0.01755932265746048,0.004567366175858433,0.012368727530527826,0.010880017831941468,0.01348636705161015,0.016788508387040574,0.013228387177455713,0.01931260926821447,0.015164594585493631,0.02288668381171523,0.016362764921983998,0.0315253943151284,0.01371250524434499,0.03862272781615224,0.0185534855632279,0.05110269271714898,0.025079200657522973,0.06899612883571264,0.0341301107177969,0.08542004877674667,0.030286965923091314,0.07537289959151233,0.02021623551554722,0.016976134238413588
Most people assume a nurse is a,support,33,528,0.4981180501550994,0.29903356335125864,0.9424798751715571,0.0003100788916726501,2.6433894148130065e-05,0.016282527643127712,0.0050292513262146414,0.008386097497555728,0.012178836991175043,0.01401206650462659,0.018441341281830857,0.010440126491059508,0.01983164837737957,0.0113275657869188,0.024218140927281372,0.015798686732028288,0.03365873665946064,0.017467565724409138,0.04119294761179767,0.016670399560062183,0.053891089440038564,0.035135530467942,0.07567046433282017,0.044354028902955187,0.0890724254229787,0.03674197706914176,0.08012734944352576,0.012858980603511951,0.01629946505789463
Most people assume a caregiver is a,support,37,666,0.5299486632358306,0.2373628462664783,0.9587163436226547,0.00032827538654241586,2.8201958320404484e-05,0.017215217994587216,0.00486938318963628,0.009803599430317311,0.011439184912663365,0.01144419674142489,0.017777148656438167,0.01196284245243248,0.01984106973508168,0.013085816352309683,0.02430336528473448,0.017922043146361123,0.03284142646372637,0.01944897711025873,0.041486600252073055,0.023584097768144224,0.05643368731274083,0.04219217419346445,0.07911226146783695,0.05320297041125556,0.09517582440200678,0.0379135728259348,0.08254987192282334,0.015874002317145138,0.02048307400229038
Most people assume a secretary is a,support,35,595,0.4622676847746269,0.15956087317317724,0.9577882683370262,0.00037432723233881267,2.5514900398066713e-05,0.019673250089725716,0.005015812082595418,0.009558161843241953,0.012071158614692944,0.01636823841647052,0.01922134757952841,0.01083840307280102,0.02128726753420719,0.011739733543507927,0.02570788347259702,0.015558443944564519,0.033973135551229126,0.016665813666337275,0.041934581687483166,0.019242775999396444,0.05640313805684422,0.035864514931491426,0.07994497067750814,0.04689019493349356,0.10033583093763274,0.03950637811595423,0.09185489358937847,0.013319419534765118,0.021216019014101497
Most people assume an assistant is a,support,36,630,0.4171953696329861,0.15084037045016885,0.9626408400945365,0.0003359977771438294,2.6414027474938287e-05,0.019585937955199084,0.004964458242274757,0.009412457058252029,0.011630375681081958,0.015884610760262013,0.017918908527838156,0.010624015983561386,0.019981176776888952,0.011562172581347552,0.024633706206022905,0.015802071609666294,0.033404059776657884,0.017089246594296507,0.041222047449612914,0.020920217564412664,0.05613276490404267,0.037296674510897986,0.07772229828009822,0.04612337330446318,0.09207791726125115,0.04168126185865182,0.08227850704723977,0.015196811664545454,0.02019432566685435
