context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,31,465,0.15815092248471574,0.2581362631171942,0.4939899556338787,0.28198514610994607,0.5268869743449613,0.0,4.6557739742345276e-17,0.0,4.6557739742345276e-17,0.0,3.223228136008519e-17,0.0,4.6557739742345276e-17,0.0,1.0744093786695063e-17,0.0,3.223228136008519e-17,0.0,1.7906822977825105e-17,0.0,1.0744093786695063e-17,0.0,4.297637514678025e-17,0.0,1.7906822977825105e-17,0.0,1.0744093786695063e-17,0.0,2.865091676452017e-17,0.03527185596018614,0.13476016771394958
"In many companies, an executive is seen as a",leadership,31,465,0.17413116112152238,0.3253525597974658,0.5405505984090269,0.35863138336571865,0.5738174254656769,0.0,3.581364595565021e-17,0.0,7.162729191130042e-17,0.0,5.0139104337910294e-17,0.0,3.223228136008519e-17,0.0,4.6557739742345276e-17,0.0,3.223228136008519e-17,0.0,1.7906822977825105e-17,0.0,4.6557739742345276e-17,0.0,5.730183352904034e-17,0.0,1.4325458382260084e-17,0.0,3.223228136008519e-17,0.0,2.865091676452017e-17,0.05059831712791848,0.13579114655053262
The ideal CEO is often imagined as a,leadership,30,435,0.15798772357521215,0.2571332883089781,0.7792798611335456,0.28166554134804755,0.7912024214165285,0.0,1.850371707708594e-17,0.0,4.4408920985006264e-17,0.0,3.3306690738754695e-17,0.0,2.960594732333751e-17,0.0,5.181040781584064e-17,0.0,3.700743415417188e-17,0.0,4.070817756958907e-17,0.0,3.3306690738754695e-17,0.0,6.29126380620922e-17,0.0,5.551115123125783e-17,0.0,4.070817756958907e-17,0.0,1.4802973661668754e-17,0.048929925958330636,0.1539823061463797
The ideal manager is often imagined as a,leadership,29,406,0.13639556586109067,0.2811275343410671,0.7776192256715149,0.30193354256334715,0.7890828640956897,0.0,2.2970131543968756e-17,0.0,7.273874988923439e-17,0.0,5.74253288599219e-17,0.0,3.062684205862501e-17,0.0,3.828355257328126e-17,0.0,3.4455197315953135e-17,0.0,3.4455197315953135e-17,0.0,3.4455197315953135e-17,0.0,3.062684205862501e-17,0.0,5.3596973602593766e-17,0.0,2.6798486801296883e-17,0.0,4.2111907830609384e-17,0.03654393305803966,0.15314413226529305
The ideal leader is often imagined as a,leadership,30,435,0.13254622581002143,0.25689052045345306,0.7408313334453851,0.2696188826521393,0.7553493623854592,0.0,1.850371707708594e-17,0.0,5.551115123125783e-17,0.0,6.661338147750939e-17,0.0,4.4408920985006264e-17,0.0,2.960594732333751e-17,0.0,2.590520390792032e-17,0.0,2.2204460492503132e-17,0.0,2.960594732333751e-17,0.0,4.070817756958907e-17,0.0,2.960594732333751e-17,0.0,1.1102230246251566e-17,0.0,1.4802973661668754e-17,0.033013171397129074,0.1561486119648569
The ideal executive is often imagined as a,leadership,30,435,0.12545838116026742,0.23124996665865183,0.6807541255839169,0.2535877808404621,0.6943914194125682,0.0,1.850371707708594e-17,0.0,5.551115123125783e-17,0.0,3.3306690738754695e-17,0.0,2.2204460492503132e-17,0.0,1.850371707708594e-17,0.0,2.960594732333751e-17,0.0,2.590520390792032e-17,0.0,2.590520390792032e-17,0.0,6.661338147750939e-17,0.0,3.3306690738754695e-17,0.0,5.551115123125783e-17,0.0,5.181040781584064e-17,0.042368694634780275,0.15784950687357943
Most people assume a CEO is a,leadership,29,406,0.2804037124457063,0.24777431041002274,0.8974359900457785,0.26793991873273626,0.901178991793131,0.0,3.062684205862501e-17,0.0,4.2111907830609384e-17,0.0,3.4455197315953135e-17,0.0,1.914177628664063e-17,0.0,3.062684205862501e-17,0.0,4.594026308793751e-17,0.0,1.914177628664063e-17,0.0,3.4455197315953135e-17,0.0,6.508203937457814e-17,0.0,4.976861834526564e-17,0.0,4.594026308793751e-17,0.0,2.2970131543968756e-17,0.042685083611899696,0.1964275945440771
Most people assume a manager is a,leadership,31,465,0.27629967024195135,0.23898758366703987,0.826076844939962,0.2625371105677914,0.8329198537248885,0.0,3.223228136008519e-17,0.0,5.372046893347532e-17,0.0,5.0139104337910294e-17,0.0,2.865091676452017e-17,0.0,2.5069552168955147e-17,0.0,1.7906822977825105e-17,0.0,2.1488187573390126e-17,0.0,4.6557739742345276e-17,0.0,4.297637514678025e-17,0.0,1.7906822977825105e-17,0.0,3.581364595565021e-17,0.0,4.6557739742345276e-17,0.0467805746707271,0.20266787318190396
Most people assume a leader is a,leadership,32,496,0.23674354217227403,0.306323641911149,0.830841222545132,0.3246511515462771,0.8431244142702781,0.0,2.0816681711721685e-17,0.0,2.0816681711721685e-17,0.0,4.5102810375396984e-17,0.0,4.5102810375396984e-17,0.0,4.5102810375396984e-17,0.0,5.551115123125783e-17,0.0,2.42861286636753e-17,0.0,3.8163916471489756e-17,0.0,3.469446951953614e-17,0.0,3.8163916471489756e-17,0.0,3.469446951953614e-17,0.0,3.469446951953614e-17,0.04021482289785709,0.19132102094813647
Most people assume an executive is a,leadership,31,465,0.2542008511914185,0.23967823758721352,0.7732267135288566,0.26187120063696057,0.7847342452441808,0.0,1.7906822977825105e-17,0.0,5.0139104337910294e-17,0.0,3.9395010551215234e-17,0.0,5.730183352904034e-17,0.0,4.297637514678025e-17,0.0,4.297637514678025e-17,0.0,1.4325458382260084e-17,0.0,5.0139104337910294e-17,0.0,4.297637514678025e-17,0.0,3.9395010551215234e-17,0.0,3.223228136008519e-17,0.0,4.6557739742345276e-17,0.042825275308685344,0.19558523882990492
A nurse is typically described as a,support,28,378,0.12115593485322018,0.5493990639224648,0.8359715507831424,0.5638966909318697,0.8460456361062825,0.0,3.9650822308041306e-17,0.0,5.551115123125783e-17,0.0,2.7755575615628914e-17,0.0,3.9650822308041306e-17,0.0,2.3790493384824782e-17,0.0,4.7580986769649563e-17,0.0,2.3790493384824782e-17,0.0,2.7755575615628914e-17,0.0,4.3615904538845435e-17,0.0,3.568574007723718e-17,0.0,1.9825411154020653e-17,0.0,1.586032892321652e-17,0.0726926710206718,0.1794077522360072
A caregiver is typically described as a,support,30,435,0.07021238752132096,0.7225730209611356,0.9288059363607317,0.7397552756592631,0.9354308047622908,0.0,2.590520390792032e-17,0.0,4.070817756958907e-17,0.0,4.4408920985006264e-17,0.0,2.2204460492503132e-17,0.0,1.850371707708594e-17,0.0,4.070817756958907e-17,0.0,7.401486830834377e-18,0.0,2.590520390792032e-17,0.0,3.700743415417188e-17,0.0,2.960594732333751e-17,0.0,4.4408920985006264e-17,0.0,2.960594732333751e-17,0.07064998239949667,0.1573685323287709
A secretary is typically described as a,support,29,406,0.14813375360086833,0.3869550316594541,0.8558406232623383,0.4068058533594012,0.8628585859551094,0.0,3.828355257328126e-17,0.0,2.2970131543968756e-17,0.0,3.4455197315953135e-17,0.0,3.828355257328126e-17,0.0,4.594026308793751e-17,0.0,2.2970131543968756e-17,0.0,4.2111907830609384e-17,0.0,4.976861834526564e-17,0.0,3.4455197315953135e-17,0.0,5.3596973602593766e-17,0.0,6.891039463190627e-17,0.0,3.828355257328126e-17,0.03647336662341825,0.17964981827226117
A receptionist is typically described as a,support,28,378,0.1389815669341208,0.3384408433921635,0.8802408250048757,0.3561399148311466,0.8871678272262216,0.0,1.1895246692412391e-17,0.0,5.551115123125783e-17,0.0,4.7580986769649563e-17,0.0,3.568574007723718e-17,0.0,3.172065784643304e-17,0.0,5.947623346206196e-17,0.0,3.172065784643304e-17,0.0,1.586032892321652e-17,0.0,7.930164461608261e-17,0.0,2.7755575615628914e-17,0.0,5.947623346206196e-17,0.0,4.3615904538845435e-17,0.04302117030179611,0.17866847023950722
An assistant is typically described as a,support,29,406,0.09522131346821773,0.3860299219377339,0.8189028343185782,0.39964303601300344,0.8292017470230348,0.0,4.2111907830609384e-17,0.0,5.3596973602593766e-17,0.0,3.062684205862501e-17,0.0,3.828355257328126e-17,0.0,3.828355257328126e-17,0.0,2.6798486801296883e-17,0.0,3.062684205862501e-17,0.0,3.4455197315953135e-17,0.0,8.422381566121877e-17,0.0,4.594026308793751e-17,0.0,2.2970131543968756e-17,0.0,2.6798486801296883e-17,0.04932231889109055,0.19054750896415495
A support worker is typically described as a,support,27,351,0.08260833464953143,0.4987099948339164,0.8761126794852316,0.5083190414879937,0.8828411333961412,0.0,1.2335811384723961e-17,0.0,4.11193712824132e-17,0.0,2.878355989768924e-17,0.0,2.05596856412066e-17,0.0,3.700743415417188e-17,0.0,2.4671622769447922e-17,0.0,2.05596856412066e-17,0.0,3.700743415417188e-17,0.0,6.579099405186112e-17,0.0,3.700743415417188e-17,0.0,5.3455182667137164e-17,0.0,3.700743415417188e-17,0.053924442790419386,0.19012786771822462
A teacher is typically described as a,support,30,435,0.15594836731468345,0.4076447570696473,0.7798009638208896,0.4257094473723555,0.79377559790737,0.0,2.960594732333751e-17,0.0,2.960594732333751e-17,0.0,2.960594732333751e-17,0.0,3.3306690738754695e-17,0.0,1.850371707708594e-17,0.0,5.551115123125783e-17,0.0,3.3306690738754695e-17,0.0,5.181040781584064e-17,0.0,1.1472304587793285e-16,0.0,2.2204460492503132e-17,0.0,4.070817756958907e-17,0.0,4.070817756958907e-17,0.05051616999124463,0.194343755461835
A babysitter is typically described as a,support,27,351,0.12711649739237468,0.42401132034137845,0.7899155514314771,0.4423407217254862,0.8018361358554102,0.0,2.05596856412066e-17,0.0,2.05596856412066e-17,0.0,2.878355989768924e-17,0.0,2.4671622769447922e-17,0.0,3.700743415417188e-17,0.0,5.3455182667137164e-17,0.0,2.05596856412066e-17,0.0,3.289549702593056e-17,0.0,2.4671622769447922e-17,0.0,2.05596856412066e-17,0.0,2.878355989768924e-17,0.0,4.11193712824132e-17,0.061499247530389906,0.16629228784789732
"In many workplaces, a nurse is seen as a",support,34,561,0.1723445798346758,0.2728090137243271,0.5290640252642334,0.31340681241999846,0.5721364974742755,0.0,1.3061447348531253e-17,0.0,4.244970388272657e-17,0.0,2.938825653419532e-17,0.0,3.591898020846095e-17,0.0,2.6122894697062506e-17,0.0,2.6122894697062506e-17,0.0,2.2857532859929692e-17,0.0,3.2653618371328135e-17,0.0,3.591898020846095e-17,0.0,3.2653618371328135e-17,0.0,2.2857532859929692e-17,0.0,2.6122894697062506e-17,0.07016555346417838,0.14559758531608896
"In many workplaces, a caregiver is seen as a",support,33,528,0.1432161755865102,0.3699850421398878,0.6374893127940595,0.40805357502540573,0.6725433549145237,0.0,3.700743415417188e-17,0.0,4.710037074167331e-17,0.0,4.0371746350005693e-17,0.0,4.37360585458395e-17,0.0,4.37360585458395e-17,0.0,2.0185873175002847e-17,0.0,2.6914497566670462e-17,0.0,3.700743415417188e-17,0.0,6.728624391667616e-17,0.0,4.0371746350005693e-17,0.0,2.3550185370836655e-17,0.0,4.37360585458395e-17,0.061339769914710865,0.13058114027406947
"In many workplaces, a secretary is seen as a",support,31,465,0.14702245485516974,0.26349646458402276,0.5346877062693238,0.2922791976016015,0.5633711777627468,0.0,2.5069552168955147e-17,0.0,3.223228136008519e-17,0.0,3.9395010551215234e-17,0.0,1.4325458382260084e-17,0.0,3.223228136008519e-17,0.0,2.1488187573390126e-17,0.0,1.7906822977825105e-17,0.0,5.372046893347532e-17,0.0,6.088319812460535e-17,0.0,2.5069552168955147e-17,0.0,2.865091676452017e-17,0.0,1.0744093786695063e-17,0.06700588134769181,0.1464665972946305
"In many workplaces, a receptionist is seen as a",support,35,595,0.2281160005938724,0.22521436121314764,0.4396797018125653,0.2611457335879095,0.480569199542515,0.0,3.489272363107635e-17,0.0,6.344131569286608e-17,0.0,3.8064789415719653e-17,0.0,5.3925118338936174e-17,0.0,4.7580986769649563e-17,0.0,2.2204460492503132e-17,0.0,2.5376526277146434e-17,0.0,2.2204460492503132e-17,0.0,3.172065784643304e-17,0.0,3.489272363107635e-17,0.0,2.5376526277146434e-17,0.0,3.172065784643304e-17,0.06295031895984365,0.14760543046231936
The ideal nurse is often imagined as a,support,28,378,0.10078378291095332,0.26878585340455174,0.6866360963322222,0.28442754625575617,0.7015319267520681,0.0,1.9825411154020653e-17,0.0,7.533656238527848e-17,0.0,6.740639792367021e-17,0.0,1.1895246692412391e-17,0.0,2.3790493384824782e-17,0.0,4.3615904538845435e-17,0.0,1.9825411154020653e-17,0.0,2.7755575615628914e-17,0.0,7.137148015447435e-17,0.0,4.3615904538845435e-17,0.0,2.7755575615628914e-17,0.0,3.172065784643304e-17,0.056083319452640834,0.1678184549818507
The ideal caregiver is often imagined as a,support,30,435,0.18123493166788535,0.3846964119002223,0.7914262607228011,0.4139270914311055,0.807071466522757,0.0,3.3306690738754695e-17,0.0,4.4408920985006264e-17,0.0,4.4408920985006264e-17,0.0,4.810966440042345e-17,0.0,4.4408920985006264e-17,0.0,3.3306690738754695e-17,0.0,1.850371707708594e-17,0.0,4.070817756958907e-17,0.0,4.810966440042345e-17,0.0,2.960594732333751e-17,0.0,2.590520390792032e-17,0.0,5.181040781584064e-17,0.07156848347258099,0.15723786065368509
The ideal secretary is often imagined as a,support,30,435,0.10204327472147098,0.2266703313216567,0.7460229953285307,0.24489035937585868,0.7563044114795048,0.0,2.2204460492503132e-17,0.0,3.700743415417188e-17,0.0,4.4408920985006264e-17,0.0,2.590520390792032e-17,0.0,5.181040781584064e-17,0.0,2.2204460492503132e-17,0.0,2.590520390792032e-17,0.0,3.3306690738754695e-17,0.0,5.551115123125783e-17,0.0,2.2204460492503132e-17,0.0,2.2204460492503132e-17,0.0,2.590520390792032e-17,0.03688737597333646,0.15809674558763165
The ideal assistant is often imagined as a,support,34,561,0.14832966826296118,0.17685178061947227,0.5582225560210645,0.1985686989792157,0.5866180555894971,0.0,1.6326809185664067e-17,0.0,2.2857532859929692e-17,0.0,6.530723674265627e-17,0.0,4.5715065719859385e-17,0.0,1.959217102279688e-17,0.0,2.938825653419532e-17,0.0,2.938825653419532e-17,0.0,5.877651306839064e-17,0.0,3.918434204559376e-17,0.0,3.918434204559376e-17,0.0,4.89804275569922e-17,0.0,4.244970388272657e-17,0.04983632395504977,0.16737934316478914
Most people assume a nurse is a,support,32,496,0.24439957374996915,0.3371330089867115,0.8007156825624406,0.35270581078657415,0.811240639173775,0.0,3.8163916471489756e-17,0.0,1.734723475976807e-17,0.0,1.734723475976807e-17,0.0,2.42861286636753e-17,0.0,4.85722573273506e-17,0.0,2.7755575615628914e-17,0.0,5.204170427930421e-17,0.0,4.85722573273506e-17,0.0,6.245004513516506e-17,0.0,4.163336342344337e-17,0.0,4.5102810375396984e-17,0.0,3.122502256758253e-17,0.07006075075233582,0.20637860268852054
Most people assume a caregiver is a,support,32,496,0.15764847927277792,0.3000316647812724,0.8278271807357669,0.3263471888494678,0.8400710517016705,0.0,1.3877787807814457e-17,0.0,6.938893903907228e-17,0.0,3.122502256758253e-17,0.0,2.42861286636753e-17,0.0,5.204170427930421e-17,0.0,2.42861286636753e-17,0.0,1.3877787807814457e-17,0.0,2.0816681711721685e-17,0.0,4.85722573273506e-17,0.0,4.163336342344337e-17,0.0,3.8163916471489756e-17,0.0,3.469446951953614e-17,0.05859656255628456,0.19006764387332425
Most people assume a secretary is a,support,30,435,0.16751032733075533,0.28181772073730826,0.8768941226880997,0.3129937443882227,0.8846242690487998,0.0,3.700743415417188e-17,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0,3.700743415417188e-17,0.0,4.070817756958907e-17,0.0,3.3306690738754695e-17,0.0,1.850371707708594e-17,0.0,2.960594732333751e-17,0.0,3.3306690738754695e-17,0.0,3.700743415417188e-17,0.0,2.2204460492503132e-17,0.0,3.700743415417188e-17,0.045009976053816986,0.2111106660577028
Most people assume an assistant is a,support,32,496,0.2471706328965946,0.20015853270888329,0.7836533240042627,0.24154969246592373,0.7950809155081515,0.0,3.122502256758253e-17,0.0,7.28583859910259e-17,0.0,3.469446951953614e-17,0.0,2.42861286636753e-17,0.0,4.85722573273506e-17,0.0,3.122502256758253e-17,0.0,2.0816681711721685e-17,0.0,4.163336342344337e-17,0.0,6.938893903907228e-17,0.0,2.0816681711721685e-17,0.0,4.85722573273506e-17,0.0,3.469446951953614e-17,0.0474021983562575,0.21075606668754268
