context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
"In many companies, a leader is seen as a",leadership,31,465,0.24428687009818092,0.38019477017223835,0.6840605335310102,0.410976808401756,0.7108093948336318,0.0010792074493296176,5.146092581745813e-05,0.005532162894664204,0.0002649442112330847,0.009294647824057527,0.00038918729045096307,0.008661748764014281,0.0007164166089816171,0.004961803316073699,0.001491558494906446,0.0044386287458224845,0.0020134130432890047,0.007355388335302617,0.0027071594522569686,0.0065593368485586554,0.003325033125170414,0.006100722266137888,0.004046105618096396,0.006448122041099842,0.004521639513542875,0.00837688403045827,0.005250181365261263,0.008346048179488695,0.005694282214393459,0.009096521598722398,0.0062503936165737425,0.010064892474719984,0.007534493120688868,0.01247673644266914,0.008833587960287803,0.009208850594778474,0.010234616862952602,0.009851848910386218,0.012182349991538572,0.011389486883964161,0.014086818021903015,0.011933270729383296,0.016693648908236512,0.020248040507301703,0.020161267851309946,0.022173096009906294,0.026110645676117077,0.019412296802252996,0.028602891147834226,0.01558172262928215,0.03059339027339118,0.02433200952914703,0.03613715961579579,0.02894895872096789,0.03773967823056351,0.02797243753721732,0.031816336643402846,0.031143733663943494,0.030755616506128024,0.033462330497763024,0.03559254978752906,0.03860088177691499,0.03972624611496811,0.034947071464661146,0.03947330398777093,0.1391663257759307,0.09272003583975444
"In many companies, an executive is seen as a",leadership,29,406,0.3096882011448255,0.3203622344881296,0.6827930388972163,0.3491312171681784,0.6991376275545917,0.001215469289055679,6.882628824254362e-05,0.006465984281391325,0.0002617737767766158,0.010394389993227593,0.00039367213566670977,0.009385163196283748,0.0006811334458211945,0.0054172379265308174,0.0013519969038378312,0.004920339370186324,0.001899861857742843,0.008184288178419867,0.0026195074370373504,0.006733538180427757,0.003372268865296911,0.005715653708168343,0.00406223802349409,0.005913014312605321,0.004519246782984359,0.008139164461868744,0.005184654342475259,0.007742404612851324,0.005583493919261966,0.007625841969173701,0.006079880823465536,0.008845830633608123,0.007217251779937851,0.011682340479038055,0.008262984231509105,0.008044210583172763,0.009233981544692038,0.008035920237036816,0.01076152269987141,0.009698907562894534,0.012564968101260614,0.008936329956695415,0.014765798255456078,0.016580983840996568,0.017693627415481493,0.018767801881752894,0.02291796547704784,0.015817317116186422,0.024348052457717807,0.012310123872465684,0.02695619624524285,0.02080785274370342,0.031539793526431784,0.025683803536359302,0.03191927074117963,0.02320390951644905,0.026851911376419853,0.024471505168429924,0.025739004130958337,0.02689959385552379,0.029813508865080603,0.032661548531777246,0.032938304629347624,0.029911793034829316,0.03315235188664675,0.12610362878759734,0.08602441221689977
The ideal CEO is often imagined as a,leadership,27,351,0.19582870896620838,0.3228880986571312,0.6240663528442383,0.33832264636293985,0.643669355311431,0.0010962068229090059,7.420499017299044e-05,0.008552351640387763,0.0003590127180837983,0.013842236203997299,0.0005124348868920966,0.011672255022613669,0.000779243742424062,0.007267927752891065,0.0015140719359515442,0.006882208736135095,0.0020451453748514333,0.01198690754026673,0.0028106873854125895,0.009896399879931564,0.0033598149232226936,0.006574102046872326,0.0040687820353980456,0.006985259793117051,0.004574662757562292,0.009113153122331082,0.004935203700958877,0.009043491082108673,0.005485698629488749,0.008319457541249084,0.005959165653016668,0.008981593194819339,0.006847942915342446,0.009093488641282465,0.008044757583424362,0.01103272887834529,0.009095696656486943,0.009089561805244452,0.010156227831351743,0.011732481892310144,0.011944849170170793,0.010474777173903469,0.014191325688862578,0.01709465093581387,0.01560724148874466,0.01642462056289778,0.020635102489382492,0.015124354922304245,0.02221501563203159,0.015254309036396567,0.02612976219180534,0.025472849792874477,0.03399136850464848,0.031275837933362145,0.03494075604506987,0.021287166920595804,0.025999211152411866,0.022933999362907333,0.024806157183534818,0.02414347190120925,0.028759979478077513,0.03431164638301733,0.03243982782518235,0.03203988950650259,0.033284245621177114,0.146290708565355,0.115179285960932
The ideal manager is often imagined as a,leadership,31,465,0.19756039251247745,0.3173965192399919,0.5671101212501526,0.3354542358138133,0.5989936183905229,0.0011816189059316866,7.258307822056684e-05,0.009022561507121132,0.0003401352585609821,0.013794697549182933,0.0004993337502543529,0.011614819384026436,0.0007685914608000195,0.007561468138950524,0.001498116409708553,0.007172970812844348,0.0022108586285731506,0.011802610067500293,0.002905110382166282,0.010625496738802354,0.003556103785897174,0.007769820661139081,0.004221555281859012,0.008276749882800014,0.00473771636759487,0.009793448164094954,0.005064830008216355,0.009777596371464144,0.005585919465564125,0.00833515351515271,0.006066863236452586,0.009556339153706605,0.007077083863963874,0.011064956851572308,0.008628411748461188,0.012035172279305822,0.009882203696299656,0.010245831035859168,0.010841245347964332,0.012250874197767166,0.01296684031829375,0.011470725057117891,0.01526867090600518,0.01838447160970501,0.01688408116325412,0.01735927768177741,0.02109744566378819,0.015733985985142074,0.022879470005898576,0.015069990129416518,0.026942875003600656,0.024816955762269582,0.03456394681755537,0.02953626384673627,0.03487213163679344,0.02094570435526159,0.02738774433892359,0.021691410051214992,0.026082465842683138,0.023720252817262637,0.029879906817870106,0.03324591976261394,0.03392381356461578,0.03282647806635244,0.03468752393257613,0.15543346488006968,0.11495913764041536
The ideal leader is often imagined as a,leadership,32,496,0.18242752421050382,0.3871426139958203,0.6393524962477386,0.4126139710424468,0.6802323600859381,0.0011339997684209205,6.149915895601807e-05,0.008044101836029166,0.00031335985284176165,0.013337541556874008,0.0004788161783956385,0.012183814433862796,0.0007737488603985938,0.00850035773946301,0.0014519991716953756,0.007842202302999644,0.002264529762896001,0.011390535460951829,0.003139266517263043,0.009800420483112906,0.003700393466914663,0.008357393377533568,0.0047120926469594905,0.009013661458295805,0.005225346740866665,0.011270462446739305,0.0055036269561671465,0.010868511973457317,0.006189280160762339,0.009586056946406329,0.006651062213013002,0.010774011522695704,0.00775516911315275,0.011347959048714632,0.009033715596422222,0.012033271375679831,0.010233595440120598,0.009318871442305884,0.011086582122396903,0.01352039454366342,0.012924846348632172,0.011736048095994486,0.015275558392213048,0.020209896226057126,0.017386652953476953,0.01835970606873774,0.02227383292887291,0.01678161246799117,0.024424216526553414,0.01633134165010159,0.02852831693273911,0.029674779557435447,0.03675952125200885,0.03194686396424953,0.03697111350001753,0.02225491802242039,0.02916943255402867,0.02351592847793449,0.027744017329975567,0.026150460341335276,0.03174629266771975,0.035368844681149106,0.03687771920113532,0.0343786436577935,0.037557763860199586,0.15788911876336587,0.12174250816064164
The ideal executive is often imagined as a,leadership,31,465,0.18387448859299202,0.312526170630008,0.5822441759519279,0.33350674755638465,0.6211323286406696,0.00113208363905539,7.694397413317691e-05,0.008862476152188764,0.0003061763056536747,0.014045034879765135,0.00047471089819149615,0.01242144451319164,0.0007433931907707513,0.009119329389097586,0.0013945076273087318,0.00980168662667083,0.0019811551366049635,0.013850257208829904,0.0027422554540209587,0.012073374517583444,0.0033990998398927275,0.01015000676474386,0.004161684242572432,0.009372088226519651,0.004707026681455266,0.011476669204097002,0.004994071890312452,0.009857901876898053,0.0056637729448385235,0.008545346993420147,0.006229920374607915,0.009971064022997257,0.0072175480126411735,0.008683576147044817,0.009037435411759963,0.012635730145458992,0.010151084174025727,0.008650231779198825,0.011206182467933385,0.011783147551745483,0.013375978909867007,0.01001996754726399,0.01601127546618836,0.01789984127871236,0.018042103629015295,0.016846468950588816,0.021870721490557934,0.014415230662246403,0.023743352336772182,0.015933405851593252,0.027997621425011505,0.02805984828483128,0.03599740908244843,0.03386486465995758,0.036049863018084945,0.027425184779579826,0.028689059345426204,0.027882701166583677,0.027551980812501296,0.03242824049154547,0.03154797658501566,0.04051300253082642,0.035872756242531195,0.04002759001258891,0.03679200379100548,0.1560020841812685,0.11165643318999408
Most people assume a CEO is a,leadership,32,496,0.3419176871297067,0.3512222249992192,0.9094154364429414,0.38491472144960426,0.9179040710587287,0.0011341581058749999,7.010639820044864e-05,0.005568459597088692,0.0003573379996712929,0.013041999503746678,0.0006262872630782915,0.011634660766232981,0.0011210866432565317,0.009227427329978492,0.002089483280635032,0.006280829595088542,0.0029443576638014737,0.01078451914750188,0.004328299598732318,0.008974375868186375,0.005570265260265279,0.007494314233202072,0.0063990432025466774,0.009437739282845171,0.007267455036886528,0.011591626302562575,0.00797411688010851,0.01208369245126909,0.008899934796838368,0.011013262297936859,0.009605730388799916,0.01203997868380285,0.011244712106914825,0.01049334731382262,0.011904011344164012,0.008790643739493353,0.012783008026425513,0.009248489272118592,0.015237582574455538,0.011977246186933988,0.016967816076372485,0.011249656819821176,0.01992266653997994,0.019459927235956038,0.022864394473073826,0.020285826131710875,0.030837237379736517,0.011876831736941658,0.031057037661267377,0.011751753841346194,0.03660919522644438,0.019636606216455053,0.044952433356884855,0.023031675777147275,0.04560546694590894,0.018179158396141145,0.03756795387556282,0.019101533170198068,0.03539315682583295,0.021422261278796966,0.04241686091668502,0.030109516352635042,0.045861229077072,0.02628163360864411,0.0460183721884275,0.16602683645117863,0.17146028054216203
Most people assume a manager is a,leadership,31,465,0.3404719509492379,0.4608114310540259,0.8972449968568981,0.48005258842385956,0.9043345592945116,0.0009962012950595143,5.90017370489947e-05,0.005499906337786854,0.00036740950959445937,0.013402752691251886,0.0006822453619611177,0.01274507188253396,0.001244802544597926,0.009714027230061035,0.002326711611232682,0.007877755324905682,0.0032964141757808488,0.012676222692335854,0.004529074149816023,0.01138692690502511,0.005926011207832301,0.008020418119496317,0.00688148685905692,0.01066930492076242,0.007744343123286015,0.0133624211603154,0.008513285345295689,0.013614155265183605,0.009446723498889352,0.011583968482339174,0.010294138122254297,0.012334237808273082,0.012111404137447117,0.011726111467079211,0.012942478875950758,0.010368883584820347,0.014002879975820264,0.010642569248041408,0.016631737298104358,0.01327426847377964,0.019035644667088774,0.01364334645342464,0.022363174168048262,0.02222058794019417,0.025742178874982525,0.021682042235647025,0.03399851166699756,0.014905553156992619,0.03420577888899012,0.013831637909286263,0.03966563315058565,0.021940645653592744,0.04678914696127017,0.027130917213222108,0.047778891600253094,0.022561585646653982,0.03972917072761817,0.024461310335570245,0.03808481738143608,0.02732596582274816,0.04420302977336928,0.036126377682794544,0.04690595043421699,0.03302043768955379,0.046618079118179855,0.17067990030012878,0.1788506387078928
Most people assume a leader is a,leadership,32,496,0.32295251334010416,0.510202445089817,0.9319766204571351,0.5277979800303001,0.9389223354774003,0.0010798775361234067,5.755816431610161e-05,0.004842744443267307,0.000302858097863172,0.012337804704504142,0.0005971840261177822,0.011758803525577333,0.00109423937411195,0.009215286717796166,0.0020916618762462195,0.00787091268594818,0.002957341156116594,0.011226254274186739,0.0043049896646601485,0.009808632563850797,0.005436131895826254,0.008824302387144259,0.006381695956350755,0.0110252870007605,0.007076928051480996,0.013685900620227747,0.007546146859927612,0.015362168305273255,0.008407686569605909,0.014076326157793561,0.009268335323296708,0.01529193177114147,0.011211036085721025,0.012403855050920039,0.012157479859665213,0.012989816559153319,0.013399835809795462,0.011335456901905714,0.01603738649989258,0.017828769935477704,0.01829652140141465,0.0170785335961499,0.02208834776648527,0.02669273486037383,0.025532093056197667,0.02531556525256516,0.033369140629879,0.017892457610023116,0.03414629697627229,0.016183748702357593,0.03976652800192349,0.031198795912724002,0.04934279993600055,0.03657621493317189,0.04922042936674051,0.027326493807843334,0.041713970786863654,0.03229263404545695,0.03937206606428417,0.035875836564312966,0.045945214178274525,0.04733497627883742,0.05168436846485896,0.04142158885380697,0.051416741758394564,0.20195872350200741,0.18259241877879875
Most people assume an executive is a,leadership,32,496,0.3351582484678888,0.386084558442235,0.8960934681817889,0.4134794810670428,0.9042051057331264,0.0010700591829886207,6.399846719844227e-05,0.0056064537124542934,0.0003711472234886361,0.013192761313087886,0.0006569693445443794,0.012179628182729855,0.001140634621290739,0.011821257828692725,0.0020021244396767994,0.008529962992774908,0.0029094235261290097,0.011451623139112636,0.004506064151969639,0.009889256819656673,0.00602734509238672,0.007450518786653994,0.007335835524607075,0.008895939313982868,0.008491841464538054,0.011766912403837152,0.009263318900091178,0.01119829288420503,0.010294908401490086,0.010557902986163492,0.011281806991937229,0.012335096793443983,0.013194507377250576,0.012646807093147533,0.013983674406025125,0.011421625814868329,0.015128608955364314,0.010488501030073196,0.017787750412241878,0.012310561651321342,0.0199840985146905,0.012174611800636299,0.023378146859899335,0.019497086993686876,0.027197207053128284,0.019712737122294783,0.034067900603123716,0.01164775188282905,0.03421393348388581,0.011209471821885704,0.03953172599678837,0.01740934105889059,0.04633452056402722,0.021821728379430853,0.04668158589471199,0.01625068218487653,0.03908609311732088,0.018575129523710245,0.03703793561146532,0.021189158344395324,0.04375887068923586,0.03101251071728814,0.046797101045118944,0.028427541025374696,0.04623111722363504,0.16556163820806205,0.15297891962585447
