context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
"In many companies, a leader is seen as a",leadership,32,496,0.4062693797847582,0.38019456807523966,0.7185042593628168,0.001095426461439923,5.0187639663478584e-05,0.004762932836999017,0.0002760755231570912,0.006174459122340235,0.00036759566114177855,0.00529512760915991,0.0006682512563434689,0.0038144656575526117,0.001309187238664876,0.00415856703713255,0.0018395983669573374,0.006226963779581819,0.002732543254092678,0.005804309272716522,0.0034261792610395907,0.005573841424028853,0.004141297669543437,0.0060237348215747355,0.004572306692154485,0.00746846102397332,0.005251851666971296,0.007504788230406674,0.005623313078009822,0.007744158229446246,0.006386180071184466,0.008829358637687896,0.0076775906700383215,0.01177884476987465,0.008937354254150771,0.008392316853056213,0.010216877174206981,0.008822296897730578,0.01199987265062049,0.010619982012698604,0.0139233549344124,0.012491651526153651,0.016209292518430514,0.018298272594111594,0.019881830444106362,0.01934174330130983,0.025933891064386042,0.015869780730457042,0.02813624767324137,0.013233012523358852,0.030745187665720045,0.020082326195319564,0.03657754775970352,0.024567615665439867,0.03794789072385445,0.025419094345857925,0.03237071145170525,0.029461587206506386,0.03133571311320072,0.032135478033384526,0.03608975120582891,0.0379185466097408,0.04022772609553962,0.03450813792592133,0.04022960372366753,0.1445383452477452,0.10050955554903737
"In many companies, an executive is seen as a",leadership,31,465,0.40853605740287574,0.3203622419387102,0.7190138003788888,0.0011856396605604961,5.915008358617805e-05,0.005218498040945974,0.0002759942268612769,0.0067409973570659,0.00037324786697080824,0.005455560839464697,0.0006528129846443436,0.003609234753698963,0.001214406493993231,0.0037901935640933513,0.0017730313050006127,0.006457313426534043,0.002765809816077647,0.005883081056215343,0.0035870040386878463,0.005776271352371727,0.0043096555226132946,0.006001327920247558,0.004745234137908788,0.007789873008580737,0.005360720456099559,0.007236374616799243,0.005669936710866847,0.006925638465004167,0.006447608737553646,0.00883057035084827,0.007691468112846102,0.012524790879303943,0.008792226742439943,0.007834258843390831,0.00983129184704471,0.008094923499541048,0.01136625070151908,0.009233901183295248,0.013209405909338702,0.009909972963220458,0.015266946752325034,0.01559530470664618,0.01853242091690277,0.017172294630272228,0.024120488102548163,0.014230080048979904,0.025408017718674226,0.011243124088764399,0.028402229673976,0.017834246452557663,0.03322346623621999,0.02239963325628407,0.03367780585823915,0.021374747887726683,0.02857085177186878,0.02308724254491193,0.027251776143103795,0.02512785266679896,0.0314055312786482,0.032047549594715515,0.03453714646674368,0.029461187473876226,0.03498858000221765,0.12923321854195413,0.09412164625802635
The ideal CEO is often imagined as a,leadership,28,378,0.25919592691765847,0.32288753101602197,0.6327179176732898,0.0010752803996132607,7.540452655286198e-05,0.006869007475829587,0.0003542777817511976,0.009205356652349938,0.00045223812090401064,0.006632256398050526,0.0007206216351572092,0.0039071880319879555,0.0014062071109172045,0.003977948591142717,0.0018785763715010015,0.008351018475842928,0.0027691083592000032,0.006942345184971158,0.0035125848780883174,0.004934864527480166,0.0043531895277400135,0.005507663135798975,0.004875852638061832,0.006828798755024014,0.005173492700405997,0.007075669794302979,0.005765123432160227,0.007734621151216297,0.006377971846818832,0.00852305922038494,0.007330090576117506,0.010024095615796532,0.008779977151171002,0.011354933272234182,0.009745839207264814,0.00916626038991664,0.011078852184544118,0.012319288093360846,0.012856200102348189,0.012531326599804127,0.014821899470123048,0.01796069657924385,0.016743437050539184,0.015353586437858804,0.021163690151706854,0.014658797339861494,0.022923154319080746,0.014739001848121302,0.02723405291227963,0.022861280316302187,0.035185645159320135,0.026461671293956872,0.03541864136149261,0.019279726662307317,0.02717281917076592,0.020711758667247403,0.02600590861266314,0.022381199539179313,0.029961989204005866,0.03169732385134632,0.03435755103185454,0.029085307782673247,0.03552798323387002,0.1319110532414221,0.12088362652893685
The ideal manager is often imagined as a,leadership,32,496,0.3065415338316211,0.31739670457318425,0.5596394524909556,0.0011212885014445615,7.164051507065755e-05,0.007172697135481892,0.0003455067740010878,0.00960780146370847,0.00046072838324276097,0.006623421597118968,0.0007240269060084306,0.0049110434979807716,0.0013108456278067594,0.004782804705138604,0.001867608945301233,0.008227136841335593,0.0028777260395933396,0.007251872778855521,0.0038676043120244655,0.006108311283691204,0.004745510324788024,0.007211650065657179,0.005329507782167172,0.008817509671418295,0.005609399269423904,0.008785247033538264,0.006167383726401878,0.008801359858687276,0.006753807458264795,0.010020991769520938,0.007831472190382618,0.01141894280712056,0.009237931305914236,0.013558843308408966,0.01038604375295183,0.011126805009510868,0.011538317474042745,0.01336896730789978,0.013562537917626283,0.013782052695558404,0.015554190538054413,0.01927490519279088,0.017549423655150814,0.01728329412822632,0.02114696000279886,0.016435338612173517,0.02319323300992575,0.016069591765767086,0.027614594532085333,0.023946477472721456,0.03518776558901393,0.02769585804412406,0.03501709283236147,0.02169209133298082,0.02829598572060066,0.022221380089598824,0.027047839079605566,0.02406928749904158,0.031028226639614166,0.03308723062425917,0.03514860828029295,0.0320653215227547,0.036184869117177325,0.15249627932007806,0.11594056574926113
The ideal leader is often imagined as a,leadership,33,528,0.2887814135927585,0.3871432594023645,0.6490431618876755,0.0010760928611451524,6.0063405079109074e-05,0.006439353487009493,0.00032399089414699675,0.009273327329225329,0.0004488249106812316,0.0073452307409969395,0.0007359143915534453,0.0054046586791870604,0.0013620868478688203,0.005466457423007306,0.002126704894328054,0.008152046702542692,0.003278958203678618,0.007355890442424048,0.004068808334644827,0.006806560664653299,0.005238257954892159,0.008013403599984556,0.005735567236595222,0.009880722821984355,0.005930146376282863,0.009655743719721376,0.006676662801209111,0.009681185911334045,0.007306873014443347,0.011047540008860518,0.008433653774220283,0.011012736026997724,0.009618495429422799,0.013583168637722466,0.01082184887801296,0.010139492378641304,0.011863119559479341,0.015288987909109106,0.013807070383419178,0.01499715798227274,0.015767411642112948,0.02115823405641891,0.0182566930539433,0.017895514766845727,0.022375256117560426,0.01709202547902545,0.024776029198111223,0.016318006867826536,0.028980402120745243,0.02722362905473197,0.03675677715589781,0.028222198673526003,0.036519753202622296,0.021245616968978445,0.029637814224692645,0.022252072885575465,0.02824794253541926,0.025239540408770505,0.032472221397850665,0.03280653690556395,0.03743806576846199,0.03149407583665005,0.03827103375365242,0.14489518951887553,0.11918339547249451
The ideal executive is often imagined as a,leadership,29,406,0.27192489440088463,0.31252698693424463,0.5884206937626004,0.001079259955665324,6.711669794138784e-05,0.007376915083684252,0.00034179943582829576,0.0099963278410473,0.0004612614788935897,0.007723140962533697,0.000728465697694339,0.005679814566671585,0.0013302663203639648,0.0061998734274724835,0.0018905040855109198,0.009396973218415984,0.0031008395579900402,0.008198592112214681,0.004109305196008855,0.007379713656316487,0.005137921852050834,0.007431885255195411,0.005851471827505052,0.009226891110804993,0.006086222227822088,0.007975703368606422,0.006795157850926295,0.008720350466422848,0.007498841255032656,0.010052625626305066,0.00858678670962545,0.0103556535146829,0.010740144433787254,0.015804565520601936,0.012040342509603974,0.010675090516396424,0.013132634554755957,0.013967647966124971,0.015328928347889504,0.01385151549056447,0.017498531883953124,0.02033970299440099,0.02001044182862573,0.018626552535122406,0.02398404538666858,0.017103228316608633,0.026481145320297404,0.018123611600595765,0.031235670438578382,0.02919956296779297,0.03990190582942144,0.033889619549493606,0.04025069026230334,0.02820665944746119,0.031816206303692474,0.027376716227726368,0.03052731598213679,0.029807820722548607,0.03487076707207797,0.03789738566562645,0.03941148041766758,0.036521805102537205,0.04045393224981941,0.1508049195161373,0.11972476286166389
Most people assume a CEO is a,leadership,33,528,0.39419193407716285,0.35122233303263783,0.9341105641797185,0.0011462219677931351,7.008572351386754e-05,0.004310770744519772,0.00036816344002897335,0.009254796703472738,0.0005810994761745163,0.006473418814910478,0.001077666302474869,0.004435840052156932,0.0020201520177536695,0.004188671944088591,0.002772029950218965,0.007249366458981305,0.00415945620082807,0.006941730323946201,0.005294796845402545,0.006127573123528395,0.006105640367251215,0.00718715880801321,0.006820014288570402,0.00858276036903314,0.007485668885295415,0.010200148747022714,0.008517199632558111,0.009016304114278364,0.00932362443948327,0.009676114821374973,0.010987220975131162,0.009610013081738908,0.011963863175439744,0.008223109759045109,0.01273919124868017,0.00912116216977277,0.015278422115803289,0.011836863419534974,0.0175097086281566,0.011554074314897167,0.02011605895428472,0.019241294236070423,0.023510840659722896,0.01905377893266292,0.0324394246442094,0.011119094212373302,0.03271550798609014,0.011989035616444332,0.03968315905180521,0.018514445837249288,0.048828112134469304,0.023187598784230514,0.049949225578162074,0.01932225857467125,0.04153603411401644,0.020724820391110847,0.03926698350082167,0.023218810800370575,0.04687930961666475,0.03346159697050705,0.05069447997605068,0.02839781907262466,0.05094139967764847,0.17595625968871678,0.19384566416458124
Most people assume a manager is a,leadership,31,465,0.3859893047447673,0.4608114631846547,0.9298656790051609,0.0010914887295981315,6.58337572877978e-05,0.004403331941131793,0.00037613741017294977,0.010140340117166491,0.000647797272015507,0.00816169419582732,0.0012092002088716653,0.005655752720382727,0.002215736773691726,0.005184666616235004,0.003051877820063786,0.008335697231081959,0.004381286633793364,0.007787452676993317,0.005640636304266989,0.006980526272897615,0.0065657168589501255,0.008870411917002967,0.007276435999487466,0.010959712915182452,0.008038763771792044,0.012043172940826552,0.009061514717156785,0.009780907408795315,0.009982819776905863,0.01059786696253965,0.011818254813991942,0.011049913349641106,0.012714638135966648,0.010025354661456935,0.013566587753361692,0.010287537850695354,0.01625497003120343,0.012922596500298226,0.018885626056791723,0.01388513580843649,0.021810048777285984,0.02143945538556571,0.025901063892231832,0.02111182542605045,0.03460434086293394,0.014170094038534033,0.03477068578290569,0.014102116293565451,0.04105579893520585,0.021116708576672936,0.048399011239841,0.02630168809251234,0.049350750898529035,0.0227365144136645,0.041803158641015234,0.025261528232424866,0.04006231966464923,0.028657623141008125,0.04691478739714268,0.03888356289264818,0.04932089478020752,0.03488889042791553,0.04911965964164441,0.18257814244615536,0.18852809711544505
Most people assume a leader is a,leadership,32,496,0.36148530313319205,0.510202488861978,0.950361582566984,0.0009494645532321123,5.1038410051707644e-05,0.003860061031309199,0.0003637950896375093,0.008793818593497238,0.0006070650046960009,0.006967424627238539,0.0011480169951350282,0.004747814063239758,0.0021683650893076292,0.004918867081572228,0.003085765647471369,0.0074635772708539485,0.004635159812397344,0.007396525601215801,0.005766181407339848,0.00686630912170257,0.006644813863419138,0.0090778249935359,0.007178956998030912,0.011041420048011856,0.0076519806030823125,0.013536407643461406,0.008650394205735195,0.01225218373532617,0.009589118526112744,0.012894616366373709,0.0114816035836144,0.010848643301776248,0.012360707242829463,0.011572324884475297,0.013476009520262733,0.010690746528662929,0.016260606404520473,0.017215949602180012,0.018940774542851816,0.017433907277416952,0.022164359792028247,0.025150418668156527,0.02625311963603976,0.023242550186174823,0.034710264933802235,0.016061921427394345,0.03544074505444028,0.014731278638788347,0.04224816250869369,0.028662969278693166,0.05178738643626078,0.03422260712298157,0.05182429468609102,0.028297550129900328,0.04336899460798537,0.03284549345047503,0.04112255086084349,0.03745978542479911,0.04800097575552702,0.047561691540885735,0.05294145560906327,0.041059193154222184,0.05286433266964424,0.19592145508715633,0.19432569505338515
Most people assume an executive is a,leadership,33,528,0.3889761170718269,0.3860848783515394,0.9167363615706563,0.0010573250721762194,6.122224534393086e-05,0.003991469416180813,0.00038814289321690995,0.009197527576397408,0.0006268578195630311,0.007044899532327004,0.001147529647233811,0.005779661606459262,0.0020338486758181384,0.0045111862337650676,0.002911166387181787,0.007835504522985164,0.004798225543298952,0.007469562684903863,0.006171654150082688,0.006280386326845034,0.007480841544385889,0.007396156756474646,0.008534568316840145,0.009310833959040563,0.00935689302016397,0.009512200149946535,0.010488091295367236,0.009220267056688635,0.01163236670589764,0.01072529809297304,0.013841098471947417,0.011730534407421165,0.014732059974812313,0.011480164189742556,0.01585089408120644,0.01005190868259515,0.018377705943747522,0.013140787864369582,0.021123030081259517,0.01297794455877164,0.02414211423457965,0.02032029913184987,0.028781368127835487,0.019539280826036814,0.036396434822371586,0.011805991950730427,0.03645343674236512,0.011985600130187388,0.0429997125189932,0.016809498263575574,0.05050712956533275,0.021884664540582743,0.05101085166284525,0.017392206047377536,0.04298247633466736,0.020128952179686528,0.04109236916604545,0.023426830189117953,0.04845450476171478,0.0346664274905818,0.05193246057010489,0.031084761103129178,0.05139025204463922,0.17743646593887796,0.17207239530000687
