context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
"In many companies, a leader is seen as a",leadership,31,465,0.3650560187962026,0.38019456807523966,0.6841490818187594,0.0010792112647112617,5.146226738295123e-05,0.005527792834813321,0.00026490168688529615,0.009287679637773914,0.00038906845812888743,0.008654873657486064,0.0007162845674904711,0.004958188353106976,0.0014915133491926228,0.004436068838216248,0.002013472113819572,0.007352570599030757,0.0027069941218679085,0.006556084504671477,0.003324895843670812,0.006098850149635963,0.004045836788245506,0.006446363846332935,0.004521305255551063,0.008375687883877178,0.005249708885407928,0.008344793554902405,0.005693836413034111,0.009094509767994365,0.006249947048058071,0.010064530174233187,0.007534062018423226,0.012480951060078469,0.00883292058469808,0.009208875816582963,0.010233677095240274,0.0098519765740885,0.012181185166686082,0.011388088430873126,0.014085589366189224,0.011931733450438199,0.016692201360824645,0.02024600230603363,0.02015926629574828,0.022172380804579464,0.02610899661550404,0.019411270758824567,0.028601303579217533,0.015581402408377045,0.030591401241104932,0.02433445639504618,0.03613608209259667,0.028950348074735115,0.03773832789341587,0.02797274874580583,0.03181511592035033,0.031144330629645268,0.030754030535014177,0.03346239486670067,0.0355902470071501,0.0386021659244622,0.03972387483801623,0.03494842337098134,0.039470958597968446,0.13916990458218415,0.09272335502956537
"In many companies, an executive is seen as a",leadership,29,406,0.41252379339494444,0.3203622419387102,0.6828752160072327,0.0012154613762472804,6.882833078477092e-05,0.0064623204076471276,0.0002617350297365107,0.01038744523877458,0.0003935524526565866,0.009378054707589185,0.0006810097845950428,0.005412664156150501,0.0013520019353817675,0.004915737296762467,0.0018999712458927453,0.008180454434600606,0.002619420276866982,0.006729758037669605,0.0033721523132076857,0.0057140104080443226,0.0040619268079067575,0.005911774808856921,0.004518819580413726,0.008137645908224125,0.00518412620911176,0.0077411651819357845,0.005582956900874996,0.007623888761778356,0.006079350872536519,0.008844458337764276,0.007216778751354946,0.01168757219292067,0.008262456471257302,0.008042688467510835,0.009233207164267895,0.008037043872532276,0.010760667837607315,0.009697383207553064,0.01256401449832149,0.008934712994926547,0.014764742408582977,0.016578480100965683,0.01769217638156965,0.018766929963095588,0.02291731037934311,0.015815816621039685,0.02434703730623025,0.01230926453115001,0.026954872180145983,0.020809366106310342,0.031538954900387425,0.025684126648096474,0.03191803780347975,0.023202798094115493,0.02685067239385748,0.02447069628754165,0.025737627902491875,0.026898234527511635,0.029811661163827084,0.03266127622490489,0.032936482301959676,0.029912027676327342,0.03315062183134289,0.1261046374950652,0.08602719626989726
The ideal CEO is often imagined as a,leadership,27,351,0.26280303974731123,0.32288753101602197,0.6241804365999997,0.0010962216635420944,7.421089732584785e-05,0.00854717948854519,0.00035897449948136325,0.013836758161688601,0.000512316036589053,0.011665027685297326,0.0007791440609126136,0.007261420847595608,0.0015141474221319823,0.006876657404047375,0.002045484170891125,0.011980853769119495,0.0028109287542189432,0.009891324129237948,0.0033598844378928496,0.006568245808458322,0.004068657556421569,0.006980462911111991,0.004574384128695963,0.009108855499038924,0.004934906894906421,0.009038834470538092,0.005485259077436252,0.008317215259686775,0.005958887712116468,0.008977530478552034,0.006847657530486608,0.009095359346971777,0.00804435987419841,0.011028038532326806,0.009095104895599084,0.009089665180243213,0.01015563256509493,0.01172948294489042,0.011943966660289596,0.01047346096354656,0.01419035636586212,0.017090999880594985,0.01560613176181036,0.016422091724135928,0.020634226825184357,0.015121113724705938,0.02221383759955881,0.015251405141710986,0.026128593258743924,0.02546979657017742,0.03398996556127985,0.03127239221446702,0.03493899595223822,0.021283915106523606,0.02599778622313833,0.022930073691068607,0.02480462976623649,0.02413947127069746,0.028758304759867598,0.03430809520639881,0.0324380164772054,0.032037344778504624,0.033282324117036445,0.14628473697943262,0.11517603734040144
The ideal manager is often imagined as a,leadership,31,465,0.29888110839403076,0.31739670457318425,0.5672178375534713,0.0011816349872980352,7.258755193549224e-05,0.009017346872268888,0.000340101432669586,0.013789386425732832,0.0004992236893935551,0.011607198117770407,0.0007685018301145974,0.007553990498708721,0.0014983280114534891,0.007166315338099495,0.0022116128088608125,0.011796785106068101,0.0029055839262284527,0.010621129511351642,0.0035563212621156554,0.007764034009962892,0.004221522779382237,0.008271312268436722,0.004737648576176319,0.009788682199137555,0.005064791272703009,0.009772572050100299,0.005585777865901785,0.008332677700647816,0.006066928722178364,0.009553341405044711,0.007077181810123917,0.011068213237923686,0.008628290168610364,0.012030179771132915,0.009881866622700358,0.01024548824619899,0.010840887680573707,0.012248613840080396,0.012966101479227549,0.011469389590117432,0.015267849604159032,0.018381060179839624,0.016883105426657954,0.0173573849300204,0.021096746559207184,0.015732258780543597,0.022878322241452857,0.015068724276737958,0.02694166115043899,0.024815452342706483,0.034562300360720596,0.02953473734532424,0.03487030414669066,0.020944799684050115,0.027386555312878525,0.021689539023397528,0.026081155046503164,0.02371842434197454,0.029878519654215913,0.03324389992109242,0.03392252528924494,0.03282491364473844,0.03468598097057136,0.1554260342839776,0.11495361055772015
The ideal leader is often imagined as a,leadership,32,496,0.2898483944051494,0.3871432594023645,0.6394540639594197,0.001134021628229606,6.150380549409598e-05,0.008038875610612123,0.0003133233605072498,0.013332192073347954,0.0004787077654605752,0.012175911358075959,0.0007736460586711229,0.008492236489641229,0.0014521580127333754,0.007835647949205996,0.002264929106762816,0.011384350285313637,0.0031392826640094483,0.009795478524767056,0.0037001345052245643,0.008351485649811228,0.004711410468473027,0.009009000061683406,0.005224493041131043,0.011266598762276902,0.005502767159910882,0.010864456641844515,0.006188332453549106,0.009583825478741925,0.006650279929493574,0.010771445363227498,0.00775429167860266,0.011350406662885842,0.009032654666759392,0.01202821370919729,0.010232237604027201,0.009318763007398615,0.011085317112856607,0.013518267139096898,0.012923345533978958,0.011734196845393133,0.01527383562237477,0.020206450169099655,0.01738469880758909,0.018357815687875326,0.02227228018848094,0.01677937908733949,0.02442204976566279,0.016329333578253415,0.028526080811438766,0.029673245832970485,0.03675656571746339,0.031944496048401605,0.036967708740655206,0.022252967472058936,0.02916682771107396,0.023513911209573878,0.027741258393034252,0.0261484833404029,0.031743243975426785,0.035367562468140296,0.036874524505379036,0.03437793518816006,0.03755441476148173,0.1578823566553,0.12173403664727504
The ideal executive is often imagined as a,leadership,31,465,0.28492759099918125,0.31252698693424463,0.5823571546934545,0.0011321013724504745,7.694845222043992e-05,0.008857269331255958,0.0003061267553141837,0.014039263185352334,0.00047458481753665855,0.012413352440700135,0.0007432752333404727,0.009110602216826188,0.0013946702439590493,0.009793641431802586,0.001981646149542008,0.013843181372437098,0.002742519801962556,0.012067167495655768,0.0033990805910689274,0.010142652950575646,0.004161362033211383,0.009366340045840055,0.004706441795755716,0.011471365131909914,0.004993416579615495,0.009851917607067337,0.005663060109445373,0.008541379567356249,0.006229342347544503,0.0099645033528716,0.007216932582641143,0.00868650095699708,0.009036412857450748,0.01262751474637993,0.01014971734765626,0.008649431074574802,0.011205009090497028,0.011780053922749587,0.013374462560435636,0.010018589264993345,0.016009514287560412,0.01789577891017418,0.018040069315448683,0.01684427956348069,0.021868849287335772,0.014413268455787786,0.023740851828388164,0.015931502663447245,0.027994969080216016,0.0280563811123234,0.03599389179700437,0.03386088676013495,0.03604608592020506,0.027420964597579096,0.028686011814013708,0.027878255575197942,0.02754888875194439,0.032423835025984435,0.031544655446126585,0.04050925903007353,0.03586935529835935,0.0400247390580514,0.036788383325880615,0.15599477456895036,0.11164847313717609
Most people assume a CEO is a,leadership,32,496,0.38071835811504745,0.35122233303263783,0.9094946418190375,0.001134142818793789,7.010670810230629e-05,0.005565241212419691,0.00035729810672912796,0.013037125719639163,0.0006261191713603821,0.011628421125883928,0.0011208849943948815,0.009222486611991485,0.0020894472435646766,0.0062770673487264495,0.002944677655148345,0.010780999715233346,0.004328425680880769,0.00897140337352431,0.005570000842550191,0.00749119213789296,0.006398442939933982,0.009434076450075522,0.007266819792582473,0.011588356182397695,0.007973378471369783,0.012078025489216018,0.008898973476564785,0.011009224476765571,0.009604797287377079,0.012035775505531062,0.011243822453939536,0.010496106060762005,0.011903399613966876,0.008790679766882236,0.012782353390682712,0.009249445709190304,0.015236898650461923,0.01197459488416934,0.016967112322423154,0.011247453151124194,0.01992198396744016,0.01945567088580088,0.022863566687668226,0.020282872912580706,0.03083730770773903,0.011874023917962656,0.03105664920244642,0.011751110472499028,0.03660897205096487,0.019636001945127702,0.04495241198636114,0.023030446598896696,0.04560482141266049,0.018178211605406235,0.037567316811801005,0.019100627256848485,0.035392204122731814,0.02142021667612169,0.0424155230536917,0.030108276819459275,0.0458603213764498,0.02628081770821676,0.0460175399742299,0.1660308077377902,0.1714726345754634
Most people assume a manager is a,leadership,31,465,0.3770715101757019,0.4608114631846547,0.8973376182839274,0.000996197046827825,5.900322258347507e-05,0.005496398356205563,0.000367374070548174,0.013398180681111985,0.000682062397728543,0.012738827995728556,0.0012445845456596771,0.00970922566169403,0.002326701809904922,0.007873614749720457,0.00329691549159264,0.012673380232770239,0.004529424487327405,0.011384095845592822,0.005926076699721636,0.008017453868748851,0.0068812682157412455,0.01066575187646722,0.007744168962421665,0.01335883576510675,0.008513018382423987,0.013608574213977133,0.009446159702667174,0.011579932666315523,0.010293590887708745,0.012331689089060691,0.012110971408945893,0.011729486590385203,0.012942173346775684,0.010368207015774055,0.01400244454521135,0.010643746833249654,0.016631220244401133,0.013272016333235818,0.01903512151617636,0.01364050118877291,0.022362716373785486,0.022216506542098162,0.0257414965328158,0.02167930164361886,0.033998753315859845,0.014902178796737584,0.03420554106778675,0.013830163081685139,0.039665418141731155,0.021939695237998838,0.046789390960206144,0.02712863205824373,0.047778020747008126,0.02255971347921209,0.03972848960717209,0.024459321690647955,0.038083893119150364,0.02732299870848249,0.044201781743598456,0.036124748742312834,0.04690517082130306,0.033019235021271895,0.04661737652838938,0.17068257591207073,0.17886266555829816
Most people assume a leader is a,leadership,32,496,0.3565059719043343,0.510202488861978,0.9320642586098984,0.0010799178753934375,5.756244533106081e-05,0.004838706647959138,0.0003028313615016827,0.01233269803015162,0.0005970290383660523,0.011752716930480545,0.0010940816394888683,0.009209676979495877,0.0020917731827119236,0.0078660333695499,0.0029577860878478857,0.011221549183477567,0.004305134403621916,0.00980460365367654,0.005435820562678561,0.0088203038473625,0.00638105893113413,0.011020656337629522,0.007076223017170702,0.013681662480254566,0.007545384889382216,0.015356060569880831,0.008406694956730614,0.014070710805661838,0.009267381864393132,0.01528721091074197,0.011210134652307913,0.012405460168687696,0.012156761972838562,0.0129831032871328,0.013398758288011313,0.011336438765277995,0.01603645664817711,0.01782392439873562,0.01829553801790478,0.01707293631577855,0.02208743267144122,0.026686027500648562,0.025531157403132353,0.025311471596226726,0.03336944225836916,0.017887405217168688,0.034146019524317305,0.016181928314205632,0.039766030352930276,0.031195077061888524,0.049342255669722654,0.03657068541859118,0.049219102928355574,0.027322293706630526,0.041713022182191105,0.03228744054927708,0.03937081939115676,0.03586944801909387,0.04594345961968633,0.047330012563348504,0.05168301451997086,0.04141779526926456,0.05141548138428614,0.2019549823222206,0.18260091185949093
Most people assume an executive is a,leadership,32,496,0.3828033415328439,0.3860848783515394,0.8961676340550184,0.0010700529488795615,6.399978114126834e-05,0.005603048216871712,0.00037110119851130677,0.01318788683114527,0.0006567945751736332,0.012173370312321144,0.0011404586878019964,0.011816099049477915,0.0020020755032599535,0.00852494579245884,0.002909822233298918,0.011447956448069865,0.004506188861524613,0.0098854353366626,0.006027080203199822,0.007446995089175356,0.007335091099642876,0.008892843101598004,0.00849102955217097,0.011763940652017812,0.00926239842769215,0.011193064041776597,0.010293731777638017,0.010554718500584826,0.011280683132828307,0.012333419813289608,0.013193483304868435,0.012650221169133136,0.013982695886790051,0.011416395998322358,0.015127332415231027,0.010490838547060082,0.017786766298148068,0.01230808552020067,0.019982979216099987,0.012172471510618664,0.023377161030596606,0.01949282396978603,0.027195951530285454,0.01971056865572299,0.03406775513691248,0.011645775328638808,0.034213522355618024,0.011208789381531485,0.03953118826868785,0.01740884484559817,0.04633421083229537,0.02182017373309311,0.04668058958228391,0.016249130141110003,0.039085207010723384,0.018573743080270256,0.03703679930267348,0.021186859866552925,0.0437574240719834,0.031011078631185126,0.04679597435301557,0.028426798864924493,0.046230090908126305,0.16556655357936031,0.1529899502359252
A nurse is typically described as a,support,36,630,0.5454511265937942,0.5493578021414578,0.9171636619139463,0.0010192538406952705,8.591567669869521e-05,0.009593083061838868,0.0005203164506416342,0.011561366944106121,0.0006367142821516428,0.011878629637390439,0.001123389233693314,0.008208929147266885,0.002348705070824026,0.010996725657886267,0.004210888343376459,0.01221330045406164,0.006960682258849073,0.010467438282971581,0.009690928585455498,0.007524531370934728,0.010468830420851082,0.008565194040827805,0.010768004046668438,0.011225197224518457,0.01097023942476654,0.010348427879474686,0.011089430484994963,0.010757881838936018,0.012211283072279295,0.012924145045322381,0.014360885051696116,0.015682845481544704,0.016825867032075715,0.013369938158282246,0.01823269962031464,0.013729399057170931,0.020575049729309257,0.01610511419693614,0.024514931926113835,0.013432939726376004,0.028528380229713317,0.019436412164001136,0.03220788873994419,0.01851631147703014,0.044143636414912445,0.017970030822264966,0.047303700026897495,0.017643285147890826,0.05409372819421312,0.022332663466554346,0.06182412280446951,0.026831289127888305,0.06448331905323818,0.023268230465862547,0.05681149387233421,0.023417755301835038,0.05352097041318527,0.02470356624480879,0.060772652776788005,0.03222037361810829,0.06841777904907426,0.029023504050454802,0.06822046475406673,0.16217210955232364,0.1959586203172545
