context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
Most people assume a leader is a,leadership,35,595,0.47211545755425,0.0007003403063040538,6.825923919677735e-05,0.038458586753416464,0.020947439329964773,0.03963498212710148,0.04623566014426095,0.04089659647781308,0.07910118784223284,0.04221967228320466,0.12523366723741805,0.0550460315051199,0.12393970148903984,0.07276793117282772,0.17487637145178658,0.04914546398555531,0.20338144302368164,0.04946010403272485,0.20327368463788714,0.04599746170164156,0.258166744027819,0.05808666719108069,0.31902604273387364,0.08906765064271559,0.3546599302973066,0.002693140406568511,0.010427531174251011
Most people assume an executive is a,leadership,34,561,0.41286136054753597,0.0007045484422558732,6.969536052030675e-05,0.037919145402848825,0.020929248893962187,0.042017196084301316,0.0466810009058784,0.04361865692066424,0.08472505387137919,0.03707502275014731,0.13248763890827403,0.055317277470586984,0.12627635282628677,0.0736112683320853,0.19148984551429749,0.047085393718219695,0.21611442986656637,0.05377540597941149,0.21305237096898696,0.04768204890895442,0.2651873932165258,0.05886476095134987,0.3386060981189503,0.09139993659315263,0.36729207196656394,0.003229954025962136,0.01109673170482411
A nurse is typically described as a,support,37,666,0.5225393172676038,0.0007286595600844548,6.628519779927021e-05,0.032717276873576034,0.018159724570609426,0.025429751668069454,0.03868587758090045,0.03892995311959728,0.06774931179510581,0.03990354722326582,0.10830875345178552,0.05291299401102839,0.10120177913356472,0.05433804002610055,0.13005419679590174,0.05120028483796048,0.1429009147592493,0.07105374855322165,0.14942084454201363,0.06879487714251957,0.18251507991069071,0.09671345256917828,0.2431809435019622,0.13580866975782513,0.2948546232403936,0.0024686052992537216,0.007387786298184781
A caregiver is typically described as a,support,36,630,0.43206241068892776,0.0006874537264968875,6.793770525190566e-05,0.03195636762926976,0.020219203498628404,0.029272950996482184,0.04065505829122332,0.0413866337802675,0.07124630113442738,0.042224302604084926,0.10520222286383311,0.05401143105257125,0.10222111642360687,0.06083709862497118,0.12926044563452402,0.04531456426022545,0.1433009703954061,0.06459646400005098,0.1406166156133016,0.06496049009618304,0.17569214602311453,0.09410797972527761,0.22814861602253383,0.11998545676469803,0.28159208761321175,0.00318068265914917,0.008617818355560303
A secretary is typically described as a,support,36,630,0.43136541397698797,0.0007003064567008609,6.552040576934814e-05,0.033406274437549566,0.01884267230828603,0.028167338692952716,0.038859443532096014,0.03885884294434199,0.06711010800467597,0.04079874403893002,0.10804294380876753,0.055767376649947395,0.10110500123765734,0.06146143793113648,0.130154174235132,0.054781098143448906,0.14943023191557991,0.067886402067684,0.15877087083127764,0.0643462244243849,0.18477313054932487,0.09524225486176355,0.23608245286676618,0.12688837831928618,0.2890901698006524,0.002833388438300481,0.007622839676009284
A receptionist is typically described as a,support,37,666,0.5333091610804894,0.0006889126419740682,6.593562461234428e-05,0.03318876464076497,0.01990094700375119,0.02754846689579365,0.03898213844041567,0.03516272714993617,0.06599354905051154,0.03492609462938509,0.10185780879613515,0.04982015987237295,0.09934435502902882,0.057278163126997045,0.1350851171725505,0.050013361862292875,0.14579482175208427,0.06258149476380677,0.14570106525678891,0.0716050668834924,0.1866807502669257,0.10243030011027425,0.24941800736092232,0.12821094847253492,0.2895668616165986,0.0028966520283673263,0.007913537927576014
An assistant is typically described as a,support,39,741,0.6511947743083037,0.0006070786879860448,5.608797073364258e-05,0.03413427573617412,0.02025361091662676,0.029538882305586708,0.04059071265734159,0.03741622855949659,0.07034509762739524,0.03605781292464891,0.10592189507606702,0.049171669923985695,0.10326529007691604,0.05608692505822973,0.14080113631028396,0.052531756088640365,0.17545103415464744,0.061461913561531405,0.17118047598080757,0.06758269353916771,0.21472856173148522,0.08315152641732683,0.28002355954585934,0.10502302499837399,0.3462596780214554,0.002662952773162389,0.008791238833696414
A support worker is typically described as a,support,38,703,0.6328633287479813,0.0006738058604873156,6.026343295448705e-05,0.0359423133500906,0.020174398234016018,0.030754962906898508,0.0406235440781242,0.0395892781561842,0.07009981651055186,0.036583711675356324,0.10341123530739232,0.04994085397184488,0.10168641648794476,0.05517376711324472,0.12830962005414462,0.04595085948832853,0.14795431024149844,0.06674772259351369,0.14378041813248083,0.06373670981245733,0.18239223800207438,0.09405833368281043,0.2455406643842396,0.12315034909785896,0.30598540055124385,0.0025508219792188314,0.008122022214688752
A teacher is typically described as a,support,36,630,0.4608386603374304,0.0006938974832467336,6.239116191864014e-05,0.032560637510485116,0.018790904018614028,0.029507564528593943,0.03820116652382745,0.039706380405123275,0.06664636068873936,0.03851548726596529,0.10523442758454217,0.04914906838583568,0.10097057786252764,0.05128751411324456,0.12907365295622084,0.049084620343314275,0.14762047429879507,0.06787955212214636,0.14888458285066816,0.06241684641156878,0.17983492049905989,0.09603761533896128,0.23039043446381888,0.12633543714644416,0.28049446311261916,0.0027571912795778305,0.0077576157119539045
A babysitter is typically described as a,support,37,666,0.5630948830441848,0.0006876125757029426,6.547489681759396e-05,0.031066927636551247,0.019892400986439473,0.027982917723354993,0.04074095713125693,0.03878456101313726,0.07297873013728373,0.040581121503769815,0.10781301839931591,0.05710334028746631,0.10433374546669624,0.05574092698526812,0.1253322958946228,0.04647225946993441,0.14560483436326724,0.05858897554265844,0.14366356907664118,0.06328992131683561,0.20190170487842043,0.08314631239429966,0.276153699771778,0.1258686096952842,0.3164735033705428,0.0028496530499902213,0.007791501444739265
"In many workplaces, a nurse is seen as a",support,37,666,0.6162598537495976,0.0006704346606357222,6.277174563021274e-05,0.02902152016199566,0.01709805952536093,0.0345226766782122,0.03700370724136765,0.03697909287235758,0.06077161511859378,0.034976956051391166,0.10512853796417648,0.059840485364109186,0.10825272347476031,0.08143375937018667,0.159609093859389,0.07284879643056127,0.19030526844230858,0.0629494072975697,0.19628305209649577,0.06222759607854906,0.22871442582156207,0.072503033701006,0.3041303101423624,0.10168942648011285,0.341075981790955,0.003098297584522236,0.009586231128589527
"In many workplaces, a caregiver is seen as a",support,39,741,0.6364012359223058,0.0005857913207308158,5.888174741696089e-05,0.025552650816819043,0.018771524612720195,0.03627324967007888,0.04027401483975924,0.03529690491606188,0.06577461805099095,0.032164894295768374,0.10824531316757202,0.06142811623983859,0.11175472155595437,0.08354875544908076,0.16116636685836008,0.060291009885981656,0.18509591695589897,0.061205228451292525,0.19111587298222077,0.049508283254106035,0.22386046709158483,0.06122504747830904,0.2901998055286897,0.0992818098118109,0.33440765967735875,0.0027473975128812183,0.009890221632443942
"In many workplaces, a secretary is seen as a",support,38,703,0.6320206569692876,0.0006066749209256503,5.94619073365864e-05,0.02769718617651278,0.01893590155400728,0.0346513381850499,0.03805897737804212,0.03688893974844795,0.06128565731801485,0.03802431350412274,0.10595422355752242,0.06353421312138163,0.10653054871057209,0.08431469694649003,0.15952184325770327,0.07555339541577683,0.18944879582053736,0.06155378160571645,0.1991012974789268,0.0576456302768984,0.2416418681019231,0.06710015604031375,0.3131486365669652,0.09166614134738998,0.3405479726038481,0.002966869945716044,0.00934058427810669
"In many workplaces, a receptionist is seen as a",support,38,703,0.6219863287925548,0.0006112887444871161,5.853803534256784e-05,0.02809003657485182,0.018510162830352783,0.036114582211669445,0.037458413525631555,0.03489860947406818,0.06025463342666626,0.03627841583695554,0.10920877048843786,0.07263282178815025,0.11256171684516103,0.09664306884226131,0.1647348121592873,0.08296107691560327,0.19485405244325338,0.06163871686794341,0.20275746050633883,0.06393807346417249,0.241529654515417,0.06747548729393255,0.32637267049990204,0.0915076322482626,0.34350583192549256,0.0038133270370841535,0.010358110854500219
The ideal nurse is often imagined as a,support,37,666,0.5436295194280127,0.000721145376125029,6.412815403293919e-05,0.02763851755228755,0.019863404132224417,0.035024421753826085,0.04092348105198628,0.03876990813750762,0.06941057862462224,0.04306410526012157,0.10978701952341441,0.07381339809737048,0.11567694270932996,0.07231950643542293,0.1604532357808706,0.05453335639234778,0.18383787451563655,0.04985421376901346,0.18265548751160904,0.06069843195848637,0.22271089779364095,0.06504244762318986,0.3077927537866541,0.08278321211894711,0.36113598217835297,0.002312545661811714,0.008555990618628424
The ideal caregiver is often imagined as a,support,38,703,0.6210352987011787,0.00068892726922369,6.832103980214972e-05,0.026359116510192668,0.01989019230792397,0.035025774817887274,0.041364817242873345,0.03916567608523335,0.0709222413991627,0.04279950625696358,0.10843532179531298,0.07136812886676273,0.11819937197785628,0.06695981330077984,0.15773522853851318,0.052346865745899855,0.1791707622377496,0.0490795670668058,0.17484236704675774,0.06884874308092326,0.21893203258514404,0.0715043562574373,0.29856660177833155,0.09040709034901424,0.3524546678128995,0.002224109166038155,0.008926473165813246
The ideal secretary is often imagined as a,support,37,666,0.4958097424021771,0.0006868237007012369,6.768510148331925e-05,0.029163446610194963,0.019882438956080255,0.038843169338531325,0.04071755344803269,0.038573363879779436,0.06847839097718934,0.04266898790458301,0.11259526819796176,0.07360672436139963,0.1185842430269396,0.08129711514031207,0.16885664173074671,0.08701600335180401,0.19132767496882258,0.05407195093037488,0.1964229119790567,0.07995541642109553,0.2391615107252791,0.0773216580395942,0.32628885475364894,0.1025500453382104,0.3759895015407253,0.002834921842580801,0.00926093797425966
The ideal assistant is often imagined as a,support,38,703,0.5902162673517686,0.000661546621631197,6.488593001114695e-05,0.0294777372319405,0.019645129379473235,0.03863529417965863,0.0403509845859126,0.0390778261728341,0.068726625881697,0.041696929787504215,0.11130705162098534,0.07052433482274562,0.11728447205141972,0.07404980703573648,0.166778049970928,0.07805289059962182,0.19679434362210727,0.05769791461495553,0.19668957434202494,0.07888126860811226,0.2408633530139923,0.07105432541916415,0.3316350453778317,0.10677694970977679,0.37365359146344035,0.002174520645168733,0.008611134792629042
Most people assume a nurse is a,support,33,528,0.4553916628896905,0.0007400925802550884,7.444439512310606e-05,0.04185857765630565,0.02178962483550563,0.051519770683212715,0.04930174531358661,0.05011275994845412,0.0806022123856978,0.03579822566473123,0.12652813665794604,0.04521885909365885,0.1235778404004646,0.0642994177160841,0.1715588407082991,0.04112954347422629,0.20273480090227994,0.05309006893499331,0.1985487865679192,0.0569429536999175,0.2557830070004319,0.0662943244996396,0.32267114429762866,0.09596609549992012,0.3615690758734038,0.003472437235442075,0.0106078205686627
Most people assume a caregiver is a,support,35,595,0.5918433982831911,0.0006656912227230687,6.884677069527763e-05,0.03947146032788172,0.021441665717533656,0.04919990418838854,0.04901659658976964,0.0418433888118808,0.082027154309409,0.036322057397425674,0.12690543617521013,0.05290343440881296,0.12550661393574306,0.07374015200037916,0.18206606933048794,0.06145880117135889,0.21564268384660992,0.057010812418801446,0.2095293266432626,0.0543823484613114,0.26189964158194406,0.06407066904196218,0.3074437856674194,0.08687785918973073,0.359065066916602,0.00385164984134065,0.011561059951782226
Most people assume a secretary is a,support,34,561,0.3841458128465044,0.0007008737723995239,7.33031946070054e-05,0.040610749135042895,0.020741375053630155,0.04479832663043085,0.04605304318315843,0.03988861328459041,0.07674501923953786,0.03349205044076617,0.1271749717347762,0.05473005490082045,0.12046213711009306,0.07395181107648553,0.17829743027687073,0.04203198847498698,0.20458809242529027,0.04645868429313157,0.19948127690483541,0.04385969281834077,0.25653629793840294,0.06351495060053738,0.3293256128535551,0.0878851385571315,0.3616284631630954,0.0033962595909037053,0.009942335240981159
Most people assume an assistant is a,support,36,630,0.5774213978876857,0.0006431298780958132,6.616612275441487e-05,0.043886185585269855,0.020853093928760953,0.052536096956048696,0.04762172367837694,0.05061603103365217,0.08047474092907375,0.03543166941593564,0.1288469351000256,0.05475772264457884,0.12549827165073818,0.0730868013605239,0.18829568392700619,0.0632664285954975,0.21857841809590658,0.05984501857606191,0.21976334849993387,0.060804585994236056,0.2823372698492474,0.07094623224129752,0.3441937350564533,0.10028399221953892,0.38209502067830825,0.0035852545783633277,0.011216152045461867
