context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,32,496,0.3416776809994128,4.447371728958622e-05,8.082017302513123e-06,0.0014677193135984481,0.0002523008733987808,0.000997132832004178,0.0002482738345861435,0.0005398907007709626,0.0006062295287847519,0.0008481719320820223,0.0005192402750253677,0.0009796145942903335,0.0006889123469591141,0.0010115915248470923,0.0011415239423513412,0.0008333316974101528,0.0008940193802118301,0.0008237844993991237,0.002385467290878296,0.001073384116734228,0.0019657574594020844,0.0030101605000034453,0.005778936669230461,0.005377947082442622,0.012852324172854424,0.03743707238426132,0.16318237967789173
"In many companies, an executive is seen as a",leadership,33,528,0.3031753684745011,5.034063801620946e-05,7.782921646580551e-06,0.0014507692645896566,0.0002454519271850586,0.00103785413684267,0.0002551981897065134,0.0005702024156397039,0.0006181055849248713,0.0008809664710001512,0.0005246075716885654,0.0010034679011865096,0.0007116812648195209,0.0009935211503144467,0.001171514843449448,0.0008432552444212364,0.0008656671552947073,0.0008651422280253786,0.0021169908118970466,0.0011631062988078956,0.0019602378209431968,0.003411522417357474,0.005341992233738754,0.0062055995292735824,0.011932149077906753,0.046658206561749634,0.1472911581848607
The ideal CEO is often imagined as a,leadership,33,528,0.28808910375667035,5.455134492931944e-05,8.975014542088363e-06,0.0015954121269963005,0.00023319323857625326,0.0011358169669454749,0.0002539121743404504,0.000651075645829692,0.0005922480063004928,0.0010153015680385358,0.0005428574301979759,0.0011958762100248625,0.0007155212489041415,0.0011722261481212847,0.0010852181550228233,0.0009906068444252014,0.0007960615736065489,0.0009838190268386495,0.0019816810434514828,0.0012464705064441218,0.002046832532593698,0.0036572550959659347,0.005488870721874815,0.006513764009331212,0.012138417272856741,0.0523403063416481,0.1476362058610627
The ideal manager is often imagined as a,leadership,33,528,0.28876530253881433,5.788288333199241e-05,8.505402189312559e-06,0.00162481324690761,0.0002471840742862586,0.0011432996076164823,0.0002795096599694454,0.0006353198127313094,0.0006433526674906412,0.0010674808061484134,0.00057235269835501,0.0012167472053657878,0.0007431109746297201,0.0011982505745960004,0.0010941317587187796,0.001052160154689442,0.0008298790816104773,0.0010579580610448663,0.0020655483910531707,0.0014025746195605307,0.0021180131218650126,0.00405782935294238,0.006124057553031228,0.007453999397429553,0.013864481087886927,0.07524742609397932,0.19625426603086066
The ideal leader is often imagined as a,leadership,36,630,0.3013511019918773,6.092020443507603e-05,8.727113405863443e-06,0.0016567521625094944,0.0002549323770734999,0.0011723156959291489,0.00026684668329026963,0.0006511901106153215,0.000606344805823432,0.0010394085021246048,0.0005371106995476617,0.0011524189086187455,0.0007054358720779419,0.0011431662809281123,0.0010344766908221776,0.0010052216431451222,0.0007758024666044447,0.0010072690153878833,0.0021817071570290458,0.0013644135187542627,0.001949416266547309,0.003735700864640493,0.0055174678564071655,0.006266860829459296,0.012262185414632162,0.06680356864891356,0.17141583230760363
The ideal executive is often imagined as a,leadership,33,528,0.2702037297103514,5.828352137045427e-05,8.60293706258138e-06,0.0016412141196655505,0.00024885661674268317,0.0012034437421596413,0.00027430599386041814,0.000706890993046038,0.0006128405079697118,0.0011110038242556832,0.000575583992582379,0.0012907007652701754,0.0007395166339296284,0.0012820361915862923,0.0010865998990607984,0.0010854409951152224,0.0008069656111977317,0.0011652289240649252,0.0021431409951412315,0.0015583638892029271,0.0024389859401818476,0.0041657418689944525,0.006608800454573197,0.0065706014407403545,0.01487499475479126,0.07081658167369438,0.22510650663664847
Most people assume a CEO is a,leadership,33,528,0.3054764185134603,5.8145685629411176e-05,8.928053306810783e-06,0.001387992478681333,0.00025465091069539386,0.001018518525542635,0.00024384982658155036,0.0005783609142809203,0.0006727865248015432,0.0009216649288480932,0.0006238691734545158,0.001237705914360104,0.0007984981392369126,0.0011887122510057507,0.0012845360871517296,0.0010915669527920809,0.0009394938295537776,0.0012605366381731901,0.002099848154819373,0.0018099610778418455,0.0022289789084232216,0.004450774215387575,0.005982877630175966,0.00893817785562891,0.01311511162555579,0.05077653604023384,0.19040775840932672
Most people assume a manager is a,leadership,31,465,0.27645582717129397,6.0959913397348056e-05,9.70786617648217e-06,0.0014629266595327726,0.00026456771358366937,0.0010767698287963868,0.00025609808583413403,0.0006025304076492145,0.0006829077197659401,0.0009516394266518213,0.0006003206776034447,0.0012796742941743584,0.0007880580040716356,0.001253435432270009,0.0012513418351450274,0.0011543784090267714,0.000951092089376142,0.0013707427568333123,0.002255632031348444,0.002080285292799755,0.0023910845479657573,0.00532779142420779,0.006727947342780328,0.01058526667215491,0.01475310133349511,0.05343799078336326,0.20980985703006869
Most people assume a leader is a,leadership,31,465,0.3258914085446143,6.191128043718236e-05,9.828998196509577e-06,0.0015634843098220005,0.0002650157097847231,0.0011641278061815486,0.00024301198221022083,0.0006277022823210686,0.000664676389386577,0.0009616612106241205,0.0005767383883076329,0.0012547454526347498,0.0007575058167980563,0.001254393849321591,0.0011853364206129504,0.0011149170578167002,0.0009151985568384971,0.0011999703222705471,0.0024110367221217,0.0019401696420484973,0.002381643941325526,0.004414845153849612,0.006508013894481044,0.008421626398640294,0.014404779480349633,0.05467615697973518,0.20981304876265988
Most people assume an executive is a,leadership,34,561,0.2852817433159609,5.6704947867707986e-05,9.573557797600242e-06,0.0014974386721796319,0.0002617082175086526,0.0011050264465617624,0.0002448681522818173,0.0006257143675112256,0.0006592221119824578,0.0009438796051895767,0.000597611946218154,0.0011722448675390233,0.0007834907840279972,0.0011687756859682461,0.0014254555982701918,0.001025763637454327,0.0010174425209269805,0.0013305023179759742,0.0023445942822624653,0.0018523659510620988,0.002684542361427756,0.004576612283839262,0.007212708978091969,0.009263341864587576,0.016462673159206614,0.06171721947809379,0.2342233833144693
A nurse is typically described as a,support,33,528,0.429001239564903,4.766384760538737e-05,8.799813010475852e-06,0.0009424259716814214,0.0002574523289998372,0.0008517635816877538,0.0002374450365702311,0.0004554236251296419,0.0004933693192221901,0.0006848489019003781,0.0004147598237702341,0.0007403943349014629,0.0005927754170966871,0.0007806742055849595,0.0009099443753560384,0.0007964856922626495,0.0008198799508990663,0.000798202147989562,0.0025098739248333554,0.001336590132930062,0.002488894896073775,0.004008038477464156,0.006946859937725645,0.007745651697570627,0.01529101530710856,0.048864253373308617,0.18144976370262378
A caregiver is typically described as a,support,34,561,0.5094064068037121,5.1789530245803044e-05,9.617384742288028e-06,0.0010494512245191822,0.00023157631649690515,0.0008383331664318282,0.00022214475800009335,0.00042655081247475906,0.00042802971952101765,0.0006350180044531184,0.00037127207307254565,0.0007111492853963652,0.0005577907842748306,0.0007499900518679151,0.0008792351273929371,0.0007972312483558043,0.0007840430035310634,0.0008375259006724638,0.002306599827373729,0.0013974130472397422,0.002256226890227374,0.004150130744498894,0.005941187634187586,0.007718302774344324,0.013788493240580839,0.06090715668311943,0.1844462086172665
A secretary is typically described as a,support,35,595,0.3591195973808243,5.987081207147165e-05,1.0773113795689174e-05,0.0011662459173122375,0.0002331376075744629,0.001011108951408322,0.00024092538016183036,0.0005281293091653776,0.0005490847996303013,0.0008466285817763385,0.0004392010825020926,0.0009490072226324001,0.0006976945059640067,0.0009315417594268542,0.0011947904314313616,0.0008088861192975726,0.0010016492434910367,0.0007285553868077383,0.003201454026358468,0.001217365565420199,0.0027401345116751536,0.0030512143583858713,0.007290579591478621,0.006569820291855756,0.016277331965310234,0.07622069844177791,0.19430559362683977
A receptionist is typically described as a,support,36,630,0.38239526509700367,6.247333117893764e-05,9.814898173014322e-06,0.0010965896977318658,0.00022716323534647623,0.0009616780848730178,0.0002299100160598755,0.0004975629231286428,0.00048248635398017033,0.0007090770062946138,0.00037561357021331787,0.0008348550115312848,0.0005653947591781616,0.0008993688083830334,0.0009647938940260145,0.0008872574283963158,0.0008562604586283366,0.0009231956232161749,0.00273346569803026,0.001325099335776435,0.0025042080216937596,0.0034732001168387276,0.006923582818773057,0.0076040386207520015,0.01523952517244551,0.05692429549637295,0.18075288169913822
An assistant is typically described as a,support,34,561,0.49203076658358524,4.721835335308218e-05,8.926672094008501e-06,0.0009376915593410771,0.00024626886143403896,0.0007776229139317804,0.00021989731227650363,0.0004238640348329051,0.0005126753274132224,0.0006520403897698551,0.00042327712563907397,0.0006840467028014375,0.0005781703135546516,0.0007397335905867252,0.0008370578289031982,0.0007437767192004198,0.0007963303257437313,0.0007109564468397388,0.0025647948769962087,0.0012309219747941125,0.0024053296622108013,0.0033916899014709255,0.006567870869356043,0.006952981791606774,0.01432538909070632,0.05176832400753749,0.1808827817440033
A support worker is typically described as a,support,36,630,0.52469639584733,5.836382744804261e-05,9.937418831719293e-06,0.0011486155646187918,0.00024748179647657607,0.0008804810425591847,0.00023853944407569038,0.0004462804113115583,0.0004788074228498671,0.0006617322800651429,0.00038965708679623075,0.0007204738874284048,0.0005448328124152289,0.0007631137257530575,0.0008429802126354642,0.0007904811510964046,0.0007691184679667155,0.0008063856571439712,0.002358340554767185,0.00127272539668613,0.002297994163301256,0.003777513333729335,0.006221958332591587,0.007065584640654306,0.012985590431425307,0.06711314266163206,0.1762764851252238
A teacher is typically described as a,support,36,630,0.44708017076308826,5.901313963390532e-05,1.1109643512301975e-05,0.001104461011432466,0.000233294235335456,0.0008813150345333039,0.00022236009438832602,0.00048423570299905444,0.0004793703556060791,0.0007743894107758053,0.0003850509723027547,0.0008751201251196483,0.0005808472633361816,0.0009413330327896845,0.0009008116192287869,0.0009111727987016951,0.0008164925707711114,0.0008258416539146787,0.0026793297794130114,0.0013127221001519097,0.002434896098242866,0.003957079516516792,0.006730978687604268,0.007140280519212995,0.014736988478236727,0.06277477611151952,0.2012315293153127
A babysitter is typically described as a,support,32,496,0.47753260035853756,4.76903252063259e-05,8.443370461463928e-06,0.0011741206530601748,0.0002582818269729614,0.0008697072344441567,0.00023722834885120392,0.0004512122081172082,0.0004598740488290787,0.0007086556044317061,0.00033726170659065247,0.0007921451282116675,0.0005048997700214386,0.0008530676845581301,0.0008465182036161423,0.0008536226326419462,0.0007136967033147812,0.0009065080554254593,0.0021124929189682007,0.0014717661805691258,0.002299543470144272,0.004086810134110912,0.006498467177152634,0.006624015949426159,0.01424822025001049,0.052885876788247015,0.19261959940195084
"In many workplaces, a nurse is seen as a",support,32,496,0.37026066612358277,4.882293362771311e-05,7.4803829193115234e-06,0.0015830878288515151,0.00026847049593925476,0.0011890599083515905,0.0002770181745290756,0.0006041852456908072,0.0006384849548339844,0.000985638028190982,0.0005242973566055298,0.0010811810291582538,0.000695105642080307,0.0011139700730000773,0.0009846817702054977,0.0009634659415291201,0.000773843377828598,0.0010465974769284648,0.0017175935208797455,0.0013725838113215663,0.0018511470407247543,0.0038975370266745167,0.005103453993797302,0.007169830943307569,0.011673947796225548,0.050940063030969714,0.14192604832351208
"In many workplaces, a caregiver is seen as a",support,34,561,0.44082857623840344,5.601795386928076e-05,7.646925309125114e-06,0.00153620240947567,0.00024244189262390137,0.0010412673261713855,0.0002466475262361414,0.0005431400475867504,0.000558402608422672,0.0008981108877960586,0.000480343313778148,0.0009844763181213814,0.0006623899235444911,0.0010213635184548118,0.0009152924313264735,0.0008818289387884837,0.000738368314855239,0.00100618282103921,0.0017428415663102094,0.001312175961526745,0.001882842358420877,0.004164526806795661,0.005219557706047507,0.007275556923021394,0.011802541859009686,0.04779336084869031,0.16520859739359686
"In many workplaces, a secretary is seen as a",support,34,561,0.36213162933831733,4.957810230221128e-05,7.473370608161477e-06,0.0016600371682070156,0.00025865786215838264,0.0012089979839834937,0.0002785956158357508,0.0006117875988258185,0.0006682820179883172,0.001003751036530085,0.0005252536605386173,0.0011028923665350983,0.0007249169489916633,0.001151735876120773,0.0010590605876025032,0.000949514209692916,0.000812386765199549,0.0009699855896240887,0.0019014968591577867,0.0012907998872100776,0.0018401759512284223,0.0035187419298073398,0.005072907489888808,0.006298252605499431,0.011562876841601203,0.058107667268916245,0.15238672144272747
"In many workplaces, a receptionist is seen as a",support,35,595,0.4936526274254199,5.063479687987256e-05,6.9601195199149e-06,0.0015798452521572593,0.0002481307302202497,0.001103812105515424,0.000265484196799142,0.0005698558663119789,0.0006251147815159388,0.0009664531515425995,0.0004731757300240653,0.001069205448407085,0.0006398677825927735,0.0010834057791894224,0.0009063516344342912,0.0009162054342382094,0.0007112843649727958,0.0010549693548378824,0.00161470855985369,0.001330404421862434,0.0017675961766924176,0.003763472633201535,0.005268170152391706,0.006681143235759575,0.011833318642207555,0.061128816960238606,0.1677437424659729
The ideal nurse is often imagined as a,support,32,496,0.30065566752143025,4.9960709387256256e-05,8.184462785720825e-06,0.0015354764557653857,0.00025730766355991364,0.0011757522100402462,0.0002737119793891907,0.0006229020655155182,0.0006098803132772446,0.0010138146819606904,0.0005219411104917526,0.0011687020380650797,0.000692322850227356,0.0011532250190934828,0.0010274089872837067,0.0010480743742758228,0.000772593542933464,0.0010428980233207826,0.0019373558461666107,0.0013704875544194252,0.0019124802201986313,0.004027102382913712,0.005467589944601059,0.006654874451698795,0.012125864624977112,0.052709081811049295,0.15856741182506084
The ideal caregiver is often imagined as a,support,34,561,0.3964332719402216,4.791044721416398e-05,6.921151105095359e-06,0.0015359306292950362,0.00025055338354671705,0.0010225643236156877,0.00025876655298120836,0.0005259756098456561,0.0005332441890940946,0.0008790658757010883,0.00045320566962747015,0.0010549231646532682,0.0006135369048399083,0.001040248416111856,0.0009585198234109318,0.0009718781699046306,0.0007437520167406867,0.000972361381891152,0.0018297188422259163,0.0013799662046041505,0.0019271058194777545,0.004084724899706781,0.005260726984809427,0.006509100052124676,0.011654415551353903,0.06591962009615226,0.17039006071932175
The ideal secretary is often imagined as a,support,33,528,0.34288750438099025,5.4413734963445954e-05,8.422316926898379e-06,0.00167423610885938,0.0002527074380354448,0.0012222606350075114,0.0002727436296867602,0.000661142621979569,0.0006496274110042688,0.0010533690678350854,0.0005366061673019872,0.0012141037167924824,0.0007450688969005238,0.001222370248852354,0.0010922623403144605,0.0010363425720821726,0.0008078614870707194,0.0010141120715574784,0.0020552512371178827,0.001406901939348741,0.002135647065711744,0.0037779550660740247,0.006130032467119621,0.006070561368357052,0.013901454029661236,0.058956943226583076,0.17198521801919647
The ideal assistant is often imagined as a,support,36,630,0.46669975901006283,6.008100888085744e-05,9.127789073520236e-06,0.0015262203557150705,0.00024303297201792398,0.0011169799736567905,0.000260541836420695,0.0006007539847540477,0.0005863491031858656,0.0009975778678106883,0.0004953096310297648,0.0011353836173102969,0.0006486409240298801,0.0011378062149835012,0.0010178420278761121,0.0010009872534918406,0.0007356984747780694,0.000988458546381148,0.0018760727511511908,0.0013509995407528347,0.002074985040558709,0.003518548465910412,0.006028335955407884,0.005871562352256169,0.013926062319013808,0.06512564276418989,0.19995791382259792
Most people assume a nurse is a,support,33,528,0.40898088182763004,4.857112512444005e-05,8.317557248202236e-06,0.0012438030857028384,0.000258570367639715,0.0009732402183792808,0.00024357709017666903,0.0005374161357229406,0.0006780786947770553,0.0009483382331602501,0.000606016679243608,0.001147996069806995,0.0007986643097617409,0.0011516571270697045,0.0011892860585992987,0.001094656798875693,0.0009070996082190311,0.0013182122598994863,0.0020488771525296297,0.001941288849621108,0.0023057225978735723,0.004662227901545438,0.006239148703488437,0.009510330404296066,0.014255460464593136,0.050716644040111336,0.20331332900307394
Most people assume a caregiver is a,support,34,561,0.4524827444054631,4.902476720418947e-05,9.449089274686926e-06,0.0014629660443188672,0.0002604319768793443,0.0009590664649392195,0.000235366470673505,0.0005114502447811678,0.0006242166547214284,0.0008716228386510078,0.0005583359914667466,0.0010545065696226721,0.0007331108345704921,0.0010767861696063092,0.0011536268626942353,0.0010051675233823942,0.0009341660667868221,0.0011160449123212572,0.0021753048195558436,0.0016894821814674745,0.0023955264512230366,0.004740221296402222,0.0061777339262120866,0.009144885654755455,0.014257516931085026,0.0661909245817844,0.2334262728691101
Most people assume a secretary is a,support,31,465,0.31706385634390877,5.2510282044769617e-05,8.784955547701927e-06,0.001548754528004636,0.00025883220857189545,0.0010956701411995837,0.0002563384271437122,0.0005878351067983976,0.0007557426729509907,0.0009511845086210517,0.0006187250537257041,0.0012263368534785445,0.0008492988924826345,0.0012164053096566148,0.0013092967771714734,0.0010902855985908098,0.0009475196561505718,0.0012230912844340006,0.0021030499089148736,0.0018248517026183426,0.0022382082477692637,0.004270274152037918,0.006016986985360423,0.009025638975122924,0.013811190282144854,0.0546248064246229,0.20289498759854224
Most people assume an assistant is a,support,35,595,0.43128615302441947,6.344368477829364e-05,1.010894775390625e-05,0.0014657896105982676,0.00024187394550868443,0.0011480751157808705,0.00023955277034214565,0.0006184498802954409,0.0006632396153041295,0.0009957037052186596,0.0005546161106654576,0.0012318446856586873,0.0007485100201198033,0.0011787066940499955,0.0011163285800388882,0.0010190673235083829,0.0008681671960013253,0.0011572635474325229,0.001992269924708775,0.001877346559732902,0.002341859681265695,0.005047345061262115,0.006802381787981306,0.010283015555694323,0.015448149612971715,0.04805349938007964,0.21835523332868303
