context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6
Most people assume a manager is a,leadership,35,595,0.4858293944236409,0.22928694682195783,0.989668887341395,0.24664824658248108,0.9900787475350512,0.0006404588437603214,5.479679830103303e-05,0.020602681126680195,0.01431377613501319,0.041870144114461265,0.04169501914581298,0.04034156197129651,0.06365008865206027,0.06812646751876981,0.1642114507314291,0.1665750166004265,0.2803993097325785,0.01054566580392798,0.010974169006309393
Most people assume a leader is a,leadership,35,595,0.43848124474218997,0.20738335978239775,0.9854539351072162,0.21984025180699973,0.9860672828377801,0.0006361596524407196,5.289789322454132e-05,0.016669055206294907,0.013872395404193279,0.040710912461577875,0.04452558087717025,0.038427064421158764,0.06285475362930887,0.059711609071950715,0.16636647482788985,0.1688361867698523,0.29198464691757753,0.009867695589889586,0.010783043982050442
Most people assume an executive is a,leadership,36,630,0.40435176552028235,0.163933209143579,0.9752590619027615,0.18265177810462774,0.9760742823313535,0.0006428550377482068,5.313439879112764e-05,0.01770260057163608,0.012607824802585925,0.04388230590460032,0.03898626691872699,0.03583723305536362,0.06514389002700069,0.05767373521593545,0.15857597465646642,0.1553396911471606,0.2826160314783534,0.008615761520681062,0.010031493015997336
A nurse is typically described as a,support,38,703,0.5086951598375133,0.24571922654286027,0.9410748039372265,0.2578871561345295,0.944056272346586,0.0006337738742985561,5.133410296541626e-05,0.01856269427375975,0.011531256629534697,0.029972545976706184,0.03200446653890852,0.0261723081532948,0.05717826208294562,0.0471942640812021,0.16684615096462993,0.1023104520204341,0.18852382736221748,0.003394321038200739,0.006748652339622068
A caregiver is typically described as a,support,38,703,0.4435899891820075,0.2615864488761872,0.9593312754295766,0.2688190715143719,0.9624804075737075,0.0006031860722196285,4.781478026912399e-05,0.021074618196413594,0.012255435834967533,0.03250474133471927,0.0335814375280497,0.027914077932476068,0.05346659883146515,0.04126401597861812,0.17336804749580284,0.09821123056837702,0.18384945570505967,0.00407507859212066,0.006801355726747472
A secretary is typically described as a,support,39,741,0.429733598283831,0.10976367350667715,0.9650832451879978,0.12050849896513682,0.9652806344711422,0.0005687604557104414,4.5240173706209485e-05,0.019259101680931486,0.012439684332054736,0.038261474046410164,0.03455000021257399,0.026756629571058656,0.058884817556981675,0.04476990624471545,0.17367669808811476,0.10552927097989562,0.18636402012883563,0.004085290658562671,0.006928059772064912
A receptionist is typically described as a,support,39,741,0.41980370143722046,0.08746344153769314,0.9715292835608125,0.1001517418117146,0.9733324563941892,0.0006063789049964217,5.143795051034171e-05,0.02404108323530874,0.01352015035288983,0.046224529966644286,0.035766005324461225,0.02992224883595037,0.059258923231868564,0.046164485620572196,0.175357290151904,0.10292207374373374,0.1879236251420533,0.004061804179660369,0.006461553377885243
An assistant is typically described as a,support,39,741,0.41008754158131383,0.08871136768721044,0.9512924794107676,0.1045792844670359,0.9515110036928718,0.0005663106585687346,4.524017370620664e-05,0.020134617373899245,0.0126571768397595,0.03830152088305981,0.03339415140682701,0.02420177811751842,0.052467471562005506,0.045358162266729535,0.17554093189773334,0.09402063280123384,0.1985693180132372,0.0029694474591176754,0.006128057370571299
A support worker is typically described as a,support,39,741,0.5013792538786239,0.15933737717568874,0.9602158376947045,0.17270170765550574,0.9630702034401395,0.0006549249593290567,5.473839605776071e-05,0.02306637684127092,0.013010180674055754,0.035395693235677386,0.034354838628447015,0.03481983515488122,0.05265910687923397,0.04974685117984762,0.17939640403005094,0.09504210988608745,0.18596454670555923,0.004504394718456876,0.0069740704173609355
A teacher is typically described as a,support,39,741,0.4508003672308733,0.21529211569577456,0.9586171675473452,0.22910385854993365,0.9588631904614431,0.0005714968186296706,4.342966611453187e-05,0.01952449020284965,0.01213689255614355,0.033426355003754314,0.033514431633863105,0.026482695995462418,0.05469069503367447,0.042891422282594974,0.17226640894208295,0.10338268095148026,0.18269240391014008,0.003575245770609562,0.006354516180494649
A babysitter is typically described as a,support,40,780,0.4910939912929889,0.09442578186281025,0.9620868312194943,0.1080665635454352,0.9635742017149482,0.0005616271830463694,4.542404125566501e-05,0.027438183494629516,0.012805932703528469,0.049105638114973496,0.034557407194494516,0.03652739638965168,0.056603256139078205,0.050010710570085055,0.17554762151378442,0.10262454207283452,0.18617574319071126,0.004449114081649168,0.006870758878592331
"In many workplaces, a nurse is seen as a",support,37,666,0.4307818020373112,0.208682369440794,0.9406537846662104,0.23441522754910693,0.9493901254196544,0.0007313568699424999,5.751368658092127e-05,0.021694796180411587,0.011043403151583323,0.034877605629172304,0.03022679960390787,0.027903679475398253,0.046007794214803985,0.04547455349843954,0.12538268833037988,0.12605295874464262,0.2220235005168509,0.003934347760579032,0.0068905871619692975
"In many workplaces, a caregiver is seen as a",support,37,666,0.44516583600593784,0.25140156922861934,0.9437495893798769,0.2759090161162021,0.9477494633985373,0.0007087667795372917,5.441335153509473e-05,0.025089043647590518,0.011475441309130524,0.0336386230868653,0.031522846822071474,0.027126073683729258,0.04643080337255501,0.043133090060602015,0.1314141327328956,0.12314051475737688,0.20268029323782316,0.0046009412820379415,0.0072906794475349175
"In many workplaces, a secretary is seen as a",support,36,630,0.3668590355762741,0.18350484082475305,0.9416539520025253,0.206957725877146,0.9449067712002375,0.0007195931736968629,5.2950650069056364e-05,0.019220949305125506,0.011733712423142853,0.03369408066361561,0.03184719082416481,0.02409862948633174,0.047231348172210946,0.04451503747273958,0.1322958691262472,0.13171575295130092,0.2106735084851214,0.004611623545137642,0.007067727518830437
"In many workplaces, a receptionist is seen as a",support,38,703,0.47266705332806047,0.16799732623621821,0.9527046927250922,0.18690961263200734,0.9571481978784959,0.0006675468158552477,5.340600195385082e-05,0.022683870530254776,0.012012995827110243,0.03380320360026918,0.03174200301474581,0.027369396498818373,0.04546692650854111,0.04266537422217732,0.12780127490859564,0.1263285878239938,0.21267890095029696,0.004442698258915042,0.007161797562353557
The ideal nurse is often imagined as a,support,37,666,0.4358412686595847,0.2079639877192676,0.956265146844089,0.221446483946238,0.9614281847966595,0.0007061074727024205,5.577765777302084e-05,0.017685105691170697,0.012020494974511067,0.036909987112183656,0.03119138463282657,0.0214605534336039,0.051940270846342146,0.04237594440446554,0.15742263957912805,0.11310941081057398,0.22954056677451617,0.003547789590725417,0.006315042836996903
The ideal caregiver is often imagined as a,support,37,666,0.4491824135179939,0.1818668325431645,0.9677315391600132,0.1947232717720908,0.9709515249298875,0.0006837052665534572,5.183979995689599e-05,0.02106890928491181,0.011846169667887799,0.029197233186282933,0.02931649732206384,0.0186843463043111,0.047872731834453654,0.03450445566716309,0.15684405713801639,0.11054787178737097,0.2123279809548425,0.0037055965420079635,0.006429344341435924
The ideal secretary is often imagined as a,support,36,630,0.296300110446333,0.12962373718619347,0.9733409751206636,0.14705972500269127,0.9737380497472259,0.0006706198151094376,4.9189965920749655e-05,0.020022469239965725,0.012467270853517799,0.03638879052717144,0.030490828063657476,0.018528636847536684,0.04953913461196714,0.03509045018447441,0.1578792332397643,0.10368655649250395,0.20715842659386297,0.0042970508796852415,0.00670642258198919
The ideal assistant is often imagined as a,support,37,666,0.37338591934165904,0.09549507405608892,0.966466243378818,0.10815570291197218,0.9680261856393599,0.0006660017333486212,5.1712879736367395e-05,0.021289867790992113,0.012960427535059537,0.038127284322797834,0.030943079127919215,0.018379214324052442,0.04861435668301403,0.034017041367323954,0.16637224326251654,0.1146980208786935,0.2298733611605691,0.00439614083924132,0.006614755641000387
Most people assume a nurse is a,support,35,595,0.42342194100844494,0.3220715010538697,0.9879709583474323,0.34435570327332243,0.9895217201388817,0.000633625451983888,5.782116266628596e-05,0.016589280315525912,0.01313211126496038,0.031042249953480015,0.038320994468900665,0.040397515050583616,0.06343160968293016,0.06341913728319067,0.15765935207526713,0.14898669289805658,0.2645568756042588,0.008470502939612242,0.01052351725249233
Most people assume a caregiver is a,support,35,595,0.44981807984448513,0.2761107417754829,0.9799058644566685,0.29489890977856703,0.9820429581588996,0.0006421439369074312,5.782116266628913e-05,0.019157284477379143,0.013694259912002533,0.034288155546946135,0.041365329484220496,0.03464476298223978,0.06425636078327188,0.06279756561187914,0.1607313018588077,0.15076970109803708,0.26420965843753724,0.009279303347800713,0.010533299560418291
Most people assume a secretary is a,support,36,630,0.398252829893198,0.22866778494790196,0.9898222895571962,0.2549208571217605,0.9928485698571734,0.000631446555824604,5.563293994085653e-05,0.018536068283652556,0.012980308643223795,0.03686460697924705,0.039497125205771276,0.03793557043413302,0.06449033332927344,0.06250271296921078,0.1619847247822444,0.1480891474722296,0.274253440793109,0.009516307346254143,0.01087448430104073
Most people assume an assistant is a,support,34,561,0.36682550119967294,0.14789305161684752,0.9691855940036476,0.16422052544658072,0.9741581358272242,0.0007061630942332847,5.776179559285561e-05,0.017703294732518155,0.0136913540324535,0.037376595812404836,0.0377678257715795,0.038387534227637195,0.06069450040450229,0.06950700742671266,0.16304720254967345,0.15467854157818556,0.27369544755636904,0.007878800390977969,0.009965292545904718
