context,family,shared_vocab_size,n_pairs,l2,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12
"In many companies, a leader is seen as a",leadership,36,630,0.5588185720912687,0.000725705744694024,6.739960776435005e-05,0.02038494310681782,0.01637585461139679,0.036207548138641174,0.042514607310295105,0.03479551663474431,0.060475415653652616,0.05469101307884095,0.11321586701605055,0.05007980134752062,0.11706882880793677,0.05447808158776117,0.1532629148827659,0.06029499329271771,0.23584947155581582,0.09652344877757724,0.2320055199993981,0.06116765472624037,0.2539241413275401,0.11089366920410641,0.3217060814301173,0.1172810221948321,0.3845306419663959,0.0036560531646486314,0.00832648409737481
"In many companies, an executive is seen as a",leadership,35,595,0.5232949599823093,0.0006625572340553156,6.679977689470564e-05,0.021478913668073526,0.01593456779207502,0.03795438614212164,0.04286289896283831,0.035870770972316,0.059321820735931396,0.05219014302021315,0.1114248309816633,0.04198889752396014,0.11680966104779925,0.05533071784537379,0.15647821766989573,0.08102389959728017,0.2636158789907183,0.0903541116654372,0.28223067351749964,0.047657611690649464,0.27786213840757096,0.10710310299857324,0.33265593903405327,0.12903626536120888,0.3938412879194532,0.003855277710602063,0.009476196765899659
The ideal CEO is often imagined as a,leadership,37,666,0.5353585227304196,0.0006706735115771338,5.7098027822133657e-05,0.019374512012924876,0.01570305469873789,0.03500198716068411,0.04372937453759683,0.03427286875677538,0.06219962319812259,0.055741117165253325,0.10694645546578072,0.052889138639152226,0.11250087860468272,0.0708430640779816,0.13754150996337067,0.0771246204773585,0.2099371794107798,0.08724537693165443,0.21062128608291214,0.07590667489502165,0.2727570501533714,0.10996708332060336,0.3447982701095375,0.12584937889654715,0.42181945088747386,0.0031203661595020924,0.008241253930169183
The ideal manager is often imagined as a,leadership,36,630,0.5036214697953403,0.0006846371104262607,6.311966313256157e-05,0.02799055323832565,0.018661758965916105,0.04664963689588365,0.04812637468179067,0.03647057359653806,0.06692277557320064,0.04867123966179197,0.10842178265253703,0.0467249766228691,0.11343547536267175,0.06485018536211952,0.13761250343587664,0.08767961488356665,0.21140970786412558,0.11330273246008252,0.23566418720616233,0.0820921305153105,0.29177791211340165,0.13888661397827995,0.34562134328815675,0.14483539852358046,0.4247686639428139,0.0036022359416598366,0.00832391447491116
The ideal leader is often imagined as a,leadership,37,666,0.528773897053595,0.0007156686122842446,6.10770405949773e-05,0.02571859911039427,0.017034725562946218,0.03958727320930263,0.043694538039130135,0.035218557169487526,0.0626690065538561,0.05056292995497271,0.1053045891426705,0.0497490477275562,0.11134309220958401,0.07221732210289608,0.1367228804407893,0.08005816552105609,0.20153159547496485,0.10255521437427303,0.20772230947339856,0.07212722757915119,0.2599292155858633,0.11646178494523596,0.3421170268509839,0.13523417122818687,0.4208468077956019,0.002870363426638079,0.008057813386659365
The ideal executive is often imagined as a,leadership,38,703,0.5628808964567286,0.0006825946485082212,6.052381113955849e-05,0.026778335220698442,0.019285597299274645,0.04395359919895318,0.04941457353140179,0.03667507228437562,0.06805919659765143,0.050641366250145314,0.10971118588196604,0.0456482347095674,0.11914485536123577,0.06355223250423013,0.14879002382880763,0.08133459890295737,0.2227727959030553,0.10673972014682222,0.23128600183286166,0.0784656675704682,0.29289441830233526,0.13006953112940023,0.36076296316949946,0.14270568882800097,0.4284671207791881,0.003982692236242389,0.008867895916888588
Most people assume a CEO is a,leadership,36,630,0.49872141037496176,0.0007765331684490703,7.595949702792698e-05,0.022230457455392868,0.016792140073246427,0.04576738628130111,0.05191522008842892,0.03433049382671477,0.0721975631184048,0.04123021454092056,0.12445802324348026,0.03905893228356801,0.12344237665335338,0.04037928983332619,0.1613589177529017,0.048171504953550916,0.2695022059811486,0.07455718895745655,0.2530518174171448,0.05823377536402808,0.2821804963880115,0.10372677393375881,0.327985147635142,0.11939000146729606,0.3778977261649238,0.003498463782053145,0.008654369248284234
Most people assume a manager is a,leadership,36,630,0.5703136911599543,0.0007447032635340408,7.629891236623128e-05,0.029403271301398203,0.01796211964554257,0.05486407424249346,0.054360379775365196,0.03756048121149578,0.07700192762745751,0.040357208251953124,0.12643105619483525,0.038573838320989456,0.12371401323212518,0.04356684836130294,0.16040045519669852,0.04889153171153296,0.2585406137837304,0.08231174922178662,0.2756197253863017,0.05535627944128854,0.30378537542290157,0.09869845273002746,0.3368333942360348,0.11864484160665482,0.38455398629109067,0.0035090863704681395,0.00873689353466034
Most people assume a leader is a,leadership,35,595,0.47701584682379916,0.0007552657599468959,7.442576544625418e-05,0.03111728034099611,0.018635969502585274,0.058431776982395586,0.05588230064937046,0.03563413707649007,0.07885771138327462,0.0450880079710183,0.12861200741359166,0.03817092215313631,0.12601026126316617,0.04507654699958673,0.16042755161012923,0.047512659856251305,0.2630372064454215,0.09590060265124345,0.2516678980418614,0.06393951473115873,0.2856730563299997,0.1075546020219306,0.3327512536730085,0.12217502453747918,0.38657604966844833,0.0029956545148577007,0.008694132736751011
Most people assume an executive is a,leadership,34,561,0.42075683162870875,0.000756860349009622,7.370464942034553e-05,0.028975169713909402,0.017557912013109994,0.051990258555573786,0.05506453619283788,0.03424925052970913,0.07677146792411804,0.045824076615127864,0.12853585271274343,0.04149398590154189,0.12885486203081467,0.04419894450063586,0.16794389486312866,0.048088825482098176,0.28054143926676584,0.08048131514785549,0.27177175353555116,0.047490261614641406,0.28170524625217214,0.10107211893467555,0.3412165203515221,0.1248491989737526,0.39143942121197195,0.0032471076264950893,0.008716104661717135
A nurse is typically described as a,support,37,666,0.47190391625114714,0.0006938220321025292,5.955148387599636e-05,0.03339482630762431,0.017350269330514444,0.0391439853666781,0.04330855124705547,0.03607845776252919,0.06515200718029125,0.03889541014715716,0.11185045983340289,0.04092606553086289,0.11654061240118903,0.06085298843569942,0.14302271443444328,0.07633826776488765,0.20868646937447624,0.10012737605664823,0.23218267672770732,0.069190846146406,0.2745514882577432,0.10700421531995137,0.33958622088303436,0.126070948804284,0.4110777853308497,0.0031101552394775297,0.007974851775813746
A caregiver is typically described as a,support,37,666,0.5151357129128361,0.0007008155862477051,6.333074054202518e-05,0.030334915663744952,0.01827641435571619,0.03989452072181501,0.04415192958470937,0.0336083750332798,0.0639549783758215,0.03530552920636472,0.1121157971588341,0.0393716059289537,0.1171451388178645,0.05952075598118183,0.14182525228809667,0.07632680747423086,0.19938885682337992,0.09761306115456887,0.20567572439039075,0.07462152033238797,0.24579504051723997,0.11503277956186472,0.3137422912829631,0.1247643211090171,0.38840223566905874,0.0038746016340570765,0.008741953888454952
A secretary is typically described as a,support,36,630,0.47592447850530617,0.0006977174301042281,6.042089727189806e-05,0.02985895196833308,0.01582286424107022,0.03755562161169355,0.040108622776137456,0.03556371406903343,0.0597053501341078,0.04207917437666939,0.10750950376192729,0.04285102931279985,0.11450405418872833,0.059506430677951326,0.1377627435657713,0.06513463315509614,0.21212974025143516,0.09127282703679705,0.22556561728318533,0.06241146366274546,0.24403196573257446,0.10016738138501606,0.298588376906183,0.11489419740816903,0.39832212030887604,0.0033826761775546605,0.007874553402264914
A receptionist is typically described as a,support,38,703,0.5196958811486335,0.000686939577076082,6.206098355745014e-05,0.03271100773432346,0.01803432169713472,0.04072027046175125,0.043021318159605325,0.034967606895170034,0.06541733835872851,0.037441948908321546,0.11135151668598778,0.040122639361350326,0.115379146839443,0.058302761395998395,0.1365413399119126,0.07597152585664481,0.20273056783174215,0.10469719971057193,0.20328611606045774,0.0642090919473941,0.2596717570957385,0.10946898668962048,0.3234395980834961,0.1356457035622929,0.43962142342015315,0.00347363541848629,0.008350747196297897
An assistant is typically described as a,support,39,741,0.6541843705941406,0.0005728090586199353,5.147090324988732e-05,0.039205632279356806,0.017983016295310777,0.04283031169702167,0.04413845141728719,0.03432862014181701,0.06416876193804619,0.040135531330559096,0.10429041507916573,0.04226457107404948,0.10746937837356176,0.06019587205489155,0.13306832772034866,0.07516010944177265,0.19059885770846635,0.0945690587142862,0.1977744683241233,0.07129174265784291,0.2512895098099342,0.11548244341825828,0.3163802241667723,0.12351818873412534,0.4163029652375441,0.003008597051566429,0.008798813208555564
A support worker is typically described as a,support,38,703,0.6289633342638195,0.0006330926983279758,5.951523780822754e-05,0.03422024210710953,0.01746079953093278,0.03697615654166698,0.04304776536790948,0.031595888276018766,0.06364678238567553,0.03827217034730599,0.11225304007530212,0.04005183714043195,0.11729956614343744,0.054883153263908704,0.13667493431191696,0.06228812007103672,0.20028821731868543,0.10740388062905791,0.20378103538563377,0.07188379883257458,0.2504640550989854,0.118635462875217,0.31571204881919057,0.1331057984535589,0.4154959038684243,0.0032018563825409237,0.008629067947990015
A teacher is typically described as a,support,36,630,0.5028784987017064,0.000703241288364451,6.187624401516384e-05,0.02754693209888443,0.015943456027242873,0.03445330903170601,0.039945267968707614,0.031905719708828696,0.057518343130747475,0.040525182845100524,0.10618860357337528,0.03774415126868657,0.11358868247932857,0.043767447793294514,0.13630382219950357,0.04953013611218286,0.20631350576877594,0.08664812048276266,0.21697639260027143,0.05784815067336673,0.26060089468955994,0.10663980141518609,0.3293081588215298,0.11618553016866956,0.41782550927665496,0.002896315710885184,0.007882606652047899
A babysitter is typically described as a,support,38,703,0.5457566148518451,0.0007191268667112705,6.275427968878495e-05,0.03165896003734676,0.0179458150738164,0.037335301997142696,0.04403315249242281,0.03711813976551018,0.06922398429167897,0.041167722869224606,0.11916985009845935,0.044582817708784625,0.12259122572447124,0.06527154959452101,0.1557865393789191,0.0806898106297592,0.2094372150145079,0.1136578680526142,0.23252466634700172,0.07837211299332582,0.25923777097149897,0.09670040744805912,0.32227760553359985,0.12761136462347605,0.4114788707933928,0.003176220789403359,0.008770210178274857
"In many workplaces, a nurse is seen as a",support,37,666,0.49409528653086865,0.0006635827047319652,6.050838006509317e-05,0.025414111176589586,0.015547897364642169,0.04290643139733925,0.040782744820053514,0.03189821100539273,0.05799690452781883,0.04310955563644031,0.11171643154041187,0.03922627544080889,0.11729498972763887,0.04907153499824507,0.15133278756528287,0.0731755833032432,0.23479159458263502,0.08303103795101693,0.25481273999085297,0.062019437059267865,0.27393688221235535,0.10664370861855355,0.3464231990479134,0.13254120543196396,0.4090987725837811,0.003948544328277175,0.008869772021834916
"In many workplaces, a caregiver is seen as a",support,39,741,0.6492271388037594,0.0005898838957334748,5.59840446863419e-05,0.024160037842779026,0.01616831620534261,0.03971508631982945,0.04064730191842104,0.03139015977923204,0.05996712965843005,0.039689450611469716,0.11339001166514862,0.03939625825959179,0.11640980610480675,0.05795973785694151,0.14601909655791062,0.08391021060356406,0.22079927493364382,0.08965199566402256,0.2273366772211515,0.061005637029565456,0.251570646579449,0.10044257710819784,0.3223017033858177,0.13821151526833353,0.3941694322304848,0.00427927959624894,0.009228986043196458
"In many workplaces, a secretary is seen as a",support,38,703,0.5841341303750195,0.0006205068645456668,6.221156371267218e-05,0.02285814172936707,0.016003715364556564,0.04314709803457789,0.041166142413490696,0.033184850092971986,0.05785794634568064,0.04267861782063122,0.11181421342648958,0.03744568636542872,0.11570335689343904,0.05063485548133362,0.1475894294287029,0.08017258059927614,0.23690158285592733,0.0928072285007786,0.2554314120819694,0.061948301781970444,0.2813475743720406,0.11089185355058945,0.34523961810689224,0.125597251300961,0.4125369685260873,0.004273264455591801,0.009082858499727751
"In many workplaces, a receptionist is seen as a",support,38,703,0.5513860174557884,0.0006331758090250352,5.676087580229107e-05,0.0267719070468188,0.01676362125497115,0.0483852877343871,0.04214193632728175,0.034189364500608756,0.060756449636660124,0.0454485226491437,0.12020744618616606,0.042436518803090496,0.1225749489508177,0.06572759747346214,0.1601842500661549,0.10096585258820318,0.2388226319300501,0.1287097325535282,0.2430691593571713,0.08623351921906343,0.28485091736442164,0.11916326191991695,0.3484691804961154,0.13220819455715874,0.44991226337457957,0.004400146465382908,0.009656350863607307
The ideal nurse is often imagined as a,support,37,666,0.500926300671117,0.0007046477706547388,6.221436165474556e-05,0.025638301624684362,0.018098465494207433,0.04066549250492463,0.04661067434259363,0.03305333895278765,0.06570036669035216,0.0478713569698391,0.10980683242952502,0.047364667952955665,0.11577228114411638,0.06417521677754663,0.13822800082129402,0.08597743941901682,0.20670830559086156,0.1044019251703858,0.2229220561079077,0.07817997698400829,0.2622760147661776,0.12123326102534572,0.3432334057382635,0.13824182810323374,0.4148517210741301,0.0033253859113286563,0.00809713634284767
The ideal caregiver is often imagined as a,support,38,703,0.5781781195640614,0.000703936758703949,6.175198053058825e-05,0.024686331896490256,0.017528066509648374,0.04171181112994171,0.044365415447636655,0.03503472676996147,0.06397908612301476,0.044415901472015705,0.1053267152685868,0.04402532037427042,0.10840260511950443,0.057746935916659164,0.13022602075024656,0.08288425393667533,0.18725252151489258,0.09751153144863557,0.1916567949872268,0.07394650362294225,0.24268610069626256,0.1085552258223592,0.3235882771642585,0.1404398436185137,0.40443092114047,0.003055229210751833,0.007802935023056834
The ideal secretary is often imagined as a,support,36,630,0.4317862471254781,0.0006863548120092009,6.309979491763645e-05,0.02450377220317485,0.01688385506470998,0.04341671492845293,0.04401126503944397,0.03491462611016773,0.06230974031819238,0.0538720491859648,0.10852925313843621,0.05102055867513021,0.11561934649944305,0.07091489351458019,0.13582462072372437,0.10304005629131718,0.20928414331542122,0.10513064146987976,0.22482020987404716,0.08309306675006473,0.2708474116192924,0.11773666706350115,0.32912277430295944,0.15542260000393504,0.40557722830110127,0.003497389384678432,0.008014198806550767
The ideal assistant is often imagined as a,support,38,703,0.547996096452535,0.0006744779658112688,5.985561170076069e-05,0.028204673829662002,0.017111053592280337,0.043996798937046,0.04394718377213729,0.034176497125354297,0.06198247796610782,0.05211597401251325,0.10555269373090644,0.05040101247016939,0.1126454001978824,0.07399021303161958,0.13600788147825943,0.09932779502732994,0.20367489990435148,0.10814470154462465,0.23088564057099192,0.07951299195438835,0.284620159550717,0.11890468942491632,0.35476068995500865,0.1592542505869443,0.4446663519269542,0.003014396383277383,0.007883595792870773
Most people assume a nurse is a,support,34,561,0.46212493274535693,0.0006857680847666827,7.434276973499971e-05,0.031991998135459186,0.018641279024236342,0.0594834547735578,0.056370500256033504,0.037389152615253086,0.07921664855059456,0.03905761720024966,0.13350875588024363,0.03729263341150607,0.1352012525586521,0.04182362880511292,0.16910525981117697,0.06092080500461626,0.2595238422646242,0.09697078851030047,0.28456179534687714,0.07362507833516534,0.29664283640244427,0.11028830715041747,0.34398633066345663,0.1271446169272676,0.3858092427253723,0.004332790718996588,0.00969844004687141
Most people assume a caregiver is a,support,37,666,0.6512569897855275,0.0006809374452448854,6.666537877675649e-05,0.03070688810949032,0.017553957732948097,0.05719475674110132,0.053300818881473026,0.03356151674334351,0.07542800581133044,0.03766902113283003,0.12565648555755615,0.037523251664531125,0.12669385123897242,0.04147225255901749,0.15799858602317604,0.060011847420139715,0.2468738942532926,0.0966070451893964,0.2643752291395858,0.07071533423286301,0.28111573167749354,0.1013733806821319,0.3317126084018398,0.1227906752858792,0.38114227153159475,0.004047709184365945,0.009251111262553447
Most people assume a secretary is a,support,35,595,0.3893720289968008,0.0006948415380868348,7.449558803013393e-05,0.031249285595757622,0.017721872670309884,0.05933380144483903,0.05376774072647095,0.038666378650344724,0.07475111825125558,0.04152698892505229,0.1289507099560329,0.038254265675023824,0.12810980081558226,0.0427035004651847,0.15975331919533867,0.05621013701462946,0.2552406072616577,0.09596639741368654,0.26341031619480676,0.06960131185395377,0.28873058216912406,0.10671829786621222,0.3333816579410008,0.12279414627231469,0.38310655270304,0.004260356085641044,0.008985286099570139
Most people assume an assistant is a,support,36,630,0.5729051477133028,0.0006253526220028843,6.783174143897163e-05,0.035721878045135075,0.0181223236852222,0.062496983508268995,0.05654863019784292,0.0384661228174255,0.07716048591666752,0.04324633937979502,0.13332102199395499,0.04027692098466177,0.13247047695848677,0.04503408216294788,0.16726078424188826,0.06816388893695105,0.2634306086434258,0.09571310144568247,0.297576227121883,0.07270035994431329,0.31798824502362144,0.10488128856060996,0.36140306956238216,0.12642882312574083,0.40696315053436494,0.00406677590476142,0.009373077087932162
