context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many companies, a leader is seen as a",leadership,31,465,0.31231541212950864,0.486212729010731,0.8386563947424293,0.5095539879985154,0.8521004435315263,0.0005163955572665274,5.295850128116433e-05,0.008441744269404243,0.00022862337790217498,0.005036683842982478,0.0003274115715277567,0.0023182452010401685,0.0004890420077732001,0.00243227862070748,0.0006995818375893287,0.003196277133570541,0.000916396351742895,0.006889924163434759,0.0012744905784710945,0.007171119474809771,0.0017621335512288197,0.008569609628977128,0.0024574853579360134,0.005941512518526065,0.00411113366503093,0.006861081117641457,0.004308085253071026,0.012180492309642188,0.004857987582537114,0.009996198870883554,0.004980500973157716,0.007311901154584913,0.005278698675436847,0.006409670607595596,0.005963728255156105,0.007434077330596766,0.007318284116661162,0.008296231804997004,0.008118384821230023,0.016355620434265243,0.008936340933577832,0.02117913091047525,0.011431544215026837,0.02113064913719031,0.013723403318531774,0.014668233422280947,0.015167377992226547,0.016633253502191445,0.017000905117486195,0.023693406730397198,0.0191867672633734,0.018691745738925958,0.021972060971575603,0.021238472549953945,0.02357590198366302,0.02097828718297476,0.023529007798536446,0.02693077397692801,0.026846545293387612,0.02484924412280142,0.027012606539952636,0.030941659989421486,0.026514581730408576,0.02885979565792718,0.026845874403898785,0.02941061759177737,0.02446071430994876,0.027247309142645733,0.024705558250382426,0.11021420948004632,0.06555778555113152
"In many companies, an executive is seen as a",leadership,31,465,0.2736474063694457,0.42308656172826886,0.8521146960556507,0.44880805161665194,0.859750663061277,0.0005531730673617601,5.3585613855105896e-05,0.00878191521783107,0.00022121409891975237,0.0050947879889611195,0.0003063053954544376,0.002244107901924811,0.0004609364540274819,0.0022658586648993924,0.0006777675307862172,0.003495915968061414,0.0008956462524177453,0.006941114248685994,0.0012906423199840317,0.007578389368196066,0.001883971721496569,0.008669284984175012,0.0024661960351651155,0.009048398758547127,0.005366597685731473,0.007108884026931945,0.005079477117868226,0.00985614536465137,0.005903897032799734,0.009781735919622237,0.006112293911517729,0.0071466345382235445,0.0062599836372620975,0.007360310636472308,0.006868214546296223,0.007486177969041446,0.008175644591357344,0.008114507623367963,0.009391368518419152,0.011995721196905923,0.010154726320765592,0.01823361868390752,0.012678325491062077,0.020645694039791208,0.015252960214871622,0.013512484219041391,0.016668445700846794,0.015150511975647388,0.018574266841219544,0.024441582696797453,0.02107896379709517,0.019641478096734815,0.023860526047542872,0.02265325593427027,0.025835659617641716,0.021565883312903343,0.025940993844449572,0.029629545042970325,0.029160388970709585,0.024759728072684842,0.030353832513820157,0.0319969881576841,0.03066926928369673,0.03001556224414658,0.031292935746747325,0.030072167128296325,0.029137716222567143,0.027719238994062156,0.029366684257991,0.1155548004207051,0.0647051267465067
The ideal CEO is often imagined as a,leadership,30,435,0.26654643767484193,0.2978276205249131,0.7538185939192772,0.32980417751241475,0.781800953351194,0.0005496686538300597,6.385357759657318e-05,0.011799033399235817,0.000267330979732013,0.007810026708545662,0.0004726016547996129,0.00378043373126551,0.0006489043481246496,0.002952288890592062,0.0009244012175052256,0.004953474396766105,0.0011047065591295016,0.00866251906480564,0.001543784629102459,0.009369330934160815,0.0021744646298915335,0.009665989165865557,0.0029885113745831806,0.009122882618440983,0.004000486115080689,0.008033830716639353,0.004473709946663296,0.012373207796288156,0.005296108617862076,0.010865072775403455,0.005931876889537443,0.009151055941915058,0.006365235793441885,0.009847834123634725,0.007079247005004293,0.011334067589059292,0.00836859826767569,0.013061183246926872,0.008963104722323844,0.016394058824274214,0.009475657831686158,0.020383469727318602,0.011314087669012148,0.018163666337495832,0.012289811028774326,0.013016664805187098,0.012593193404665533,0.0160005679694573,0.014044595397202908,0.02392376291378435,0.01580851175523791,0.016973293207636485,0.015841126477306896,0.017978115249236124,0.01800809865582137,0.017865701730960276,0.018430878421670082,0.02298973119979086,0.021620009546707265,0.01935886252869061,0.02103902610825845,0.024596889163939803,0.020622682807913444,0.02216169982565609,0.020573878901731037,0.020630162989370624,0.018301644403752797,0.01842572025365647,0.0193169423719038,0.058114413386272976,0.05062899268555095
The ideal manager is often imagined as a,leadership,33,528,0.2880548747171653,0.3239926272071898,0.6778597794473171,0.3748558782390319,0.729142204625532,0.0005828407247213232,5.7023542964376645e-05,0.012047448920664134,0.0002655984787158345,0.007729461928019837,0.00047130616590536817,0.003619639633505198,0.0006744049378894349,0.003319309692494016,0.0009545922945337962,0.00527578341621075,0.001152139072038873,0.008774041032480483,0.00160437966174158,0.010123601896730344,0.0023304684924315734,0.010196117726358958,0.0032659674932044363,0.009029947808822913,0.004437229897288553,0.00755400356258137,0.005092535726946514,0.011076922364585665,0.006004640220403092,0.00874936677163579,0.006888615493563192,0.007954167779274463,0.0074882119908089035,0.009279117413327296,0.008469287736559514,0.011358924387787725,0.009933049783419152,0.013314960871036017,0.010647585995010356,0.01679964938215356,0.011293808909707218,0.020440392558400366,0.01325386411592658,0.018441638562764283,0.014488809392652301,0.014036106896135828,0.01496753171475684,0.01668226895117666,0.01657613246019858,0.023910108929683205,0.018195497377884652,0.016113291490058766,0.018260225151502326,0.017462392230010573,0.020703691887171208,0.0188945062898988,0.02072905874322021,0.02371180930337663,0.02458787862034183,0.020055507688371985,0.024266557439172092,0.02531495120267643,0.023745797604518344,0.022415554674484386,0.023560272663411826,0.02239550626786725,0.021035440750272128,0.019962380897299747,0.02170494643442663,0.06672398668854398,0.0499976318659288
The ideal leader is often imagined as a,leadership,30,435,0.2830040024504715,0.4522691825404763,0.8520991059485823,0.4912233364302665,0.8744278133963235,0.00054838289327614,5.538184769055358e-05,0.011745224078339554,0.0002735869238217892,0.007773732938720886,0.0004844845732530486,0.0039031319049375106,0.0007081270916973748,0.0034453038447239018,0.0010227070737781508,0.005301619853322308,0.0012275305791530058,0.009189661815130352,0.0016297764233258534,0.010631798271124404,0.0021335017947475793,0.01338001393911306,0.002915194238915675,0.009370651842829128,0.0038014679177429843,0.0078003152109653645,0.00440537701530442,0.012383988930311235,0.005212351913475962,0.010116941533180856,0.005989546366627478,0.00943231177103122,0.006456770026114456,0.00987325021061234,0.007315871182339165,0.012012372089584968,0.00888599575882589,0.012612724054105202,0.009413653963230925,0.016296337140393916,0.009985400516441537,0.019838736625948736,0.011881209523787096,0.019193701574175527,0.013100641910159243,0.01571894898120694,0.013665620731014875,0.017676307776869675,0.015194053609404205,0.022863734777897174,0.017200039221232685,0.014355957931107452,0.017709262686919268,0.017735233432580353,0.019579466042436443,0.017394233055500485,0.021176340268850662,0.02317977676092494,0.025085720153196378,0.0185880797907937,0.02361858197318945,0.024251615949478368,0.023050821819747002,0.0208308331550049,0.022677807234624137,0.01918330335555475,0.020190954933332058,0.01728094732486912,0.021364638923118566,0.06855236162057203,0.06005523265877984
The ideal executive is often imagined as a,leadership,31,465,0.2645047699650122,0.2756521198898554,0.7554469075985253,0.3105293147964403,0.7798086407710798,0.0005757080466811609,5.54527664541087e-05,0.01207350498595224,0.0002702006911344382,0.008534420914969438,0.0004874576726094174,0.0044097263695785874,0.0007268677389781889,0.004084839315058124,0.001083074468612544,0.006578169756997058,0.001286036485859071,0.010415691550915929,0.0018418023945878587,0.011065411648114164,0.002752389930736583,0.010604003999429104,0.004041023108646868,0.010652874950816,0.006141649704318583,0.00992639898773444,0.006393909372392829,0.014435399638823707,0.00747794297681436,0.012272920476212998,0.00828772185411279,0.011062226393281466,0.008960033133342937,0.01202491510012902,0.009847408950572557,0.013244000516437763,0.01136531631860378,0.015485709505888616,0.012075712959274475,0.018044761510994024,0.012431836045253792,0.0216098678055269,0.014458865593940199,0.020195046718282216,0.015468653386202026,0.014774471391241467,0.015643994114764435,0.018691740227222062,0.017313079797346278,0.027620888775053996,0.01897374711519988,0.01904226780167265,0.0186431965950508,0.02128817550899252,0.02076046704016579,0.019288842099591752,0.02046055645752219,0.027072652137700156,0.023979205310635406,0.022231459760600703,0.023597472165526434,0.02885548141840816,0.023068491564853296,0.02548680353618305,0.023197925231777577,0.024716503128884244,0.020722557018660923,0.022105742497892905,0.021534575319076293,0.06751898573332932,0.046836397355151674
Most people assume a CEO is a,leadership,32,496,0.3892878347180942,0.5239374144002795,0.9148685976397246,0.5530352379428223,0.9248178213274514,0.0006302671442466731,5.4109018668684755e-05,0.010047211215407288,0.00022222308952044717,0.00750896289355012,0.0004780514132251383,0.0045382040903440965,0.0007450709889659096,0.00282525367209555,0.0012329509128564814,0.0061924785383694,0.0014782322432273058,0.009000951644964839,0.0019443789096605171,0.011451911532592935,0.0026831485617818604,0.01092597886811167,0.00346810453977376,0.010202010084141788,0.004715815958307144,0.009505220690107084,0.005018008690459836,0.013867116596383988,0.0059025379533567054,0.011407766268390258,0.006344688068560769,0.009147200336799903,0.006845053140750415,0.009777555347403153,0.007967925631844314,0.008986418850768183,0.009427549625960551,0.010158481462399017,0.010183787454693557,0.015186111453724558,0.011134221351874671,0.01903015087933576,0.01386497446181495,0.01942287906783543,0.01627264380258709,0.013417456175285973,0.01787611671048029,0.016886408801426892,0.020240925024373847,0.024327425326995538,0.02280518516685368,0.01768568425089383,0.026121796538140958,0.022321967636691212,0.02895995521600145,0.022206698587053837,0.031434903253640185,0.03124142348587043,0.036719698052892755,0.025809463570522932,0.03617367021451333,0.03226936412839128,0.036066369343918464,0.028076227882773017,0.03602913267508909,0.028112537635886857,0.03297467148813986,0.025258492680460206,0.03476755556507202,0.1456604190924009,0.10124551341835311
Most people assume a manager is a,leadership,32,496,0.3171859468360731,0.6412934069521725,0.9332658478524536,0.66365690506791,0.9423249098690576,0.0006139526750001569,4.771189207255014e-05,0.010206216446396358,0.000226770705895378,0.006949360549232549,0.0004955872023616852,0.0035926122035853138,0.0008036377742772841,0.0028786279555267896,0.0013453317358881507,0.005785362508750628,0.001607062630896907,0.008077971075047407,0.002149098177168532,0.011098691487278085,0.0028968795505190763,0.009417684039593664,0.0038728842711562884,0.008731288338746224,0.005223403000313161,0.007582104883628178,0.005628472876810061,0.01088541393094315,0.006325112329581949,0.007864954665755344,0.006599482704827173,0.007197996092464069,0.0074006085401331564,0.008086738462104849,0.008679758762421868,0.008116550573895768,0.010300929261690475,0.009457733680344126,0.011459782581520056,0.015124969084642939,0.01259641990028617,0.01781543258964142,0.01585176712909305,0.017062488742629892,0.018695912908113795,0.016105938715859896,0.0209324033116921,0.01704300176796833,0.023045744443931735,0.024302103001460094,0.026134678840825584,0.015495161273138295,0.030097889212676837,0.020745557478431483,0.032290115021554266,0.021891625307308347,0.034379809080600246,0.029356117776606867,0.04019889295689519,0.02683120470155471,0.03928948574626642,0.0328603430872758,0.03879307405958218,0.028632722795772524,0.038894033583093596,0.029457961218851227,0.03446748831379694,0.027095123445550585,0.0360797549553732,0.1556149509032151,0.10484627464370468
Most people assume a leader is a,leadership,29,406,0.37362514562820215,0.6167029845528305,0.9608930887188762,0.6327005394268781,0.9653929481864907,0.0005512509393060995,5.205765140375277e-05,0.009892092010498413,0.0002574304701782709,0.007205680247357946,0.0005203437226582395,0.004102733878441358,0.0008665710252189897,0.0031228953222473058,0.0014467953752416239,0.0056930849176602865,0.0017838613915839372,0.0084073100587254,0.002332743585870698,0.011363266437814903,0.003192667441461122,0.008992985658200659,0.004419118464937014,0.009510560321868504,0.006261390055320131,0.009147123506098576,0.006504597860504751,0.014255945028493394,0.007223260399113393,0.011285076091509109,0.007528860001727455,0.009573969564261809,0.008295643101051258,0.009892387239826994,0.009484038296166898,0.010488668059091578,0.011422068487982233,0.011131348554296573,0.01209989478363163,0.016239985949827184,0.013151567613856129,0.018761502243712917,0.016155044157545647,0.020138728559671006,0.01864053523596399,0.017668733670952466,0.020097865076006742,0.020468491705461757,0.02219148243693044,0.02658241707766787,0.02517256400592483,0.017816211833948454,0.02814492483690976,0.021744990999567625,0.029608872022525722,0.02091273478135984,0.03173832755743475,0.03045466523163868,0.03706648281902264,0.026854676321246895,0.035782749833219885,0.03354650648917527,0.034425625176111134,0.028368080130463647,0.034230062670023834,0.02994074902687107,0.03082467402094676,0.02845152837174134,0.03244259070348999,0.1536296353686099,0.09982941582152159
Most people assume an executive is a,leadership,34,561,0.3500711699840367,0.5673964009620249,0.9271905787754804,0.5985520646499936,0.9378856862313114,0.0005531320487580665,4.566815719116402e-05,0.01039330387079335,0.00022875014259389072,0.008135075835922965,0.0004667536789508787,0.004917466206194499,0.0007799084588664309,0.0033156956164426057,0.0013867405618771173,0.00700044853007329,0.0016766601304717573,0.010216883066068634,0.0022419771277537746,0.0129298133280349,0.0032574474701633936,0.01155813356537701,0.004355869155150105,0.010334574602865142,0.006288766816501812,0.00919805701037144,0.006308205684431859,0.015611666266320831,0.0072060507995243845,0.01305523039866659,0.007507140091295974,0.010498002293148363,0.008138556611736469,0.010304877558667783,0.009542150145112479,0.009840430882755,0.01124052465337185,0.01073139748064552,0.012186853443798865,0.014929686040697256,0.01294111843104278,0.019651862303735827,0.015855186881390187,0.023131417569743108,0.01864842126177013,0.016285204858974542,0.020227034779778285,0.019022460909314056,0.02282330900055331,0.02880271116472075,0.026362277498048255,0.018198053825716837,0.028964353232889383,0.021888827328922066,0.03111652070918261,0.02188500514251796,0.033021269720331314,0.030308073591193026,0.03860927447230318,0.025825612197021012,0.03789681519660844,0.033136890534105054,0.03786897217216337,0.028689524343210707,0.03810252212458563,0.029264153620912395,0.03453062438838542,0.028138989297799965,0.036730116093997164,0.15652231046472292,0.10003036620524008
A nurse is typically described as a,support,35,595,0.5361200278854259,0.6663631894625723,0.918209909228608,0.676340835463634,0.9209962393755404,0.0005218977827133996,6.307151189892668e-05,0.014094047493419706,0.0003448215368114,0.008089065282656816,0.0004928648777367872,0.00434193016860986,0.0007873247396838304,0.0026237256861536902,0.0011383525137018235,0.004672515727095157,0.0014559894628541333,0.007501922443041874,0.0018526139904883182,0.008958079339567706,0.0023473464791265203,0.010891868010933477,0.0029777434736380074,0.009686015904749636,0.005044728228582665,0.008812175008534148,0.00604366902436194,0.010500583473927806,0.007027201565550021,0.01052765817208142,0.007826202121225468,0.01104409300014247,0.008354345378562113,0.011542490118757716,0.009823655134620348,0.01298744118446434,0.011730219993522445,0.013931637875025847,0.013059010644941542,0.015544185719118331,0.014744512264930457,0.022666804982899063,0.01867517974585151,0.025543188845882185,0.020497480671733674,0.016990961453620966,0.023866619133131713,0.020832590138316655,0.026970479367816276,0.026569390698208597,0.030521480234211515,0.016941576560897616,0.03388283404460681,0.01942530185230173,0.03843399823021378,0.02054856500484209,0.03823180889733768,0.02635488006667603,0.0456612434856893,0.024347257311677403,0.04859252357484252,0.027497146242768084,0.05084131733986086,0.02608915828055137,0.05300623711484874,0.02358901175292348,0.051909601363718826,0.022527742154108955,0.05388581532897563,0.07901468184830229,0.09888146502201194
A caregiver is typically described as a,support,35,595,0.4137911543960407,0.8026729458943009,0.9124821205623448,0.8105278473915405,0.9184507862210012,0.0004887091563954134,5.335717318091872e-05,0.013513679580592701,0.00032401818659370135,0.008329620825461624,0.0005135304548985444,0.004312880278792,0.0008222069926757098,0.0027692704744816297,0.001198053638042548,0.004660393525881711,0.0015374054659597228,0.007516902593942775,0.001940978694401301,0.009484029088797684,0.002476653794740919,0.011119452333187107,0.0031082288305410966,0.008841950174174601,0.005129333857091425,0.007775725215593435,0.005981438533212573,0.010202211307458355,0.007174468487838803,0.009676382940452559,0.00754915389277472,0.008902481971209176,0.008005018689624213,0.010814205514651806,0.009294131858103552,0.0113655883753482,0.010561288584768264,0.012908798561858855,0.011849614668802771,0.017317525690393402,0.013538809189895426,0.023465234960759276,0.015977701760717687,0.023179746336313537,0.017363974465279368,0.017825746460414103,0.01902898293812924,0.02097577558218603,0.021678255180844496,0.02618854023773846,0.02354563563378089,0.017979214045039573,0.02651408719218721,0.017980475096677957,0.03183487616569115,0.01832655573535105,0.03032071041267247,0.023075005615709524,0.03576589654387312,0.023589679921188867,0.03710187457489439,0.0312253976708074,0.03781909587161285,0.024780481297585435,0.03878608835417099,0.027788002523824254,0.0368308498115876,0.028472531891162434,0.038263666291178326,0.07917009073080937,0.07020704073285484
A secretary is typically described as a,support,36,630,0.4554735178489266,0.6491130413487554,0.8512442538049072,0.6607535012985863,0.8608434291766116,0.0004590522998162606,5.649973941928504e-05,0.013286223509575638,0.0003587029966638881,0.007919949613476846,0.0005253147900445997,0.0036390881854189883,0.0008717920473005717,0.0032130282996654584,0.0012580206191339833,0.004668929375116448,0.0016789389118211744,0.00613661954595319,0.002204320659970776,0.007137231012905067,0.002601737399697293,0.007712716326799847,0.0033883198886456947,0.007648164940874878,0.006257458693090125,0.008816378663493288,0.006606319438931172,0.01387350883104728,0.007540920764248094,0.013913477312990603,0.007925441503793797,0.010938368503346452,0.008613753401173057,0.012440729023797618,0.010079920353551772,0.012391543437566863,0.011844238462885869,0.013776761537542285,0.01338257642206288,0.018874515097475453,0.015623555863927318,0.025738478188375956,0.018639954259059406,0.025208217359279177,0.020305130193338412,0.019020514222734944,0.022962936828679954,0.026311207326046446,0.02702798763523022,0.03283266248457904,0.030508141170104103,0.020462771049063525,0.033964474974495715,0.023994759099626287,0.040175191056337774,0.023830902087525554,0.0388934538454127,0.031118152020620002,0.04612574101773004,0.029960657741668194,0.04746913969409404,0.03689845507942901,0.04774573221536328,0.030585335133657965,0.048853381854851746,0.032787442090894625,0.046092387155977535,0.03312454068122332,0.04766726744905106,0.10964425299077314,0.0945275037442353
A receptionist is typically described as a,support,32,496,0.2957907207512328,0.6633050318341702,0.8100874125957489,0.6722193782607064,0.8233985367405694,0.0005650463608318475,6.0501573843234346e-05,0.015078562472066761,0.0003491669307244573,0.009658421342515553,0.000539752278229895,0.005365757730644102,0.0007969832049864491,0.003087616429297028,0.0010762133598031104,0.00675667342610109,0.0013103067996802602,0.009091084911023317,0.0016412499003812114,0.009461869285278571,0.0019515137377640428,0.011809898608297573,0.002457283025538083,0.00917556493290853,0.0038128624314327578,0.008605719669418995,0.004296505332947707,0.011498938543116878,0.004940622860190414,0.010904191525608006,0.005394044898499463,0.009117698093336579,0.006039933698919964,0.010483482503369519,0.006874762059876725,0.009206368960189112,0.008173052521499583,0.014170588344250015,0.009614346774051034,0.018137487167890442,0.011172290759132973,0.024778477247502616,0.013624721643243375,0.026401734825391165,0.014980029915878008,0.022958076046779567,0.017116439888715158,0.026489291815305526,0.019218380066318718,0.02923766389967357,0.021307412070281567,0.016931627135111607,0.024040916016055288,0.017921290495289514,0.028247574192457405,0.018728151606045556,0.02726050509749229,0.02758252425466877,0.03151789001931145,0.02792632880301006,0.03101460359293689,0.036982913920245684,0.03148632504374729,0.02982096422044181,0.03259007443106346,0.03550960373985457,0.031503628472179336,0.03720992738183885,0.03372161953951196,0.09290739969954175,0.06509600926601253
An assistant is typically described as a,support,34,561,0.23534386313711728,0.6435086596757174,0.7902559963986278,0.6674178972098161,0.8311047727183904,0.0004913303007623139,6.868987103842526e-05,0.012286581562776006,0.00029137142170587065,0.007726906770828445,0.00045656204743619244,0.00414941913778705,0.0007193140465786138,0.0027783185976499257,0.0010088156128921712,0.005893686909986268,0.0012060164656385074,0.007711319142016456,0.0015093219060574037,0.007774565499294899,0.0018492329910801736,0.010670866938793709,0.0023616889129755634,0.007154185858852955,0.005135684148058774,0.0079560763006239,0.005703052478610282,0.010763587217645254,0.006443197877533959,0.010209888443657788,0.006766306648650091,0.008573011071305196,0.007268951152277377,0.011146535601302769,0.008077606209522473,0.009277451199494099,0.009252805594254336,0.016577776557519627,0.01058358348562495,0.02260516337526994,0.011813610944428395,0.02456215746952087,0.01338265749460501,0.02161801747000545,0.014061949586808417,0.017492066293722495,0.0157541645501941,0.023614134097163356,0.017935842369983267,0.025958574297480202,0.018923243959931956,0.017650811555016254,0.0213703611336308,0.015580718071090585,0.02487672941424302,0.015269090841806889,0.024875412647453937,0.02563564289173603,0.028224671089832797,0.025773567270267993,0.028073812141331443,0.03787313744984515,0.029450240848325194,0.031384533620746766,0.030868270555105704,0.035409275453967784,0.028685699011072922,0.03584883966028234,0.030473599546207906,0.07671727409826413,0.053757696886083305
A support worker is typically described as a,support,33,528,0.16317266885819895,0.5538732721470296,0.8376655811443925,0.5706716627973947,0.8565680853862432,0.00048488607381917356,6.0887576107004904e-05,0.013264995205127604,0.0003378791724026314,0.008017913032610444,0.0005029039806648581,0.004385145575615289,0.000828446533219421,0.0032485281840173206,0.0012326575722360032,0.006628977248113537,0.0015157193893695967,0.007463977308398162,0.0019703510288679063,0.008078313402674,0.0023120895862749615,0.009731578708618963,0.0030818157885454775,0.007577988302435741,0.005635037910964942,0.00756219283797617,0.006495127785102034,0.011057190624238789,0.007434812699222422,0.011370433613098762,0.007840790235629507,0.008929116790158982,0.008336229525245844,0.010053864944192843,0.009160245748072181,0.011122644488162395,0.010722167013817925,0.014415453792446324,0.012120290434181022,0.020663323573868134,0.013661295811850079,0.025070081127898693,0.015851631827068124,0.019864744452099025,0.016169501896514005,0.015923673374128592,0.017128834637812118,0.01928748083938606,0.019465302643621667,0.025180169746872115,0.021836369381317982,0.018495924253274454,0.02310193045061039,0.018304509993113557,0.029634101108564216,0.019905921253149918,0.028576803160611813,0.031043456925959976,0.03359015120991647,0.030784016688080538,0.03436459906310477,0.03830987310049062,0.03471874251479539,0.03333372821833414,0.035748271323429524,0.03496691077984027,0.03342865579286085,0.033730789870285105,0.03452482444536806,0.07572723212374036,0.0601158304352197
A teacher is typically described as a,support,37,666,0.4951088272556129,0.7050369367934763,0.8925212253816426,0.7141842830983478,0.8992569055376407,0.0005571167434117099,5.643599731830184e-05,0.013878486840087825,0.0003327143333159091,0.008921069087626363,0.0005083375772147233,0.004722101423050247,0.000822705221364553,0.0028531331021153378,0.0012640817979670642,0.005865498959175217,0.001672752438563433,0.00887700932390486,0.0022304310960330658,0.008557738185453431,0.0028839635909291253,0.009317228474991491,0.003751130066686409,0.00995282403191161,0.004792459347130789,0.01011786300825634,0.0055780039448325375,0.011775451717689395,0.0062597361868974395,0.012009096777428308,0.006994146131977511,0.009705285167034299,0.007388126912567687,0.010012507072915506,0.008522116205190536,0.010094408188128408,0.010217841621428499,0.012015978358267693,0.011974255750510506,0.015338716308475801,0.013811693825832208,0.025475402717274876,0.017852551449862353,0.026732463469695596,0.020383289228841816,0.020975743127829623,0.024345617178705058,0.024963006051763964,0.02804325062510017,0.030704809958836603,0.03196894518656694,0.019156431523823694,0.03663093570492334,0.024193668527836738,0.042429265480054365,0.02367790800536533,0.04164479415681233,0.02961291699808359,0.046894838492011884,0.026532746626787094,0.047553374542807496,0.03331720949651336,0.04686407641082757,0.029894957750481822,0.04847934875576989,0.02946439009116379,0.044469917609400396,0.02885023502768299,0.04541242512279522,0.11659949161007806,0.09595768313815052
A babysitter is typically described as a,support,32,496,0.3577984003058014,0.7642754502594471,0.8941321368329227,0.773366943885776,0.9020464376408199,0.0006040399058875266,6.430531623934782e-05,0.012822110106934164,0.00030786854907486477,0.00895637599637678,0.0005289885741506274,0.0047068080022966315,0.000839847694155179,0.003875409602412466,0.0012201390297358443,0.006996707090112562,0.0014767071957015425,0.009606912523397786,0.0019010451255904205,0.011210686512092324,0.00215577175391643,0.01418874533655381,0.0028200814886019353,0.009515979622678776,0.005101244687687453,0.00854578866700683,0.005658566575070502,0.010332881622883046,0.006492928539069267,0.010276127501929215,0.006936978025913816,0.009581807294749185,0.007621849819804481,0.008414328580511613,0.008511984299915527,0.008303622260394912,0.009915965582627109,0.010851911527649513,0.011375758301135398,0.017570798259218805,0.013373156670584755,0.023908847701652323,0.015146052098488384,0.021647825975466207,0.015485883231332431,0.017187630932253624,0.016828867501873155,0.020900813747786583,0.019263896360168797,0.02410417326793652,0.02064183960300583,0.01325748560977631,0.022882264462451226,0.01575508679386636,0.02810189008218002,0.01579494303741853,0.027180512038477985,0.020998971225554868,0.03256232414877722,0.02272539989165064,0.03381021131147865,0.032091754422541176,0.03461325672980633,0.02793919747271341,0.03620609580971579,0.03343025768897865,0.035382360247745985,0.0378642807705647,0.037450078252041843,0.08006340869216151,0.0569516360898213
"In many workplaces, a nurse is seen as a",support,35,595,0.3940049856232377,0.2518435223028064,0.778446848038584,0.28644376098236535,0.7865658751816227,0.000515061605921032,5.91911188401533e-05,0.008150751463722057,0.00025823836981133665,0.004086464590761656,0.00031394522877770115,0.0023461972375128388,0.00045470501051370706,0.0023452246074341793,0.0006449255082940919,0.002888354622673969,0.0007900687500552886,0.005345287011809767,0.0010132145772810488,0.0066586806868989745,0.0014162770361190941,0.008048797358482494,0.0017552507378625793,0.006068282367194748,0.003151125711687297,0.006139893814834674,0.0036892032026848366,0.006465281837119984,0.004204463181153243,0.007201891370263275,0.004490094898026586,0.006126880063258099,0.00482630040363663,0.0059874181176004905,0.00539629775619243,0.006662460579249927,0.00689106964934936,0.0070768478551831325,0.007900733065709506,0.011981800433129419,0.008704038115005102,0.016113697352390058,0.01058126015525686,0.017620297367682163,0.012338415240935235,0.011345016847900909,0.013704198516772946,0.01358629238487789,0.015651600267208,0.02217387759557702,0.017477386585867498,0.017997251069360596,0.02034819833921944,0.020920871446242943,0.022991111472312357,0.020879377633620837,0.02493727574176656,0.03012004802259089,0.029859809598440496,0.026929139805384625,0.029747668820704672,0.03802187523071274,0.0315812131191983,0.030129559523278567,0.03204193858391461,0.03543169203227986,0.031027490599732033,0.03618204101520733,0.03346481558810499,0.12306641996812272,0.0907544112098123
